OBJECTID,PARKID2,NAME,CLASS,NPU1,DISTRICT,ADDRESS,GIS_AC,FILE_AC,PARCEL_ID,PARKID,PARKID2_1,FORMERNAME,NEIGHBOR,ZIP,CDP,X_TRLPAV,X_TRLNPAV,COUNTY,ACQ_NOTES,PAVILIONS,PLAYGROUND,PIC_SHEL,PLAYGR_SF,UPARR,FUND_SRC,LWCF,GAZEBO,PICNICTABL,PARKGRILL1,RESTROOMS,PV_PRKSPAC,BALLFIELDS,SOCCER,TENNIS,TRL_TYPE,TRL_NUM,TRL_LEN,TEN_PRAC,BBALL,VOLLEYBALL,POOL,POOLSIZE,GYM,PV_SQ_FT,GZBOSQFT,PARKDRINK,PARKBENCH,PSPACES,RECCEN,ADOPTED,SURV_TYPE,SURV_DATE,SURV_AC,FEATURE,COVBB,DOGPARK,TRACK,NAT,GOLF,OPFIELD,AREA_FIN,FACIL_YN,ACQUIRED,POOLENGTH,BELTLIN,PLSIZYDS,SPLASHYDS,NOTES,RECCTRCLS,RECCTRNM,RECCTRFT2,SPECFAC,COMCTRNAM,COMCTRCLS,SPFACFT2,OWNER,COMCTRFT2,XDLIST,GIS_ISTHER,GIS_WPIN,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
1294,FOLK1,Folk Art (Courtland) Park,G,M,5,both sides of Courtland St. at Ralph McGill Ave.,0.4953664403,0.25, ,FOLK,, ,Central Business District,30308, ,0,0,FULTON,Date appr,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0,0, ,0, , ,,0, ,0,0,0,0,0,0,0.495,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{28CE75AC-4127-4769-8DB1-42CEBC62C670},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1295,FOLK2,Folk Art (Piedmont) Park,G,M,5,both sides of Courtland St. at Ralph McGill Ave.,0.3035667638,0.25, ,FOLK,, ,Central Business District,30308, ,0,0,FULTON,Date appr,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0,0, ,0, , ,,0, ,0,0,0,0,0,0,0.495,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{F59C3E0F-CEFD-4EF1-BD4B-25D5F4B11D28},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1296,GLTR,Glenwood Triangle,G,O,5,Wilkinson Dr./Glenwood Ave./I-20,0.0508320324,0.1, ,GLTR,, ,Kirkwood,30317, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.051,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{3771E987-79EE-4DA1-8CE5-1821A619D711},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1297,LACI,Larchmont Circle,G,I,10,Larchmont Dr./Larchmont Cir. NW,0.02392330379,0.25, ,LACI,, ,Collier Heights,30318, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.024,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{B231ECBF-86F0-40F6-BE96-5ED5DAC37D96},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1298,MARI,Marietta Street Island,G,M,2,Marietta St./Broad St./Fairlie St. NW,0.17263536811,0.1, ,MARI,, ,Central Business District,30303, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Neighbor, ,,0, ,0,0,0,0,0,0,0.173,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{E187CBDB-6CFB-4AF9-A644-5547F06808F7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1299,OAK1,Oak Knoll I Park,G,Y,1,Oak Knoll Cir./Oaknoll Terr. SE,1.07063691788,0.6,14 00400001021,OAK1,, ,Lakewood Heights,30315, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,1.071,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{52456DBB-A346-4005-ADD5-F4B09977D63B},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1300,OAK2,Oak Knoll II Park,G,Y,1,"Oak Knoll Cir. SE, near the end",0.5592593241,1,14 00400001016,OAK2,, ,Lakewood Heights,30315, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.559,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{65214A23-D0F4-4621-B9A8-CFD6AFDBE4A7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1301,OKV1,Oakview I Park,G,O,5,Oakview Rd./Douglas St. SE,0.45205060625,1.5, ,OKV1,, ,Kirkwood,30317, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.452,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{F37521FF-955E-4ECF-B0BE-7DC93F246A66},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1302,OKV2,Oakview II Park,G,O,5,Oakview Rd./Second Ave. SE,0.60980260316,2, ,OKV2,, ,Kirkwood,30030, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.61,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{66A5EA77-E17A-4541-ADBD-B25F38F59E6D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1303,PAWA,Parkway-Wabash Park,B,M,2,391 Parkway Dr. NE (at Wabash Ave.),0.6001792202,0.6,14 00470008153,PAWA,, ,Bedford-Pine,30312, ,0,0,FULTON, ,0,1,0,100, , , ,0,0,0,0,0,0, ,0, , , , ,1,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.6,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{FA25D0A0-8A7E-4013-A4C3-CDACE0C8364E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1304,PAME,Parkway-Merritts Park,B,M,2,Parkway Dr. @ Merritts Ave. NE,0.67478277855,0.5,14 00470002105,PAME,, ,Bedford-Pine,30308, ,0,0,FULTON, ,0,0,0,100, , , ,0,0,0,0,0,0, ,0, , , , ,1,0, ,0,0,0,0,0, , ,0, , ,,0,Owned by,0,0,0,0,0,0,0.675,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{66C9DF95-23AF-4ACA-8D03-B2832935A7F0},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1305,RAAB,Ralph David Abernathy Plaza,G,V,4,R.D. Abernathy at Formwalt St.,0.32589266121,0.25,14 00750001106,RAAB,, ,Mechanicsville,30312, ,0,0,FULTON,Date appr,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0,1, ,0, , ,,0,Statue of,0,0,0,0,0,0,0.326,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{AF0BF36A-64B0-48B7-A859-A2661DEEEAEF},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1306,RDAM,Ralph David Abernathy Median,G,V,4, ,0.28906523941,0, , ,, ,Mechanicsville,30312, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.289,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{A37DD663-D957-41B1-834C-55C638B75E2A},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1307,SPVA,Spring Valley Jewish Corner,G,F,6,Spring Valley Ln. at University Dr. NE,0.06909665508,0.05,17 00020009056,SPVA,, ,Morningside-Lenox Park,30306, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.069,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{565297A3-A0D8-43BC-87EE-B005944A4342},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1308,TCUF,Tanyard Creek Urban Forest,NP,E,8,"1997 WALTHALL DRIVE
",6.28649604028,0,17 01460006019, ,, ,Ardmore-Brookwood,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,6.286,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{370EFBD9-84E7-4AE5-9B38-585CD52176E4},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1309,HEDR,Helen Drive Park,G,F,6,dead end of Helen Dr./Kay Lane NE,0.0205842018,0.25, ,HEDR,, ,Morningside-Lenox Park,30306, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.021,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{BCE25A6C-4DB9-4720-97B1-A2815CCCB03E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1310,EDCI,Edgewater Circle,G,I,10,End of (2440) Edgewater Dr. SW,0.03254420894,0.1, ,EDCI,, ,Audubon Forest-Beecher Hill,30311, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.033,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{88D9F7A6-67E3-4B58-A9DF-DAC1103C7188},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1311,CATI,Cativo Circle,G,I,10,700 block (dead end) Cativo Dr. SW,0.03052759511,0.1, ,CATI,, ,Chalet-Peyton Woods,30311, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.031,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{A57317E4-1D1F-4567-A887-3A25C7EEDE02},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1312,CADO,Cativo and Dogwood Beauty Spot,G,I,10,Cativo Dr./Dogwood Ct.,0.02456751537,0.5, ,CADO,, ,Chalet-Peyton Woods,30311, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.025,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{D17C295C-4B85-4435-B2EE-326A16414FB9},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1313,CACI,Carver Circle,G,J,3,off Tiger Flowers Dr. NW,0.01729899124,0.2, ,CACI,, ,Dixie Hills,30314, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.017,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{1AE10BE5-E189-413E-B5A6-5094944C2E9E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1314,MARA,Mayson Ravine,CN,B,7,E. Club Ln at Davidson Ave,3.1999664016,2.7, , ,, ,Brookhaven,30319, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0, , ,0, ,Boundary,2002-07-22T00:00:00.000Z,2.7, ,0,0,0,0,0,0,2.7,0,2004-12-05T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{C7D649B9-1ED1-4F28-B63B-360276F632A7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1346,ADA1,Adair Park I,N,V,12,742 Catherine St. SW,6.27109063281,6.39,14 01060012021,ADA1,, ,Adair Park,30310,Y,0,0,FULTON, ,1,1,1,8500, , , ,0,0,0,0,0,1, ,0, , , , ,1,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,1,6.39,1,1912-09-04T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{B58B9D94-981D-4403-A4F3-19B094A3940C},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1347,BOBR,Bonnie Brae Park,B,V,12,Tift Ave at Bonnie Brae Ave. SE,0.19046235122,0.5,14 01070009018,BOBR,, ,Adair Park,30310, ,0,0,FULTON, ,0,1,0,350, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.19,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{16DE4A27-33C4-446E-9B7C-9F922F906858},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1348,ROTR,Rose Circle Triangle,G,T,4,Rose Circle at Lee Street SW,0.20510599475,0.5,14 01060001015,ROTR,, ,West End,30310, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.205,0,1922-12-09T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{AF728E6D-72A8-49C0-86D9-9E7E123E6CD8},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1349,ADA2,Adair Park II,N,V,12,866 Murphy Ave. SW,10.5724688599,10.6,14 01070009001,ADA2,, ,Adair Park,30310,Y,0,0,FULTON, ,0,1,5,8100, , , ,0,0,2,0,0,1, ,2, , , ,y,1,0, ,0,0,0,0,0, , ,0, , ,,0, ,1,0,0,0,0,0,10.6,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{1CFF6471-48F1-404E-8D36-8D1C9CC6D3C3},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1350,MANI,Manigault Street Playlot,B,N,5,1000 Manigault St. SE,0.21683244765,0.1,14 00130006038,MANI,, ,Reynoldstown,30316, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,1, , ,0, , ,,0, ,0,0,0,0,0,0,0.217,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{74CEBBC0-39FE-46E5-8446-059F75D47582},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1351,SPVL,Springvale Park,N,N,2,Euclid Ave. at Waverly Way NE,4.27623823253,4.6,14 00140006014,SPVL,, ,Inman Park,30307,Y,0,0,FULTON, ,0,1,0,3400, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Lake,0,0,0,0,0,0,4.6,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{61409758-9319-46E3-B753-666E153D3335},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1352,INMA,Inman Park,G,N,2,Euclid Ave./Edgewood Ave. NE,0.27871559414,1.5,14 00190013032,INMA,, ,Inman Park,30307, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.279,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{66284154-1FCF-4C23-AE11-1E8F1301B566},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1353,DELT,Delta Park,G,N,2,"Edgewood Ave./Delta Place, NE",0.22277500543,0.27,14 00190013031,DELT,, ,Inman Park,30307, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.223,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{E546ACD8-EF2B-4A51-AD43-AFBC4A8729FE},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1354,BASS,Bass Recreation Center,SF,N,2,326 Moreland Ave. NE,1.05405375235,1,14 00150013063,BASS,, ,Inman Park,30307,Y,0,0,FULTON, ,0,0,0,2275, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,1, , ,,0,Recreatio,0,0,0,0,0,0,1,1,,0, ,0,0, , , ,0,Therapeutic Facility, , ,6290, ,0, ,0,1,{CBC52841-96EA-4C46-B6B1-D9BFC914DA0D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1355,LIFI,Findley Plaza,B,N,2,Euclid Ave/Moreland Ave. NE,0.11340310693,0.1,14 00150013001,LIFI,,Little Five Points Park,Inman Park,30307, ,0,0,FULTON,Date gues,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0,1, ,0, , ,,0,Stage,0,0,0,0,0,0,0.113,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{E2857C79-392F-47CF-BF63-AEEE28724D17},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1356,IVER,Iverson Park,N,N,2,"1429 Iverson St. NE, near Candler MARTA",2.00488518784,3,15 02090003043,IVER,, ,Candler Park,30307, ,0,0,DEKALB, ,0,1,2,1400, , , ,0,0,0,0,0,1,1,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,No access,0,0,0,0,0,0,2.005,1,1909-01-01T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{A91C88D7-CF53-4407-BB29-818899B52039},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1357,LACL,Lake Claire Park,N,N,5,430 Lakeshore Dr. near McLendon Ave. NE,4.27070691071,4.7,15 02380003024,LACL,, ,Lake Claire,30307,Y,0,0,DEKALB, ,0,1,1,3400, , , ,0,1,0,0,0,1, ,1, , , , ,0,0, ,0,0,0,0,1, , ,0, , ,,0,Creek,0,0,0,0,0,0,5.4,1,1976-09-20T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{7A718C0C-52FA-4701-866C-7195BB85512E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1358,GOLD,Goldsboro Park,N,N,2,1368 Euclid Ave. NE at Goldsboro Rd.,2.52502625406,2.5, ,GOLD,, ,Candler Park,30307, ,0,0,DEKALB, ,0,0,0,1000, , , ,0,0,0,0,0,0, ,2, , , , ,1,0, ,0,0,0,0,0, , ,0, , ,,0,"Creek; te",0,0,0,0,0,0,2.5,1,1913-11-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{E9358758-8B57-4471-9E53-027EECCFE91F},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1359,SPDL,Springdale Park,N,N,6,1247 Ponce de Leon Ave. NE (at Springdale Rd.),5.24635394169,4.5,15 0241 LL158,SPDL,, ,Druid Hills,30306, ,0,0,DEKALB, ,0,1,0,2000, , ,y: playgr,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,5.246,1,1922-03-17T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{680BABA6-4704-42B2-B91F-74E20E939B73},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1360,VIRG,Virgilee Park,N,N,6,1324 Ponce de Leon Ave. NE (at Oakdale Rd.),3.49942369171,6.6,15 0241 LL156,VIRG,, ,Druid Hills,30306, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0,Walk,1, , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,3.499,1,1922-03-17T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{BA473930-BBA8-4070-A6B5-C2BB2C42AA9D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1361,SHAD,Shadyside Park,N,N,6,1635 Ponce de Leon Ave. NE (Clifton Rd. to Fairvie,4.07492505467,10,15 0242 LL068,SHAD,, ,Druid Hills,30307, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0,Walk,1, , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,One of th,0,0,0,0,0,0,4.075,1,1922-03-17T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{7BB3D9F5-4D36-4FAE-8407-FF6E489D2FC2},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1362,DELL,Dellwood Park,N,N,6,Ponce de Leon Ave. NE (Clifton Rd. to Lakeshore Dr,1.35560501665,6.6, ,DELL,, ,Lake Claire,30307, ,0,1,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0,Walk path,1, , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,One of th,0,0,0,0,0,0,1.356,1,1922-03-17T00:00:00.000Z,0, ,0,0,Adjacent to Dekalb Olmstead park, , ,0, , , ,0, ,0,,0,0,{FAAB5FF5-6BF8-4DEC-88C9-1F17840FBCD6},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1363,FREE,Freedom Park,R,N,2,Moreland Ave at North Ave NE,123.839169631,188.589, ,FREE,,Freedom Park,Poncey-Highland,30307,Y,1,0, FULTON,Date gues,0,2,0,0, , , ,0,0,0, , ,0, ,0,PATH Foun,1,3.5, ,0,0, ,0, ,0,0,2,4,0,0, , ,,0,Bicycle p,0,1,0,0,0,0,188.589,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{28862195-E9C8-4FA3-9AF5-8065D24C9755},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1364,PEBA,Peachtree Battle Parkway,G,C,8,Peachtree Battle Av. NW/Ptree-Dellwood Dr.,4.2152215048,5, ,PEBA,, ,Argonne Forest-Wyngate/Haynes,30305, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Creek,0,0,0,0,0,0,4.215,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{7C120D54-DD06-45A5-9358-B6A3503ABC2B},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1365,SIBL,Sibley Park,CN,B,8,W. Wesley Rd. at Habersham Rd. NW,6.86566388453,1.6, ,SIBL,,Habersham Park,Peachtree Heights West,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,adopted b,0,0,0,0,0,0,1.6,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{A050C7D3-CBC6-42E1-9853-B010D8BE480E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1366,PIVA,E. Pine Valley and W. Pine Valley Park,G,C,8,E. Pine Valley Rd. at W Pine Valley Rd. NW,0.03579793071,0.1, ,PIVA,, ,Argonne Forest-Wyngate/Haynes,30305, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Anonymous, ,,0, ,0,0,0,0,0,0,0.036,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{6B264E20-AD5A-43D3-8185-3E1E5205D238},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1367,ARDM,Ardmore Park,B,E,8,Ardmore Rd. off Collier Rd. NW,1.67788880581,1.74,17 01460006010,ARDM,, ,Ardmore-Brookwood,30309, ,0,0,FULTON,from Fult,0,1,0,3078, , , ,0,2,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,1, , ,0, , ,,0,Creek,0,0,0,0,0,0,1.74,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{4B948196-94F2-4AE2-B071-E3FB98091716},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1368,SPVP,Spring Valley Park,CN,C,8,Spring Valley Rd. at Meredith Dr. NW,3.55073542838,3,17 0146 LL004,SPVP,, ,Collier Hills,30318, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,3.551,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{B873D84A-44A9-452F-9935-7D3E5B005387},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1369,SPLA,Springlake Park,CN,C,8,Northside Dr./Norfleet Rd./Springlake Dr. NW,5.30848085665,5.2,17 0153 LLXXX,SPLA,, ,Wildwood-Springlake,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Walking t,0,0,0,0,0,0,5.2,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{23C7A2B6-D6F8-4524-A045-6D0CFF7CF932},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1370,ELLS,Ellsworth Park,B,C,8,Howell Mill Rd. at Collier Rd. NW,1.27193201928,3,17 01530006XXX,ELLS,, ,Wildwood-Springlake,30318, ,0,0,FULTON,from Fult,0,1,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,1.272,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{B5D9DD14-861E-4576-82B5-70BDABC99EBB},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1371,CHVA,Channing Valley Park,B,C,8,Channing Dr. at Sunbury Pl. NW,0.58190689809,1.5,17 01530014088,CHVA,, ,Collier Hills,30318, ,0,0,FULTON, ,0,1,0,3910, , , ,0,2,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.582,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{9EBCB739-9EF7-4D6B-AB58-7E5A702C0ABF},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
