X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Num_Tested_All_2017,Average_Score_All_2017,Num_in_HFZ_All_2017,Pct_in_HFZ_All_2017,Num_Tested_Male_2017,Average_Score_Male_2017,Num_in_HFZ_Male_2017,Pct_in_HFZ_Male_2017,Num_Tested_Female_2017,Average_Score_Female_2017,Num_in_HFZ_Female_2017,Pct_in_HFZ_Female_2017,GlobalID,last_edited_date
-84.006982000246566,33.526555000176529,222,7070102,707,Newton County,0102,Oak Hill Elementary School,E,PK-05,6243 Highway 212,Covington,GA,30016-4429,770.385.6906,219,41.66,120,54.8,119,42.42,70,58.8,100,40.76,50,50,{0EDA36B7-27E3-4202-AD30-310821E826E0},
-83.897805000509805,33.430789000050851,223,7070106,707,Newton County,0106,Rocky Plains Elementary School,E,PK-05,5300 Highway 162 S,Covington,GA,30016-5914,770.784.4987,212,42.29,142,67,115,42.93,80,69.6,97,41.54,62,63.9,{FE722614-39E8-4098-88B8-2F452DFD51EF},
-83.949656999934817,33.538179999862095,224,7073050,707,Newton County,3050,Livingston Elementary School,E,PK-05,3657 Highway 81 S,Covington,GA,30016-7530,770.784.2930,158,42.27,88,55.7,83,43.04,48,57.8,75,41.42,40,53.3,{34183C29-35F0-406F-B4D5-C0B314F6CD19},
-83.576532999335839,30.799622000631175,225,6140395,614,Brooks County,0395,Brooks County Early Learning Center,E,PK-PK,1081 Barwick Road,Quitman,GA,31643-6184,229.263.7531,,,,,,,,,,,,,{34399466-2CAC-4208-8A8A-4371C4F21196},
-83.562899999439367,30.815745999963198,226,6140193,614,Brooks County,0193,Quitman Elementary School,E,PK-05,2200 Moultrie Hwy,Quitman,GA,31643-6152,229.263.9302,150,41.04,68,45.3,60,41.46,27,45,90,40.76,41,45.6,{C56DCA15-05B9-42AD-9E3F-0E562D49533E},
-83.795538999818817,31.102700999790176,227,6355054,635,Colquitt County,5054,Sunset Elementary School,E,PK-05,698 US Highway 319 S,Moultrie,GA,31768-0507,229.890.6184,178,41.08,78,43.8,80,41.69,43,53.8,98,40.59,35,35.7,{4C69D349-2878-42BD-BB7A-E353679EBF2D},
-83.790085999798606,31.174897000401515,228,6353050,635,Colquitt County,3050,Stringfellow Elementary School,E,PK-05,200 5th Ave SW,Moultrie,GA,31768-4622,229.890.6187,87,42.85,60,69,49,43.68,37,75.5,38,41.78,23,60.5,{B1594F17-BFA0-4BF2-8633-54297263663D},
-83.787450999934222,31.155148000144692,229,6352056,635,Colquitt County,2056,Wright Elementary School,E,PK-05,1812 2nd St SE,Moultrie,GA,31768-6611,229.890.6186,464,56.25,209,45,246,58.95,102,41.5,218,53.21,107,49.1,{9B42F27B-1D13-4D8F-BB04-757CE7C1BC4D},
-83.773918999936825,31.168521999875828,230,6354050,635,Colquitt County,4050,Cox Elementary School,E,PK-05,1275 11th Ave SE,Moultrie,GA,31768-6128,229.890.6190,145,40,46,31.7,72,41.07,31,43.1,73,38.95,15,20.5,{D6421F7B-2D9D-4CAA-9697-B7C952A5BCA8},
-83.664717999470611,31.116823000004008,231,6350187,635,Colquitt County,0187,Odom Elementary School,E,PK-05,2902 Sardis Church Rd,Moultrie,GA,31788-1672,229.324.3313,192,40.33,74,38.5,98,40.71,47,48,94,39.94,27,28.7,{AE89D2B8-9431-41AB-8354-0F85CAD331A0},
-83.873206999724857,31.199397999854373,232,6352052,635,Colquitt County,2052,Funston Elementary School,E,PK-05,137 North Academy Street,Funston,GA,31753,229.941.2626,108,42.79,77,71.3,51,43.96,40,78.4,57,41.75,37,64.9,{DE4DC445-2559-4927-90DB-1DC5D463DA10},
-83.805435000287076,31.246571000086096,233,6353054,635,Colquitt County,3054,Okapilco Elementary School,E,PK-05,3300 Ga Highway 33 N,Moultrie,GA,31768-2682,229.890.6191,450,42.89,107,23.8,234,43.86,59,25.2,216,41.84,48,22.2,{91E96EFA-7E2A-4EA4-808B-56BC10E3E033},
-83.689872999704434,31.276685999793614,234,6350278,635,Colquitt County,0278,Norman Park Elementary School,E,PK-05,249 Weeks Ave,Norman Park,GA,31771-5672,229.769.3612,354,44.11,157,44.4,182,44.49,75,41.2,172,43.71,82,47.7,{F9FC6077-1129-4119-BBD8-08B7E3236350},
-83.515178000613503,30.933587000009243,235,6140393,614,Brooks County,0393,North Brooks Elementary School,E,PK-05,10295 Coffee Rd,Morven,GA,31638-3331,229.775.2414,121,39.8,44,36.4,55,40.19,21,38.2,66,39.47,23,34.8,{424D0C1D-4258-4B7F-B44E-DB28C995B4B3},
-83.43582099994515,31.155226999429793,236,6370104,637,Cook County,0104,Cook Elementary School,E,03-05,1512 N Elm St,Sparks,GA,31647-7907,229.549.6250,,,,,,,,,,,,,{38E68779-EB6E-4C93-B272-FB96EB1BEF82},
-83.408609000177719,31.165253000154063,237,6370196,637,Cook County,0196,Cook Primary School,E,PK-02,1531 Patterson St,Adel,GA,31620-4035,229.549.7713,,,,,,,,,,,,,{481881B9-197C-4D91-B578-07BB519ABB2E},
-83.601583000615449,31.343492000406908,238,7374050,737,Tift County,4050,Omega Elementary School,E,PK-05,150 College St,Omega,GA,31775-3065,229.387.2418,138,42.92,73,52.9,66,45.24,44,66.7,72,40.79,29,40.3,{45D852E6-3538-483A-9B21-6B97C7B9E70D},
-83.521186000296296,31.442835000341226,239,7374052,737,Tift County,4052,Matt Wilson Elementary School,E,04-05,510 17th St W,Tifton,GA,31794-5502,229.387.2440,486,39.77,168,34.6,262,40.28,114,43.5,224,39.18,54,24.1,{7F390071-4D2B-4563-BD7B-955188E8DDD4},
-83.495534000483502,31.445948000058184,240,7375050,737,Tift County,5050,Charles Spencer Elementary School,E,04-05,65 Tifton Eldorado Rd,Tifton,GA,31794-9667,229.387.2430,591,38.53,111,18.8,299,39.14,78,26.1,292,37.9,33,11.3,{4CA47170-CC28-4CB1-8795-5B5D5426BDF1},
-83.316812000359377,30.687663999989852,241,6921050,692,Lowndes County,1050,Clyattville Elementary School,E,PK-05,5386 Madison Hwy,Valdosta,GA,31601-2384,229.559.7062,284,41.76,107,37.7,152,42.9,69,45.4,132,40.44,38,28.8,{E0833F9E-E8F6-42B2-89A4-00E7112369A6},
-83.331928000193685,30.821068000058595,242,6920111,692,Lowndes County,0111,Westside Elementary School,E,PK-05,2470 James Rd,Valdosta,GA,31601-7910,229.245.2289,833,45.21,448,53.8,425,47.05,237,55.8,408,43.3,211,51.7,{0B050BCC-BF39-4994-A30C-1BF0036D83FF},
-83.297300000315701,30.835900000088451,243,7920309,792,Valdosta City,0309,S.L. Mason Elementary School,E,PK-05,821 W Gordon St,Valdosta,GA,31601-3736,229.333.8525,279,39.09,76,27.2,130,39.79,49,37.7,149,38.48,27,18.1,{3520FE90-073A-4B2B-BE7E-B25689C6D2AD},
-83.267025000432284,30.825210999979312,244,7920117,792,Valdosta City,0117,Pinevale Elementary School,E,PK-05,930 Lake Park Rd,Valdosta,GA,31601-6151,229.333.8535,197,38.69,38,19.3,97,39.16,24,24.7,100,38.23,14,14,{1984B0E5-658A-4FBD-AAB3-113960CA5965},
-83.264201999340969,30.859619999667867,245,7921052,792,Valdosta City,1052,W.G. Nunn Elementary,E,PK-05,1610 Lakeland Ave,Valdosta,GA,31602-3412,229.333.8515,350,38.87,80,22.9,168,39.73,59,35.1,182,38.08,21,11.5,{312DBD3E-2D9B-417E-9BE9-5BB41BFED719},
-83.234488000511575,30.822810999808503,246,7920106,792,Valdosta City,0106,J. L. Lomax Elementary School,E,PK-05,1450 Howell Rd,Valdosta,GA,31601-2403,229.333.8520,368,42.4,186,50.5,195,43.47,115,59,173,41.2,71,41,{F4985DEB-DC86-4093-B540-87EEDE149FCE},
-83.28399700072201,30.8988780004182,247,7920101,792,Valdosta City,0101,Sallas Mahone Elementary,E,PK-05,3686 Lake Laurie Dr,Valdosta,GA,31605-7925,229.333.8530,320,42.71,209,65.3,170,44.04,126,74.1,150,41.21,83,55.3,{018CFB76-92FE-4BD5-8AE2-D09B2D179F0E},
-83.263408000118005,30.889751999883895,248,6920100,692,Lowndes County,0100,Dewar Elementary,E,PK-05,3539 Mount Zion Church Rd,Valdosta,GA,31605-6511,229.219.1370,364,40.4,162,44.5,179,40.78,90,50.3,185,40.03,72,38.9,{F7B59DDB-8A62-4FDC-8CEC-657E01F226B2},
-83.24256599937975,30.869833000499717,249,7820615,7820615,State Charter Schools- Scintilla Charter Academy,0615,Scintilla Charter Academy,E,KK-05,2171 E Park Ave,Valdosta,GA,31602-4436,229.560.5334,,,,,,,,,,,,,{34AA46AB-EEBF-4FCD-8CBE-E838214DAC4A},
-83.184275000081342,30.686469999665039,250,6924050,692,Lowndes County,4050,Lake Park Elementary School,E,PK-05,604 W Marion Ave,Lake Park,GA,31636-5068,229.559.5153,224,42.32,124,55.4,112,44.05,75,67,112,40.6,49,43.8,{EB0D13CE-80C7-49B0-93BD-91076325EA68},
-83.229269999644174,30.816653000454355,251,6920194,692,Lowndes County,0194,Moulton-Branch Elementary School,E,PK-05,5725 Inner Perimeter Rd,Valdosta,GA,31601-2482,229.245.2294,162,42.05,85,52.5,87,43.67,58,66.7,75,40.18,27,36,{18C0A737-DB1E-4272-910D-1A5DF65EABF0},
-83.028017999265913,30.700092000599781,252,6500112,650,Echols County,0112,Echols County Elementary/Middle School,E,PK-08,229 US Highway 129 S,Statenville,GA,31648-2258,229.559.5413,128,42.53,90,70.3,51,43.59,37,72.5,77,41.83,53,68.8,{670240D6-8950-42D8-9603-E198C9420F29},
-83.356755999531515,30.988540000488161,253,6920195,692,Lowndes County,0195,Hahira Elementary School,E,PK-05,350 Claudia Dr,Hahira,GA,31632-1554,229.794.2626,295,46.52,240,81.4,132,48.96,111,84.1,163,44.55,129,79.1,{DBF1A70C-8F29-4454-A385-AD0616E8BFA4},
-83.260089000548803,30.955412999394714,254,6920211,692,Lowndes County,0211,Pine Grove Elementary School,E,PK-05,4175 River Rd,Valdosta,GA,31605-5439,229.245.2297,,,,,,,,,,,,,{C2BA7DC3-751A-439D-9EF7-E4E7A1ABA031},
-83.263079000205451,31.211626999865107,255,6100195,610,Berrien County,0195,Berrien Elementary School,E,03-05,802 Middle School Cir,Nashville,GA,31639-5656,229.686.2939,486,45.05,369,75.9,239,46.64,193,80.8,247,43.52,176,71.3,{09F5D2F1-1921-4628-830D-C2572F9426E4},
-83.246091000056168,31.234643000080784,256,6105050,610,Berrien County,5050,Berrien Primary School,E,PK-02,1427 N Davis St,Nashville,GA,31639-3926,229.686.7438,,,,,,,,,,,,,{F3E412D5-BCE1-4EDF-AFAB-8B91D5739A05},
-83.075570000713327,31.038710999851112,257,6863050,686,Lanier County,3050,Lanier County Primary School,E,PK-02,28 S Valdosta Rd,Lakeland,GA,31635-6653,229.482.3580,,,,,,,,,,,,,{99BB5C6C-ECF5-47E0-8C12-1C0344E84008},
-83.072920999833514,31.034586000081759,258,6860111,686,Lanier County,0111,Lanier County Elementary School,E,03-05,92 S. Valdosta Rd,Lakeland,GA,31635-6653,229.482.3870,116,37.71,7,6,55,37.95,6,10.9,61,37.5,1,1.6,{48A66920-19F5-4541-89A0-218555C33B3C},
-83.050061000400447,31.338010000520082,259,6020187,602,Atkinson County,0187,Willacoochee Elementary School,E,PK-05,430 Vickers St S,Willacoochee,GA,31650-2313,912.534.5302,,,,,,,,,,,,,{C91C8EE0-7981-4F65-9426-C4E3AEDF55BE},
-82.854235000181347,31.305755000180827,260,6020190,602,Atkinson County,0190,Pearson Elementary School,E,PK-05,563 King St N,Pearson,GA,31642-7444,912.422.3882,209,40.69,97,46.4,103,41.37,54,52.4,106,40.03,43,40.6,{334EF2FF-BA13-46D7-B791-0816A3EB8355},
-82.771691000216876,31.043368999976924,261,6320101,632,Clinch County,0101,Clinch County Elementary School,E,PK-04,575 Woodlake Dr,Homerville,GA,31634-1921,912.487.5385,111,41.79,58,52.3,56,42.93,35,62.5,55,40.63,23,41.8,{313DB042-026B-4E9C-AD15-8D6E9136A6BE},
-82.7888789994701,31.440002999535654,262,6340182,634,Coffee County,0182,Satilla Elementary School,E,PK-05,5325 Old Axson Rd,Douglas,GA,31535-3437,912.384.2602,167,50.87,155,92.8,84,52.77,80,95.2,83,48.94,75,90.4,{FC2B5E5C-5C54-4FBB-B81D-EA018AF4C1D6},
-82.436875000239922,31.156426999913936,263,7480396,748,Ware County,0396,Ruskin Elementary School,E,KK-05,3550 Valdosta Hwy,Waycross,GA,31503-7823,912.287.2325,188,46.56,104,55.3,92,48.09,54,58.7,96,45.09,50,52.1,{57C5822A-A302-4EEC-A193-3BB8482BD394},
-82.319670999810455,31.189663000076401,264,7483050,748,Ware County,3050,Memorial Drive Elementary School,E,KK-05,2580 Ambrose St,Waycross,GA,31503-8596,912.287.2327,166,44.82,73,44,87,46.06,40,46,79,43.45,33,41.8,{C5541DE1-38FE-472A-B5E5-04E82145422A},
-82.477756000220907,31.252339000832308,265,7483052,748,Ware County,3052,Waresboro Elementary School,E,KK-05,3379 W Church St,Waycross,GA,31503-6701,912.287.2393,133,42.92,92,69.2,71,44.33,57,80.3,62,41.3,35,56.5,{243C1476-DB2C-401D-907E-DEF03FE54E9B},
-82.376821999882409,31.249626000828961,266,7485050,748,Ware County,5050,Wacona Elementary School,E,PK-05,3101 State St,Waycross,GA,31503-9760,912.287.2362,213,45.79,160,75.1,107,48.67,91,85,106,42.89,69,65.1,{DBDABB65-1DBF-4927-A4CD-FF62F6F5FF19},
-82.35557799999151,31.237112000312656,267,7480296,748,Ware County,0296,Center Elementary School,E,KK-05,2114 Dorothy St,Waycross,GA,31501-7142,912.287.2366,172,41.58,108,62.8,84,42.9,64,76.2,88,40.32,44,50,{642D5F12-4055-4B83-B259-4758FBF14391},
-82.345954000346964,31.212587000597747,268,7480196,748,Ware County,0196,Williams Heights Elementary School,E,KK-05,705 Dewey St,Waycross,GA,31501-3340,912.287.2399,138,42.89,90,65.2,71,43.65,46,64.8,67,42.09,44,65.7,{940864D9-A394-445B-B04A-5ADC1CADA526},
-82.009179000239811,30.827604000476416,269,6240199,624,Charlton County,0199,Folkston Elementary School,E,PK-03,34754 Okefenokee Dr,Folkston,GA,31537-7822,912.496.2360,457,39,7,1.5,242,39.25,6,2.5,215,38.72,1,0.5,{73E96325-662B-4A8A-A4E5-E994A7C55A35},
-81.829629999610404,30.86432500004107,270,6244050,624,Charlton County,4050,St. George Elementary School,E,PK-06,13215 Florida Ave,Folkston,GA,31537-3842,912.843.2383,23,43.73,14,60.9,0,0,0,0,23,43.73,14,60.9,{4AFC5C28-546E-4CB0-91E5-D9C2BB37F1D5},
-82.130741999763487,31.186382999623127,271,6132050,613,Brantley County,2050,Hoboken Elementary School,E,PK-06,224 Church St N,Hoboken,GA,31542-2924,912.458.2135,227,41.58,133,58.6,106,42.84,69,65.1,121,40.48,64,52.9,{82893849-E3CD-418C-B798-21FD761E5EEB},
-82.26412100064357,31.247824999521082,272,7130112,713,Pierce County,0112,Midway Elementary School,E,PK-05,3244 Midway Church Rd,Blackshear,GA,31516-7544,912.807.0084,159,42.92,105,66,80,44.46,58,72.5,79,41.36,47,59.5,{C0B694D1-FFC1-4AC5-B9B6-DB2E32680E58},
-82.244291000454112,31.318647000708935,273,7130297,713,Pierce County,0297,Blackshear Elementary School,E,PK-05,5217 Ga Highway 121,Blackshear,GA,31516-8055,912.449.2088,198,43.82,134,67.7,104,45.54,78,75,94,41.92,56,59.6,{C9019D55-BBC2-461F-A681-0DA2E13DD2E7},
-82.146984000014768,31.38322599950245,274,7134050,713,Pierce County,4050,Patterson Elementary School,E,PK-05,3414 Drawdy St,Patterson,GA,31557-2439,912.647.5373,152,44.74,78,51.3,68,46.22,38,55.9,84,43.54,40,47.6,{D90275E4-DB72-4E94-A37C-2E9FF52874B6},
-81.985563999847386,31.192768000017686,275,6130294,613,Brantley County,0294,Nahunta Elementary School,E,04-06,9110 Main St S,Nahunta,GA,31553-6156,912.462.5166,509,41.73,265,52.1,265,43.45,160,60.4,244,39.87,105,43,{098F2029-8B58-417E-B715-EA735D07DFFC},
-81.983354000240254,31.191577000620789,276,6133050,613,Brantley County,3050,Nahunta Primary School,E,PK-03,479 School Cir,Nahunta,GA,31553-5407,912.462.5179,,,,,,,,,,,,,{7D5FCEBF-CBAB-4D32-B904-660CCE444B1E},
-81.830124999779883,31.206031000247954,277,6130110,613,Brantley County,0110,Atkinson Elementary School,E,04-06,4327 Highway 110 E,Waynesville,GA,31566-3829,912.778.6098,460,46.11,365,79.3,249,47.79,205,82.3,211,44.13,160,75.8,{80972D25-1B13-4CC0-B3CB-A183578EE241},
-81.790872000720469,31.22734399974545,278,6130101,613,Brantley County,0101,Waynesville Primary School,E,PK-03,5726 Old Waynesville Rd,Waynesville,GA,31566-4420,912.778.3068,,,,,,,,,,,,,{BA88D22B-EEA5-4D7C-A29A-CB5D81E6561F},
-83.834898000360781,31.548040000257824,279,7590196,759,Worth County,0196,Worth County Primary School,E,PK-02,1304 N Isabella St,Sylvester,GA,31791-7307,229.776.8660,,,,,,,,,,,,,{02693A72-48C4-4631-8DBF-8EB1B698BAD1},
-83.836183999841978,31.553594000269797,280,7590111,759,Worth County,0111,Worth County Elementary School,E,03-05,1906 Ga Highway 313,Sylvester,GA,31791-7328,229.776.8605,515,44.15,259,50.3,254,46.36,161,63.4,261,41.99,98,37.5,{AF8628C0-3325-4FDA-99B4-E5D1494CE26D},
-83.645419000114657,31.712099000430175,281,7420196,742,Turner County,0196,Turner County Elementary School,E,KK-05,705 Hudson Ave,Ashburn,GA,31714-5312,229.567.2461,353,41.62,87,24.6,194,42.52,55,28.4,159,40.53,32,20.1,{BAE16D4B-EBF4-42C6-A38F-0976B27C4932},
-83.796547000511325,31.954173000642946,282,6402052,640,Crisp County,2052,Crisp County Elementary School,E,04-05,1001 W 24th Ave,Cordele,GA,31015-2700,229.276.3420,1063,38.1,110,10.3,539,38.47,75,13.9,524,37.72,35,6.7,{1F170C34-73AB-45D5-8B8E-9CD953DF36AB},
-83.769851000032105,31.954899000386874,283,6405050,640,Crisp County,5050,Crisp County Pre-K,E,PK-PK,802 E 24th Ave,Cordele,GA,31015-2105,229.276.3410,,,,,,,,,,,,,{7DE909ED-AA8B-4ED5-B7EE-58E512076717},
-83.752470999854765,31.92587499961963,284,6400115,640,Crisp County,0115,Crisp County Primary School,E,KK-03,327 Old Hatley Rd,Cordele,GA,31015,229.276.3450,,,,,,,,,,,,,{CCE3B830-E9DE-40E6-9CCC-B7504D6D7BC4},
-83.546521999843293,31.465153999934429,285,7370104,737,Tift County,0104,Annie Belle Clark Primary School,E,KK-03,1464 Carpenter Rd S,Tifton,GA,31793-7946,229.387.2410,,,,,,,,,,,,,{71E1606A-FD0E-4545-8C4F-5AF62DC8CFE9},
-83.526611000272823,31.469744000307152,286,7372050,737,Tift County,2050,Len Lastinger Primary School,E,KK-03,1210 Lake Dr,Tifton,GA,31794-3835,229.387.2420,,,,,,,,,,,,,{CA4D5EC8-BC18-4BCA-BB08-F831257A166D},
-83.501563999550243,31.470849000085256,287,7373050,737,Tift County,3050,Northside Primary School,E,KK-03,1815 Chestnut Ave,Tifton,GA,31794-3525,229.387.2425,,,,,,,,,,,,,{D8289697-99A3-4977-9C0A-F24BA0237DAB},
-83.488347999267248,31.458663999483036,288,7370173,737,Tift County,0173,G. O. Bailey Primary School,E,PK-03,1430 Newton Dr,Tifton,GA,31794-3753,229.387.2415,,,,,,,,,,,,,{621614C2-5A41-4892-90AD-3A158F8FA379},
-83.454926999898817,31.941555999572035,289,7560195,756,Wilcox County,0195,Wilcox County Elementary School,E,PK-05,104 Gordon St,Rochelle,GA,31079-2948,229.365.7858,189,40.14,69,36.5,100,40.84,46,46,89,39.35,23,25.8,{57B9FF7D-0C83-4D62-BDA4-A029BAAFF25A},
-83.766905999459127,32.184932999647046,290,6460104,646,Dooly County,0104,Dooly County Elementary School,E,PK-05,11949 US Highway 41,Pinehurst,GA,31070-7467,229.645.3421,,,,,,,,,,,,,{C3153426-296B-4A1F-A770-31E474C2C3BE},
-83.721867999394163,32.448808999969877,291,6763056,676,Houston County,3056,Tucker Elementary School,E,PK-05,1300 Tucker Rd,Perry,GA,31069-3744,478.988.6278,138,42.21,79,57.2,67,43.49,44,65.7,71,41.01,35,49.3,{AD7D1B80-337A-4A85-BD58-3C42D1CBF58A},
-83.710184999690171,32.464186999977052,292,6762054,676,Houston County,2054,Morningside Elementary School,E,PK-05,1206 Morningside Dr,Perry,GA,31069-2926,912.988.6261,217,40.46,63,29,108,41.17,38,35.2,109,39.75,25,22.9,{6C8A1F90-36FC-4506-9421-940747B44AD8},
-83.701722000242555,32.498716000238112,293,6760117,676,Houston County,0117,Langston Road Elementary School,E,PK-05,315 Langston Rd,Perry,GA,31069-9323,478.988.6160,329,42.1,150,45.6,167,43.11,83,49.7,162,41.05,67,41.4,{4FCD07BA-1800-48C4-A2BB-132973C78BB6},
-83.653588999993659,32.454782000076321,294,6763550,676,Houston County,3550,Kings Chapel Elementary School,E,PK-05,460 Arena Rd,Perry,GA,31069-9577,478.988.6273,227,41.98,82,36.1,109,43.09,46,42.2,118,40.96,36,30.5,{B0419E64-A7C1-46EB-BFA2-462350CD50DA},
-83.483804999636035,32.282512000094897,295,7163050,716,Pulaski County,3050,Pulaski County Elementary School,E,PK-05,280 Broad St,Hawkinsville,GA,31036-4867,478.783.7275,298,41.06,102,34.2,148,42.11,57,38.5,150,40.03,45,30,{5AB57F51-2FE6-4B5B-AFB8-283EEB441B65},
-83.237694999773709,31.582858999887907,296,6770188,677,Irwin County,0188,Irwin County Elementary School,E,PK-05,521 Lax Hwy,Ocilla,GA,31774-2225,229.468.9476,,,,,,,,,,,,,{D23D1623-AE7D-47CD-A4E0-105AB375D499},
-83.259460999231436,31.742397000371021,297,6090111,609,Ben Hill County,0111,Ben Hill Elementary School,E,03-05,328 Lobinger Ave,Fitzgerald,GA,31750-8124,229.409.5586,489,40.35,197,40.3,246,41,109,44.3,243,39.7,88,36.2,{1F7D0452-84CB-4FB3-8C8C-B2AAE103BC85},
-83.255743000320848,31.765580000445652,298,6090196,609,Ben Hill County,0196,Ben Hill County Primary School,E,PK-02,221 Jc Hunter Rd,Fitzgerald,GA,31750-6924,229.409.5592,,,,,,,,,,,,,{4261E158-2F2D-42C2-A0AF-8B2C76661B60},
-83.007235000659904,31.596097000113787,299,6340102,634,Coffee County,0102,Ambrose Elementary School,E,PK-05,3753 Vickers Xing,Ambrose,GA,31512-4381,912.359.5500,125,40.25,51,40.8,62,41.4,34,54.8,63,39.11,17,27,{4C77A680-A3B4-4026-AF7F-85BAE42B4578},
-82.883203999571023,31.491406999807381,300,6340100,634,Coffee County,0100,Indian Creek Elementary,E,PK-05,2033 Ga Highway 158 W,Douglas,GA,31535-2735,912.393.1300,182,39.68,58,31.9,94,39.98,37,39.4,88,39.35,21,23.9,{D6839125-ED4C-47A9-994A-97BA66AC6D5D},
-82.863558000132656,31.512454000211672,301,6345050,634,Coffee County,5050,Westside Elementary School,E,PK-05,311 Westside Dr,Douglas,GA,31533-3531,912.384.5506,148,37.13,8,5.4,79,37.31,6,7.6,69,36.92,2,2.9,{D456C6D6-5B2A-4EB3-89D7-2A05634146E0},
-82.840076999700571,31.514795999960715,302,6340282,634,Coffee County,0282,Eastside Elementary School,E,PK-05,603 McDonald Ave N,Douglas,GA,31533-0537,912.384.3187,195,40.97,106,54.4,109,41.88,69,63.3,86,39.82,37,43,{D9401305-C2E9-4DF8-B49C-34ACBC4B55FB},
-82.885477000057932,31.623008000493797,303,6340191,634,Coffee County,0191,Broxton-Mary Hayes Elementary,E,PK-06,102 Little Ave W,Broxton,GA,31519-6012,912.359.2391,178,42.37,71,39.9,99,43.58,42,42.4,79,40.86,29,36.7,{FA73DAA0-DA88-459D-B932-5EB2EEF60602},
-83.213832999398818,32.210046000361231,304,6450291,645,Dodge County,0291,North Dodge Elementary School,E,PK-05,167 Orphans Cemetery Rd,Eastman,GA,31023-3631,478.374.6690,243,37.4,14,5.8,119,38.04,13,10.9,124,36.78,1,0.8,{B1B42D90-6873-4EC5-BA11-32646195ED42},
-83.160295000187531,32.170430999847959,305,6450191,645,Dodge County,0191,South Dodge Elementary School,E,PK-05,1118 McRae Hwy,Eastman,GA,31023-7140,478.374.6691,207,42.06,118,57,112,42.88,71,63.4,95,41.1,47,49.5,{C973DAE3-1BC3-47F9-9DE0-E8E28766BE04},
-83.342087999971497,32.392870000107749,306,6121050,612,Bleckley County,1050,Bleckley County Primary School,E,PK-02,259 E Peter St,Cochran,GA,31014-6644,478.934.2280,,,,,,,,,,,,,{3129BDCB-F458-4BAE-9A85-264B7D1CA290},
-83.329589999917758,32.404672999754645,307,6120197,612,Bleckley County,0197,Bleckley County Elementary School,E,03-05,470 Ga Highway 26 E,Cochran,GA,31014-2837,478.934.3600,318,43.73,184,57.9,156,46.4,110,70.5,162,41.16,74,45.7,{50C62AEE-332C-4B44-9348-79EBBEB0220A},
-82.862654000837509,32.04826000013199,308,7340104,734,Telfair County,0104,Telfair County Elementary,E,PK-05,532 E Oak St,Mc Rae Helena,GA,31055-4347,229.868.7483,240,41.71,125,52.1,125,43.29,77,61.6,115,39.99,48,41.7,{140DD5D7-3B9B-4A6F-A7BF-14F74A7B948C},
-82.971193999598796,32.402333000141653,309,6870101,687,Laurens County,0101,Southwest Laurens Elementary,E,PK-05,1799 Ga Highway 117,Rentz,GA,31075-3437,478.984.4276,299,40.57,126,42.1,155,41.04,72,46.5,144,40.06,54,37.5,{3460E84E-37B3-4AA6-8DFB-F2E433A42CCF},
-83.773437999937386,32.618944000064083,310,7110110,711,Peach County,0110,Kay Road Elementary,E,PK-05,800 Kay Rd,Byron,GA,31008,478.825.8893,173,40.47,75,43.4,87,41.62,51,58.6,86,39.31,24,27.9,{44DC51E1-A4BD-4366-B671-FD24ECC73069},
-83.757638000398629,32.751026000075107,311,6110103,611,Bibb County,0103,Skyview Elementary School,E,PK-05,5700 Fulton Mill Rd,Lizella,GA,31052-5112,478.779.3956,149,43.58,105,70.5,83,43.81,57,68.7,66,43.29,48,72.7,{5EBD7019-B41C-4E9E-916F-8825709542A5},
-83.694915999826819,32.575306999626044,312,6760208,676,Houston County,0208,Lake Joy Elementary School,E,03-05,985 Lake Joy Rd,Warner Robins,GA,31088-3003,478.971.2712,421,40.95,199,47.3,224,41.96,128,57.1,197,39.81,71,36,{08215560-660F-44CF-B76E-0596B2721177},
-83.695388000076903,32.577526000296039,313,6760103,676,Houston County,0103,Lake Joy Primary School,E,PK-02,995 Lake Joy Rd,Warner Robins,GA,31088-3003,478.953.0465,,,,,,,,,,,,,{3CE0928C-028D-43DF-AAAC-383EA811F753},
-83.709065000376384,32.629912000612897,314,6760100,676,Houston County,0100,Eagle Springs Elementary,E,PK-05,3591 US Highway 41 N,Byron,GA,31008-3709,478.953.0450,242,41.74,142,58.7,129,42.59,88,68.2,113,40.77,54,47.8,{A9DD1520-0AC8-471E-A1B9-238AE8F9713D},
-83.674147000287391,32.547998999396874,315,6760104,676,Houston County,0104,David A. Perdue Primary,E,PK-02,150 Bear Country Blvd,Warner Robins,GA,31088-0738,478.218.7500,,,,,,,,,,,,,{2F3D4B32-6A3C-41E3-9F0B-CBEE9D06FBCA},
-83.670827999768235,32.549428999719581,316,6760194,676,Houston County,0194,Perdue Elementary School,E,03-05,115 Sutherlin Dr,Warner Robins,GA,31088-2259,478.988.6350,429,45.03,381,88.8,224,46.26,204,91.1,205,43.69,177,86.3,{41A3A70D-6B44-4338-9FAF-FC046154FC33},
