X,Y,Name,Type,Location,ESRI_OID
-84.226869836407289,34.09338857980562,"BEAL, SHAVON",INTERIOR DESIGN SERVICES,1130 ADMIRAL CROSSING,366
-84.28185564922272,34.084932822445353,NORTH FULTON SAFETY SOLUTIONS,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,1130 ARBORHILL LANE,367
-84.278142335414245,34.070906285956383,THE EL FELIX,FULL-SERVICE RESTAURANTS,1130 AVALON BOULEVARD,792
-84.29627672319431,34.079638837825009,ORGANIC SUGARING & WAXING LLC,OTHER PERSONAL CARE SERVICES,1130 POWERS PLACE,793
-84.327623821166085,34.068843690519337,NATURAL MEDICAL SOLUTIONS WELLNESS CTR,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,1130 UPPER HEMBREE ROAD,368
-84.275670519254717,34.050209971896543,SUPERIOR LAND DESIGNS,ENGINEERING SERVICES,11300 ATLANTIS PLACE D-3,369
-84.27567493438336,34.050300617118097,JACOB ALLEN COOK,MARKETING CONSULTING SERVICES,11300 ATLANTIS PLACE E-3,370
-84.275690817353308,34.050394831574465,LANDMARK COMMUNICATIONS INC.,ADVERTISING AGENCIES,11300 ATLANTIS PLACE F-3,371
-84.300940962177862,34.056447194721223,AN ORGANIZING ANGEL,PROFESSIONAL ORGANIZATIONS,11317 MUSETTE CIRCLE,794
-84.300948963476003,34.056052440220483,1218 KITCHEN GROUP,OFFICE ADMINISTRATIVE SERVICES,11337 MUSETTE CIRCLE,795
-84.229580362873051,34.082076018778388,POLYCON,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,1135 LAKE SHORE OVERLOOK,796
-84.271679909381689,34.046594513197341,ARUBACOM NETWORKS,MARKETING CONSULTING SERVICES,1135 SEALE DRIVE,372
-84.232090863309679,34.057749717083098,SHELL FOOD MART & EMISSIONS,GASOLINE STATIONS WITH CONVENIENCE STORES,11370 STATE BRIDGE ROAD,373
-84.236987655152234,34.057309126904755,ADMINISTRATIVE SOLUTIONS,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,11373 SOUTHBRIDGE PARKWAY,797
-84.304836349052252,34.056223603084575,THE YARD POST,LANDSCAPING SERVICES,11375 NORTH FULTON INDUSTRIAL BOULEVARD,798
-84.236708564392544,34.057452187393928,SUNSHINE STEM ACADEMY MICRO SCHOOL,ELEMENTARY AND SECONDARY SCHOOLS,11375 SOUTHBRIDGE PARKWAY,799
-84.236708564392544,34.057452187393928,ALVEO L  ACADEMY,EXAM PREPARATION AND TUTORING,11375 SOUTHBRIDGE PARKWAY,800
-84.231611909469976,34.057312805092408,GEORGIA CLINIC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),11378 STATE BRIDGE ROAD,374
-84.2372929408196,34.058211355481369,"PEACHTREE HOME LOANS, LLC",MORTGAGE AND NONMORTGAGE LOAN BROKERS,11380 SOUTHBRIDGE PARKWAY,801
-84.2372929408196,34.058211355481369,THE BEST DRESSED CHILD,CHILDREN'S AND INFANTS' CLOTHING STORES,11380 SOUTHBRIDGE PARKWAY,802
-84.2372929408196,34.058211355481369,WOOYOUNG IND. AMERICA CORPORATION,ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,11380 SOUTHBRIDGE PARKWAY,803
-84.2372929408196,34.058211355481369,DEEP ESSENCE LLC,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),11380 SOUTHBRIDGE PARKWAY,804
-84.2372929408196,34.058211355481369,SPARITY INC.,PROFESSIONAL EMPLOYER ORGANIZATIONS,11380 SOUTHBRIDGE PARKWAY,805
-84.2372929408196,34.058211355481369,VERTICAL CAPITAL ADVISORS LLC,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,11380 SOUTHBRIDGE PARKWAY,806
-84.304243454606208,34.05677685367187,READY MIX USA LLC,READY-MIX CONCRETE MANUFACTURING,11395 NORTH FULTON INDUSTRIAL BOULEVARD,807
-84.227036328760406,34.093136257115027,WE WORLD INC.,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,1140 ADMIRAL CROSSING,808
-84.275639015153715,34.04984086386316,TOPAZERY LLC,OTHER DIRECT SELLING ESTABLISHMENTS,11400 ATLANTIS PLACE 100,809
-84.275639015153715,34.04984086386316,"RANDY M. WELLS & ASSOCIATES, LLC",OFFICES OF LAWYERS,11400 ATLANTIS PLACE 100,810
-84.275639015153715,34.04984086386316,THE UPPER RANCH COMPANY LLC,HUMAN RESOURCES CONSULTING SERVICES,11400 ATLANTIS PLACE 100,811
-84.275688497308863,34.049701838943179,WATERSHED GEOSYNTHETICS,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),11400 ATLANTIS PLACE A-4,375
-84.275688497308863,34.049701838943179,"11400 ATLANTIS PLACE, LLC",LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),11400 ATLANTIS PLACE A-4,376
-84.286589333003548,34.057899526854783,RISING ROLL RESTAURANT,LIMITED-SERVICE RESTAURANTS,11417 HAYNES BRIDGE ROAD,812
-84.288781571670526,34.061264354213002,BP FOOD MART,GASOLINE STATIONS WITH CONVENIENCE STORES,11425 HAYNES BRIDGE ROAD,813
-84.288781571670526,34.061264354213002,TAQUERIA CUERNAVACA,LIMITED-SERVICE RESTAURANTS,11425 HAYNES BRIDGE ROAD,814
-84.305330585690342,34.058390384386804,K & R LAND,LANDSCAPE ARCHITECTURAL SERVICES,11435 NORTH FULTON INDUSTRIAL BOULEVARD,815
-84.305330585690342,34.058390384386804,OUTSIDE LANDSCAPE GROUP,LANDSCAPING SERVICES,11435 NORTH FULTON INDUSTRIAL BOULEVARD,816
-84.305330585690342,34.058390384386804,TURNKEY CRAFTS INC.,LANDSCAPING SERVICES,11435 NORTH FULTON INDUSTRIAL BOULEVARD,817
-84.305046543712891,34.058771732940222,CROSSFIT PASSION LLC,FITNESS AND RECREATIONAL SPORTS CENTERS,11445 NORTH FULTON INDUSTRIAL BOULEVARD,377
-84.328384213084973,34.039113653368474,PILLARS BUILDERS LLC,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,1145 OLD ROSWELL ROAD,818
-84.315065196091354,34.046629542362794,AVAYA,TELEPHONE APPARATUS MANUFACTURING,1145 SANCTUARY PARKWAY,823
-84.315065196091354,34.046629542362794,THE NIELSEN COMPANY USA,MARKETING RESEARCH AND PUBLIC OPINION POLLING,1145 SANCTUARY PARKWAY,819
-84.315065196091354,34.046629542362794,NIELSEN BUSINESS MEDIA,CONVENTION AND TRADE SHOW ORGANIZERS,1145 SANCTUARY PARKWAY,820
-84.315065196091354,34.046629542362794,WENDY'S INTERNATIONAL,LIMITED-SERVICE RESTAURANTS,1145 SANCTUARY PARKWAY,821
-84.315065196091354,34.046629542362794,THYME CAFE,LIMITED-SERVICE RESTAURANTS,1145 SANCTUARY PARKWAY,822
-84.315385680157164,34.046352434536985,"TEKSYSTEMS, INC",TEMPORARY HELP SERVICES,1145 SANCTUARY PARKWAY 250,378
-84.30305920262586,34.058226969567841,JENSEN MOTORS INC.,USED CAR DEALERS,11450 MAXWELL ROAD,824
-84.30305920262586,34.058226969567841,TIRE AND BRAKE DEALS LLC,GENERAL AUTOMOTIVE REPAIR,11450 MAXWELL ROAD,825
-84.271165485062895,34.065660256107719,PETERSON CONTRACTORS INC.,ALL OTHER SPECIALTY TRADE CONTRACTORS,11450 MORRIS ROAD,379
-84.271165485062895,34.065660256107719,INSPIRED LIVING AT ALPHARETTA,CONTINUING CARE RETIREMENT COMMUNITIES,11450 MORRIS ROAD,380
-84.271165485062895,34.065660256107719,PS SALON & SPA,BEAUTY SALONS,11450 MORRIS ROAD,381
-84.306199650611248,34.058535476516212,EXPRESS AUTO BODY SERVICE,AUTOMOTIVE EXHAUST SYSTEM REPAIR,11450 NORTH FULTON INDUSTRIAL BOULEVARD,382
-84.306146904625948,34.058815880010684,NORTH FULTON MOTORS INC,USED CAR DEALERS,11452 NORTH FULTON INDUSTRIAL BOULEVARD,383
-84.306146904625948,34.058815880010684,"ZONE 5 MOTORS, LLC",USED CAR DEALERS,11452 NORTH FULTON INDUSTRIAL BOULEVARD,384
-84.306146904625948,34.058815880010684,METRO COMMUTER KIDS LLC,TAXI SERVICE,11452 NORTH FULTON INDUSTRIAL BOULEVARD,385
-84.306146904625948,34.058815880010684,D&M AUTOMOTIVE,GENERAL AUTOMOTIVE REPAIR,11452 NORTH FULTON INDUSTRIAL BOULEVARD,386
-84.306146904625948,34.058815880010684,JOHN'S SPECIALTY REPAIR,GENERAL AUTOMOTIVE REPAIR,11452 NORTH FULTON INDUSTRIAL BOULEVARD,387
-84.301859081786461,34.057850247578934,PUBLIC STORAGE #28153,LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,11455 MAXWELL ROAD,388
-84.302950675553404,34.058903044738493,STAGE FRONT,OTHER LIGHTING EQUIPMENT MANUFACTURING,11460 MAXWELL ROAD,826
-84.302950675553404,34.058903044738493,ATLANTA ON WHEELS LLC,USED CAR DEALERS,11460 MAXWELL ROAD,827
-84.302950675553404,34.058903044738493,METROPOLITAN BALLET THEATER,DANCE COMPANIES,11460 MAXWELL ROAD,828
-84.302950675553404,34.058903044738493,FINNEYS CLASSIC AUTOMOTIVE REPAIR,GENERAL AUTOMOTIVE REPAIR,11460 MAXWELL ROAD,829
-84.306188238320416,34.05675574133204,NORTH FULTON METALS LLC,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,11460 NORTH FULTON INDUSTRIAL BOULEVARD,896
-84.302817917663262,34.059576303800597,ABSOLUTE AUTO SERVICE,GENERAL AUTOMOTIVE REPAIR,11470 MAXWELL ROAD,897
-84.302817917663262,34.059576303800597,AUTO CORRECT LLC,GENERAL AUTOMOTIVE REPAIR,11470 MAXWELL ROAD,898
-84.306274452168495,34.0577597788864,THOMAS CONCRETE OF GA,READY-MIX CONCRETE MANUFACTURING,11470 NORTH FULTON INDUSTRIAL BOULEVARD,389
-84.303261948637086,34.059617371867624,HUMMINGBIRD DREAM HOMES INC.,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT OPERATIVE BUILDERS),11472 MAXWELL ROAD,899
-84.303261948637086,34.059617371867624,THE REAL LAWNMOWER MAN,HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,11472 MAXWELL ROAD,900
-84.303261948637086,34.059617371867624,CAPITAL GUARD SECURITY LLC,SECURITY GUARDS AND PATROL SERVICES,11472 MAXWELL ROAD,901
-84.269791522605431,34.058494119922621,HANA CAFE,LIMITED-SERVICE RESTAURANTS,11475 GREAT OAKS WAY,390
-84.269791522605431,34.058494119922621,CONTROL SCAN,OTHER COMPUTER RELATED SERVICES,11475 GREAT OAKS WAY,391
-84.269736043172188,34.058340821102483,MERIWETHER & THARP,OFFICES OF LAWYERS,11475 GREAT OAKS WAY 125,902
-84.269596676960191,34.057980321718262,COMENTEC LLC,COMPUTER SYSTEMS DESIGN SERVICES,11475 GREAT OAKS WAY 312,903
-84.269564759754147,34.058133022101082,EASY SOLUTIONS INC.,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",11475 GREAT OAKS WAY 315,392
-84.269440847034531,34.058054880223402,"BAY EQUITY, LLC",MORTGAGE AND NONMORTGAGE LOAN BROKERS,11475 GREAT OAKS WAY 350,393
-84.289346628845252,34.061592126107698,COOK OUT-ALPHARETTA INC.,LIMITED-SERVICE RESTAURANTS,11475 HAYNES BRIDGE ROAD,904
-84.302991821932793,34.060007243824124,MOSS AUTOMOTIVE REPAIR INC.,GENERAL AUTOMOTIVE REPAIR,11490 MAXWELL ROAD,905
-84.304940097299465,34.059079408806831,GRAYDAZE CONTRACTING,PAINTING AND WALL COVERING CONTRACTORS,11495 NORTH FULTON INDUSTRIAL BOULEVARD,906
-84.230443738469418,34.084466746754337,PJB DESIGN LLC,INTERIOR DESIGN SERVICES,115 HARBOUR RIDGE RUN,907
-84.346299975037653,34.083556830487609,IDEA QUOTIENT,ENGINEERING SERVICES,115 HEDGE LAWN TRAIL,394
-84.335946579027222,34.0742885086322,JSL LECROY LLC,ELECTRONIC SHOPPING,115 NORTH BLUFF,395
-84.28099437048914,34.08147248975132,SUPERNAL LLC,OFFICE ADMINISTRATIVE SERVICES,115 STERLING COURT,908
-84.309406104992746,34.048991170219104,"TRANSPORT 4, LLC",ALL OTHER INFORMATION SERVICES,1150 SANCTUARY PARKWAY,396
-84.309406104992746,34.048991170219104,RPO PROPERTY MANAGEMENT LLC,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),1150 SANCTUARY PARKWAY,397
-84.309514038519339,34.048932398507667,"BERKSHIRE PROPERTY ADVISORS, LLC",OTHER ACTIVITIES RELATED TO REAL ESTATE,1150 SANCTUARY PARKWAY 150,909
-84.326781676649077,34.068725363247097,ROBERT MARGOLIS PHD PC,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),1150 UPPER HEMBREE ROAD,398
-84.305874334489388,34.059236821635174,DNA SELF STORAGE,LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,11500 NORTH FULTON INDUSTRIAL BOULEVARD,910
-84.305874334489388,34.059236821635174,DNA SELF STORAGE,LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,11500 NORTH FULTON INDUSTRIAL BOULEVARD,911
-84.305874334489388,34.059236821635174,CHIPPER TREE SERVICE,LANDSCAPING SERVICES,11500 NORTH FULTON INDUSTRIAL BOULEVARD,912
-84.224736940377042,34.061604608325801,STEELE DERMATOLOGY,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),11500 WEBB BRIDGE WAY,913
-84.224401404363476,34.061642482640117,BUBBLY BOBA,LIMITED-SERVICE RESTAURANTS,11500 WEBB BRIDGE WAY 1,431
-84.224401404363476,34.061642482640117,EUROPEAN FASHION CLEANERS,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),11500 WEBB BRIDGE WAY 1,432
-84.224487546421514,34.061645147886544,YOUNG K. CHANG,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,11500 WEBB BRIDGE WAY 2,914
-84.224487546421514,34.061645147886544,TONI & GUY,BEAUTY SALONS,11500 WEBB BRIDGE WAY 2,915
-84.224736976709977,34.061657877372625,EXTRAORDINARY LIFE CHIROPRACTIC LLC,OFFICES OF CHIROPRACTORS,11500 WEBB BRIDGE WAY 5,916
-84.224809362328713,34.061659875387441,PIANOALPHARETTA LLC,FINE ARTS SCHOOLS,11500 WEBB BRIDGE WAY 6,433
-84.304945461529442,34.059433483813152,NORTH POINT AUTO REPAIR,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",11505 NORTH FULTON INDUSTRIAL BOULEVARD,434
-84.306053790530257,34.059520371762886,PERFORMANCE AUTO COLLISION CENTER INC.,GENERAL AUTOMOTIVE REPAIR,11510 NORTH FULTON INDUSTRIAL BOULEVARD,917
-84.306094139394745,34.059954015728046,SPEED AND STRENGTH SHOP LLC,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",11520 NORTH FULTON INDUSTRIAL BOULEVARD,918
-84.289578931674697,34.062076239870919,BHHS GEORGIA PROPERTIES,OFFICES OF REAL ESTATE AGENTS AND BROKERS,11525 HAYNES BRIDGE ROAD,919
-84.289728937531294,34.061921055833523,GROUCHY'S NY DELI,LIMITED-SERVICE RESTAURANTS,11525 HAYNES BRIDGE ROAD 100,920
-84.289589749019584,34.062006694952871,COMPLETE FAMILY HEALTH CARE,OFFICES OF CHIROPRACTORS,11525 HAYNES BRIDGE ROAD 120,921
-84.289589749019584,34.062006694952871,MASSAGE ADVANTAGE OF ALPHARETTA,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,11525 HAYNES BRIDGE ROAD 120,922
-84.289543755800693,34.06203250088987,THAI THAI TAKE OUT & DELIVERY INC,FULL-SERVICE RESTAURANTS,11525 HAYNES BRIDGE ROAD 150,435
-84.289464197575114,34.062079121596213,"MCMANAMY, MCLEOD, HELLER, LLC",OFFICES OF LAWYERS,11525 HAYNES BRIDGE ROAD 250,923
-84.238828700745714,34.06115161483514,KALOS FINANCIAL,INSURANCE AGENCIES AND BROKERAGES,11525 PARK WOODS CIRCLE,436
-84.238828700745714,34.06115161483514,D & C REAL ESTATE LLC,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),11525 PARK WOODS CIRCLE,437
-84.238828700745714,34.06115161483514,WILDERMUTH SECURITIES LLC,SECURITIES BROKERAGE,11525 PARK WOODS CIRCLE,438
-84.238828700745714,34.06115161483514,WILDERMUTH ASSET MANAGEMENT LLC,PORTFOLIO MANAGEMENT,11525 PARK WOODS CIRCLE,439
-84.238828700745714,34.06115161483514,WILDERMUTH ADVISORY LLC,PORTFOLIO MANAGEMENT,11525 PARK WOODS CIRCLE,440
-84.238607926564143,34.061705314391659,"HOME LENDERS OF GEORGIA, LLC",MORTGAGE AND NONMORTGAGE LOAN BROKERS,11535 PARK WOODS CIRCLE A,441
-84.238695896552883,34.061705262871769,REMOTES2003 INC.,ELECTRONIC SHOPPING,11535 PARK WOODS CIRCLE B,442
-84.23878546660633,34.061705210350105,SWARANG PROPERTIES,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),11535 PARK WOODS CIRCLE C,443
-84.23896541081379,34.061705431021636,MYGENOMICS LLC,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,11535 PARK WOODS CIRCLE E,924
-84.238225021775833,34.061861967639992,"YONGMAN ZHANG LAW FIRM, PC",OFFICES OF LAWYERS,11539 PARK WOODS CIRCLE 101,925
-84.238133380243013,34.061862020957818,"JEEPBACKBONE.COM, LLC",HARDWARE MANUFACTURING,11539 PARK WOODS CIRCLE 102,444
-84.238133380243013,34.061862020957818,ENNOVA LEARNING SOLUTIONS LLC,EDUCATIONAL SUPPORT SERVICES,11539 PARK WOODS CIRCLE 102,445
-84.238225021775833,34.061861967639992,SPECTRA INFO SYSTEMS INC.,CUSTOM COMPUTER PROGRAMMING SERVICES,11539 PARK WOODS CIRCLE 105,926
-84.237951797600971,34.061864245191174,FEHM,BEAUTY SALONS,11539 PARK WOODS CIRCLE 108,927
-84.237797356832843,34.061855155348738,MILLETECH SYSTEMS,CUSTOM COMPUTER PROGRAMMING SERVICES,11539 PARK WOODS CIRCLE 201,999
-84.237694684912881,34.061855213820678,FRINGE SALON,BEAUTY SALONS,11539 PARK WOODS CIRCLE 202,446
-84.237544500000865,34.061862362844785,VERITEXT CORP.,ALL OTHER LEGAL SERVICES,11539 PARK WOODS CIRCLE 301,447
-84.23745455720794,34.061863827503345,CONFLUX SYSTEMS INC.,CUSTOM COMPUTER PROGRAMMING SERVICES,11539 PARK WOODS CIRCLE 302,448
-84.237276367509978,34.061866048784843,SPARKS LAW LLC,OFFICES OF LAWYERS,11539 PARK WOODS CIRCLE 304,1000
-84.23725501619613,34.061698690249649,DISCOVERY ANALYTICS INC.,SOFTWARE PUBLISHERS,11539 PARK WOODS CIRCLE 401,1001
-84.237260892803832,34.061622416783997,ARCEAN INC.,SOFTWARE PUBLISHERS,11539 PARK WOODS CIRCLE 402,1002
-84.237258180711379,34.061421857382314,TOTS,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",11539 PARK WOODS CIRCLE 502,449
-84.237834579526051,34.061489331655949,ALLSTATE INSURANCE,INSURANCE AGENCIES AND BROKERAGES,11539 PARK WOODS CIRCLE 601,450
-84.237723224258545,34.061489502470664,HOLISTIC HEALTH CENTER PC,OFFICES OF CHIROPRACTORS,11539 PARK WOODS CIRCLE 602,1003
-84.237632815564453,34.061489102092914,YOUNG MINDS PSYCHIATRY LLC,OTHER INDIVIDUAL AND FAMILY SERVICES,11539 PARK WOODS CIRCLE 603,451
-84.2381063313276,34.061288197405204,ANOMACH,INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,11539 PARK WOODS CIRCLE 701,452
-84.2381063313276,34.061288197405204,MISSISYTEMS,INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,11539 PARK WOODS CIRCLE 701,453
-84.238196739809197,34.061288596533331,MSYS TECHNOLOGIES LLC,COMPUTER FACILITIES MANAGEMENT SERVICES,11539 PARK WOODS CIRCLE 702,454
-84.23828590651911,34.061288648296156,POWERMIND SOLUTIONS INC.,CUSTOM COMPUTER PROGRAMMING SERVICES,11539 PARK WOODS CIRCLE 703,1004
-84.23828590651911,34.061288648296156,ISG RESOURCES,EXECUTIVE SEARCH SERVICES,11539 PARK WOODS CIRCLE 703,1005
-84.273124626841948,34.058939047977184,LEXUS,AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,11540 GREAT OAKS WAY,455
-84.303053967999418,34.060522854467621,BUILDING RESTORATION PRODUCTS,OTHER BUILDING MATERIAL DEALERS,11540 MAXWELL ROAD,456
-84.238739663752483,34.062269531082279,THE PING MORTGAGE COMPANY,MORTGAGE AND NONMORTGAGE LOAN BROKERS,11545 PARK WOODS CIRCLE A,457
-84.238686098045434,34.062210001075144,FORCEBRAIN.COM INC.,CUSTOM COMPUTER PROGRAMMING SERVICES,11545 PARK WOODS CIRCLE B,458
-84.23863581281897,34.062154423594528,LAW OFFICES OF ALEXANDER HAIT,OFFICES OF LAWYERS,11545 PARK WOODS CIRCLE C,459
-84.238579642691121,34.062097163521116,GOKARE LAW FIRM,OFFICES OF LAWYERS,11545 PARK WOODS CIRCLE D,460
-84.225301664793335,34.062009456305873,CONFIDENT LLC,OFFICES OF DENTISTS,11550 WEBB BRIDGE WAY 1,461
-84.225336425523665,34.062136891638247,DROPKICK FITNESS LLC,FITNESS AND RECREATIONAL SPORTS CENTERS,11550 WEBB BRIDGE WAY 2,1006
-84.225483808289979,34.062170486502865,LIVE & LEMITLESS SOUL ASIAN KITCHEN,FULL-SERVICE RESTAURANTS,11550 WEBB BRIDGE WAY 3,1007
-84.22557049237021,34.062172849591896,NATURAL GIRLS ROCK INC,ELECTRONIC SHOPPING,11550 WEBB BRIDGE WAY 4,462
-84.22566584582259,34.062177613960415,I CLEAR ORTHODONTICS,OFFICES OF DENTISTS,11550 WEBB BRIDGE WAY 5,463
-84.225827657664738,34.062184749983444,"PEACHTREE ENRICHMENT, LLC",EDUCATIONAL SUPPORT SERVICES,11550 WEBB BRIDGE WAY 7,464
-84.288152051169661,34.061640492140654,VILLAGE TAVERN #6,FULL-SERVICE RESTAURANTS,11556 RAINWATER DRIVE,465
-84.274313270549129,34.059166708547941,"NOTORA, LLC",ENGINEERING SERVICES,11560 GREAT OAKS WAY 100,466
-84.27470474892236,34.05936438439754,STAR & SHIELD SERVICES LLC,INSURANCE AGENCIES AND BROKERAGES,11560 GREAT OAKS WAY 200,467
-84.27470474892236,34.05936438439754,STAR & SHIELD CLAIMS SERVICES LLC,CLAIMS ADJUSTING,11560 GREAT OAKS WAY 200,468
-84.27477804223355,34.059711621907717,XCENTRIC,COMPUTER SYSTEMS DESIGN SERVICES,11560 GREAT OAKS WAY 400,1008
-84.274825607261448,34.059926276477725,SHAW ALLOY PIPING PRODUCTS LLC,METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS,11560 GREAT OAKS WAY 500,469
-84.270130224289275,34.060245073044833,ROCKWELL AUTOMATION INC.,INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,11575 GREAT OAKS WAY,1009
-84.270130224289275,34.060245073044833,"CTS SYSTEMS, INC.","DATA PROCESSING, HOSTING, AND RELATED SERVICES",11575 GREAT OAKS WAY,1010
-84.270130224289275,34.060245073044833,ONETECHNOLOGY,CUSTOM COMPUTER PROGRAMMING SERVICES,11575 GREAT OAKS WAY,1011
-84.270130224289275,34.060245073044833,"MARTIN RETAIL GROUP, LLC",ADVERTISING AGENCIES,11575 GREAT OAKS WAY,1012
-84.290357468052022,34.062627394897021,DELTA COMMUNITY CREDIT UNION,CREDIT UNIONS,11575 HAYNES BRIDGE ROAD,470
-84.294856347408597,34.078681504267756,BEAU VINCI VIOLINS,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,116 NORTH MAIN STREET,1013
-84.275594759796476,34.049011431951435,"JOHN ATTOKAREN, MD",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),11600 ATLANTIS PLACE B-6,471
-84.275496639072841,34.048927070996641,"ATLANTACODE, INC.",CUSTOM COMPUTER PROGRAMMING SERVICES,11600 ATLANTIS PLACE D-6,1014
-84.275496639072841,34.048927070996641,"CSS TEC, INC.",CUSTOM COMPUTER PROGRAMMING SERVICES,11600 ATLANTIS PLACE D-6,1015
-84.275496639072841,34.048927070996641,CONCEPT SOFTWARE & SERVICES,CUSTOM COMPUTER PROGRAMMING SERVICES,11600 ATLANTIS PLACE D-6,1016
-84.27552438906099,34.049113117881035,HISGRIP HOME CARE,HOME HEALTH CARE SERVICES,11600 ATLANTIS PLACE F-6,472
-84.28978837985332,34.063055448286093,THYSSENKRUPP ELEVATOR,OTHER BUILDING EQUIPMENT CONTRACTORS,11605 HAYNES BRIDGE ROAD,473
-84.28978837985332,34.063055448286093,IPC SYSTEMS,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,11605 HAYNES BRIDGE ROAD,474
-84.289677876937361,34.062986279092804,GREATER NORTH FULTON CHAMBER OF COMMERCE,BUSINESS ASSOCIATIONS,11605 HAYNES BRIDGE ROAD 100,1017
-84.289918827509055,34.063032778159027,SONGY HIGHROADS LLC,OFFICES OF REAL ESTATE AGENTS AND BROKERS,11605 HAYNES BRIDGE ROAD 125,1018
-84.289843530393043,34.063167741044587,INTEGRA CONNECT LLC,CUSTOM COMPUTER PROGRAMMING SERVICES,11605 HAYNES BRIDGE ROAD 150,475
-84.28978837985332,34.063055448286093,"DEPOSCO, INC.",CUSTOM COMPUTER PROGRAMMING SERVICES,11605 HAYNES BRIDGE ROAD 200,476
-84.28978837985332,34.063055448286093,SPH ANALYTICS,CUSTOM COMPUTER PROGRAMMING SERVICES,11605 HAYNES BRIDGE ROAD 400,477
-84.28978837985332,34.063055448286093,CMA CGM (AMERICA) LLC,DEEP SEA FREIGHT TRANSPORTATION,11605 HAYNES BRIDGE ROAD 450,1019
-84.28978837985332,34.063055448286093,CENTRAL MUTUAL INSURANCE CO.,DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,11605 HAYNES BRIDGE ROAD 500,478
-84.29007294648639,34.063082926230798,NCC GROUP ESCROW ASSOCIATES LLC,CUSTOM COMPUTER PROGRAMMING SERVICES,11605 HAYNES BRIDGE ROAD 550,1020
-84.289474072753364,34.063045395094974,GOLDMAN SACHS & CO. LLC,COMMERCIAL BANKING,11605 HAYNES BRIDGE ROAD 695,1021
-84.288571112536346,34.063534702362446,"ARIBA, INC.",OTHER COMPUTER RELATED SERVICES,11625 RAINWATER DRIVE,1022
-84.288571112536346,34.063534702362446,JASPER TECHNOLOGIES LLC,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",11625 RAINWATER DRIVE 200,1023
-84.288571112536346,34.063534702362446,"ACTIMIZE, INC.",COMPUTER SYSTEMS DESIGN SERVICES,11625 RAINWATER DRIVE 600,1024
-84.288798304902556,34.063674366356686,"LISTEN360, INC.",SOFTWARE PUBLISHERS,11625 RAINWATER DRIVE 645,479
