X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Tot_EnrollmentA_FallSchYr_2011,Pct_Absent_0_5_days_2011,Pct_Absent_6_15_days_2011,Pct_Absent_16_or_more_days_2011,Tot_EnrollmentA_FallSchYr_2012,Pct_Absent_0_5_days_2012,Pct_Absent_6_15_days_2012,Pct_Absent_16_or_more_days_2012,Tot_EnrollmentA_FallSchYr_2013,Pct_Absent_0_5_days_2013,Pct_Absent_6_15_days_2013,Pct_Absent_16_or_more_days_2013,Tot_EnrollmentA_FallSchYr_2014,Pct_Absent_0_5_days_2014,Pct_Absent_6_15_days_2014,Pct_Absent_16_or_more_days_2014,Tot_EnrollmentA_FallSchYr_2015,Pct_Absent_0_5_days_2015,Pct_Absent_6_15_days_2015,Pct_Absent_16_or_more_days_2015,Tot_EnrollmentA_FallSchYr_2016,Pct_Absent_0_5_days_2016,Pct_Absent_6_15_days_2016,Pct_Absent_16_or_more_days_2016,GlobalID,last_edited_date
-83.68806700016944,32.781370000034435,335,6111307,611,Bibb County,1307,Southfield Elementary School,E,PK-05,4375 Bloomfield Drive Ext,Macon,GA,31206-3983,478.779.4800,,,,,,,,,,,,,,,,,,,,,750,54,35.6,10.4,{3FBBB34A-1D41-48CE-8A72-B4424148EDBA},
-83.678934000124542,32.821318999840265,336,6112060,611,Bibb County,2060,Hartley Elementary School,E,PK-05,2230 Anthony Rd,Macon,GA,31204-5824,478.779.2500,355,51.9,36.8,11.3,349,60.4,31,8.7,375,59.2,32.9,7.9,437,49.6,36.5,13.9,405,46,40.8,13.3,404,50.3,36.5,13.3,{359EE93E-2E55-461E-861D-7DD7CFDC6E0A},
-83.662238999525243,32.824876999809902,337,7830611,7830611,Commission Charter Schools- Cirrus Charter Academy,0611,Cirrus Charter Academy,E,KK-08,1870 Pio Nono Ave,Macon,GA,31204-6143,478.250.1376,,,,,,,,,,,,,,,,,,,,,,,,,{C5E80CEF-D25E-4EE1-B12F-0812EA5E237A},
-83.661495000315171,32.825009999472449,338,6113067,611,Bibb County,3067,Ingram/Pye Elementary School,E,PK-05,1870 Pio Nono Ave,Macon,GA,31204-6143,478.779.3000,583,56.9,34.5,8.6,557,60.1,31.5,8.4,608,47.6,42.1,10.3,637,49.2,38.6,12.1,600,52.1,36.4,11.4,596,46.2,42.2,11.5,{97E443F3-007F-4A39-868E-B4BCA87CECFF},
-83.651293000532434,32.79856100027876,339,6110109,611,Bibb County,0109,Bruce Elementary School,E,PK-05,3660 Houston Ave,Macon,GA,31206-2414,478.779.4558,449,59.1,33.4,7.4,437,60.9,30.6,8.4,470,59.8,30.3,10,483,53,34.7,12.3,476,55.2,34.9,9.9,442,60.3,30.3,9.3,{E604111A-E8F8-4C0D-97CB-C1301F924AAB},
-83.644955999950298,32.832826000307278,340,6111050,611,Bibb County,1050,Alexander II Magnet School,E,PK-05,1156 College St,Macon,GA,31201-1701,478.779.2679,546,63.4,32.3,4.3,552,70.3,26,3.7,536,63.9,32,4.1,586,72,24.4,3.7,526,62.8,33.7,3.5,502,72.6,24.7,2.7,{270B70A9-9C83-42A2-9AE5-5F76781ED77F},
-83.685337999444201,32.851934999944007,341,6111005,611,Bibb County,1005,Brookdale Elementary School,E,PK-05,3600 Brookdale Ave,Macon,GA,31204-2728,478.779.2783,459,64,29.8,6.2,458,62.3,32.5,5.3,450,65.1,28.5,6.3,431,61.6,30.1,8.3,445,50.1,37.7,12.2,380,51.3,36.9,11.8,{1B3D89FC-9754-4E8B-B304-4B1174F11FD1},
-83.677957000757019,32.876283999840737,342,6110405,611,Bibb County,0405,Rosa Taylor Elementary School,E,PK-05,2976 Crestline Dr,Macon,GA,31204-1237,478.779.3563,525,55.2,34.8,10,553,60.9,32.6,6.6,497,51.4,35.2,13.4,500,56.9,37.1,6,498,60.7,31.8,7.5,478,61.1,32.5,6.5,{6331F1FA-1114-4E4F-AB42-858AEF91FA70},
-83.655651999371869,32.844683000042657,343,6110203,611,Bibb County,0203,Vineville Academy,E,PK-05,2260 Vineville Ave,Macon,GA,31204-3116,478.779.3226,516,74.5,21.9,3.6,535,76.9,19.8,3.3,534,70.2,25.6,4.2,555,77.6,19.9,2.5,538,71.4,26.4,2.2,482,71.2,27.4,1.4,{88B40F0C-05F8-4B1E-B7D3-6851D4B585D6},
-83.646539999467436,32.845160999815377,344,6110383,611,Bibb County,0383,Williams Elementary School,E,PK-05,325 Pursley St,Macon,GA,31201-1127,478.779.3660,334,55.9,33,11.1,309,57.3,34.9,7.8,290,58.7,33.1,8.3,282,60.7,29.8,9.5,265,53.4,35.2,11.4,249,46.5,44.8,8.8,{752A5402-05D5-487A-8E8D-14032CB65FA1},
-83.638868000437327,32.846446000220688,345,6111308,611,Bibb County,1308,Macon Charter Academy,E,PK-08,151 Madison St,Macon,GA,31201-1670,478.330.7177,,,,,,,,,,,,,,,,,,,,,640,66.3,28.1,5.6,{7E69DC26-C3A5-445E-B248-4567B5A1869D},
-83.728355000529447,32.938716000201083,346,6110117,611,Bibb County,0117,Academy For Classical Education,E,KK-10,5665 New Forsyth Rd,Macon,GA,31210-5770,478.747.5310,,,,,,,,,,,,,,,,,759,58.7,35.7,5.6,1130,66.9,30,3.1,{81FA7E57-1183-468D-B7A7-2E75F1E46532},
-83.719732999836324,32.904980000062935,347,6111105,611,Bibb County,1105,Springdale Elementary School,E,PK-05,4965 Northside Dr,Macon,GA,31210-1626,478.779.3750,620,60,35.6,4.4,616,64.9,31.7,3.3,645,61.4,33.2,5.3,633,68.2,29.2,2.6,572,61.7,34.9,3.3,517,67.4,30.9,1.7,{D96954C5-5577-4D39-81BC-CDEE069BF8AF},
-83.621288999861278,32.543006000006457,348,6760309,676,Houston County,0309,Hilltop Elementary School,E,PK-05,301 Robert Bryson Smith Pkwy,Bonaire,GA,31005-5201,478.929.6114,586,57.7,37,5.3,557,66,30.7,3.3,581,49.8,41.7,8.5,595,62,31.2,6.8,579,60.6,33.3,6.1,609,64.4,31.1,4.5,{4FE8FF55-6E38-4B84-92E6-865E64CB867C},
-83.600122000048898,32.547260999496146,349,6761050,676,Houston County,1050,Bonaire Elementary School,E,PK-05,101 Elm St,Bonaire,GA,31005-3433,478.929.7826,636,58.8,37.5,3.7,640,68.1,30,1.9,682,52.8,43.5,3.7,683,58.5,37,4.5,703,55.3,39.2,5.5,769,57.5,37.8,4.7,{94969BD0-82FB-49CA-952A-06A1C6F84908},
-83.610296999736093,32.610164000561049,350,6760102,676,Houston County,0102,C. B. Watson Primary School,E,PK-02,61 Martin Luther King Jr Blvd,Warner Robins,GA,31088-4787,478.929.6361,455,66.1,29.4,4.5,408,64.6,33.3,2.1,428,59.4,36.2,4.4,449,66.3,29.7,4,488,55.4,37.3,7.3,492,52.8,38.3,8.8,{A7FD5F2C-1925-47EE-9BC6-EAA795204BCC},
-83.607215999818521,32.611640999978377,351,6760175,676,Houston County,0175,Pearl Stephens Elementary School,E,03-05,420 Pearl Stephens Way,Warner Robins,GA,31098,478.929.6360,318,69.1,25.3,5.5,300,74.1,21.5,4.4,336,77.9,18.1,4,373,67.9,29.3,2.8,395,63.8,33,3.2,421,62,34.1,3.9,{EF093E4A-9682-4061-9F5C-9BC1ABDCC2FC},
-83.615973000112376,32.639447000595801,352,6764050,676,Houston County,4050,Lindsey Elementary School,E,PK-05,81 Tabor Dr,Warner Robins,GA,31093-1949,478.929.7818,364,65.1,30.1,4.8,381,69.6,27.6,2.8,387,60.7,33.5,5.7,390,62.6,31.3,6,379,62.5,30.1,7.4,366,61.4,30.5,8.2,{B74085F1-DD3A-487C-A510-5EC70118DA7B},
-83.567814999423959,32.814240000093051,353,6111054,611,Bibb County,1054,Bernd Elementary School,E,PK-05,4160 Ocmulgee East Blvd,Macon,GA,31217-5636,478.779.2730,453,67.3,27.7,5,432,69.4,25.6,5,434,56.7,34.1,9.2,420,56.5,33.5,10.1,385,59.5,34.4,6.1,369,56,36,7.9,{CF15DE10-43FD-4A4D-B409-ED087024D1CC},
-83.613224999679645,32.853163999789196,354,6110104,611,Bibb County,0104,Burdell Elementary School,E,PK-05,972 Fort Hill St,Macon,GA,31217-6404,478.779.2937,487,59,34.1,6.9,491,58.7,33.8,7.5,491,59.5,33.8,6.7,507,61.9,31.6,6.5,533,61.5,32.4,6,499,59.2,34,6.8,{1E7D29EA-1F4D-4C4B-A23D-E04200FDA5EB},
-83.600252999781887,32.858692000167977,355,6111306,611,Bibb County,1306,Martin Luther King Jr Elementary School,E,PK-05,1307 Shurling Dr,Macon,GA,31211-2137,478.779.2100,,,,,,,,,,,,,,,,,,,,,623,49.9,34.4,15.7,{F37578E3-30A7-42B6-BBE3-FAFC33591055},
-83.536437999441645,32.88917299972988,356,6840102,684,Jones County,0102,Mattie Wells Elementary School,E,PK-05,101 Mattie Wells Dr,Macon,GA,31217-2366,478.742.5959,638,47.9,39.2,12.8,651,55.6,35.9,8.5,696,46.3,44.5,9.2,683,56.9,37.2,5.9,700,50.5,39.3,10.3,688,52.1,38.7,9.2,{F30568BD-9270-4225-ABCF-8EE3DFB5CBE7},
-83.602475999898246,32.9860779996906,357,6840199,684,Jones County,0199,Dames Ferry Elementary School,E,PK-05,545 Ga Highway 18 W,Gray,GA,31032-3721,478.986.2023,674,60.8,33.3,5.8,639,60.9,34.5,4.6,600,50.2,40.9,8.8,594,51,41.7,7.2,560,48.4,43.9,7.7,596,50.9,40.4,8.7,{8E7A6D6F-C363-47DB-8C54-CFCF26DE6AE3},
-83.523386000560066,32.993930999990603,358,6841550,684,Jones County,1550,Gray Elementary School,E,PK-05,365 Ga Highway 18 E,Gray,GA,31032-5821,478.986.6295,622,58.3,36.4,5.3,592,61.3,34.8,3.9,580,50.9,42.1,7,553,58.1,36.7,5.3,549,56.7,38.4,4.9,534,62.3,33.3,4.4,{3C943DE7-909B-4639-99FA-5C6A5D44FCCC},
-83.494774000350063,32.99007100053965,359,6840114,684,Jones County,0114,Turner Woods Elementary School,E,PK-05,144 Willie L Fluellen Dr,Gray,GA,31032,478.986.2222,569,99.8,0.2,0,604,65.3,30.9,3.8,584,99.2,0.5,0.3,601,52,42.6,5.5,582,46.8,45.4,7.9,587,53.8,37.8,8.4,{C4F5168F-025B-4D51-AC61-DF1A97A6DA1D},
-83.848451000109733,33.468478999288038,360,7074550,707,Newton County,4550,Heard-Mixon Elementary School,E,PK-05,14110 Highway 36,Covington,GA,30014-5602,770.784.2980,460,52.9,37.1,10.1,442,51.4,41.7,6.9,416,49.6,39.9,10.5,461,42.1,43.3,14.6,463,49.9,38.4,11.7,432,45,43.6,11.4,{CBCAA07C-D2F7-40D1-A24D-8B771762687B},
-83.794399999346822,33.543816999314203,361,7071050,707,Newton County,1050,East Newton Elementary School,E,PK-05,2286 Dixie Rd,Covington,GA,30014-5444,770.784.2973,585,48.1,43,8.9,509,60.6,34.6,4.8,513,52.6,40.2,7.2,481,55.8,39.7,4.6,482,51.6,42.6,5.9,501,50.1,41.6,8.3,{A439BB0F-E589-420D-BA1A-95B971CAF036},
-83.705228999522205,33.310686999861979,362,6790100,679,Jasper County,0100,Washington Park Elementary School,E,03-05,721 Ga Highway 212 W,Monticello,GA,31064-8065,706.468.6284,503,58.2,35.5,6.4,522,59.6,36.6,3.7,507,50.8,42.2,7,507,61.1,32.9,6,507,54.1,37.7,8.2,530,55.6,36.8,7.7,{E45DF398-9D27-488E-AF37-09B846A1E9FD},
-83.702196999952278,33.30932600002582,363,6790195,679,Jasper County,0195,Jasper County Primary School,E,PK-02,495 Ga Highway 212 W,Monticello,GA,31064-8004,706.468.4968,525,44.8,45.6,9.6,543,53.2,42.3,4.5,563,47.6,41.8,10.6,552,48,43.2,8.8,554,44.4,45.4,10.2,553,51.5,42.5,6,{26A00FF5-1D05-46AA-BAD4-4918786F19F5},
-83.733655000794357,33.521268000213567,364,7074050,707,Newton County,4050,Mansfield Elementary School,E,PK-05,45 E Third Ave,Mansfield,GA,30055-2700,770.784.2948,453,46.8,46.4,6.8,438,59.7,36.9,3.4,412,51,42.7,6.3,421,45.6,43.1,11.3,413,51,41.8,7.2,390,53.2,39.1,7.6,{4608A235-E9BF-461D-8ECF-F5773274B0B9},
-83.397816000604521,33.310685000361573,365,7170112,717,Putnam County,0112,Putnam County Primary School,E,PK-02,162 Old Glenwood Springs Rd,Eatonton,GA,31024-6525,706.485.5141,628,50.9,43.2,5.9,699,52,40.7,7.3,707,87.3,12.2,0.5,747,45.5,44.7,9.8,735,49.2,42.4,8.4,715,51,40.8,8.2,{81732990-049D-4DDD-A4D0-48861A0FEE1B},
-83.390832000171102,33.321541999983296,366,7170113,717,Putnam County,0113,Putnam County Elementary School,E,03-05,314 S Washington Ave,Eatonton,GA,31024-1126,706.485.5312,677,65.3,30.9,3.8,627,68.6,27.9,3.4,621,94,5.7,0.3,609,64.8,31.3,3.9,638,61.5,32.5,6,688,56.5,37.2,6.3,{75EC35E0-C970-4D55-BD32-A388B72A1BD7},
-83.359455000033449,32.687611999809945,367,7430107,743,Twiggs County,0107,Jeffersonville Elementary,E,PK-05,675 Bullard Rd,Jeffersonville,GA,31044-3314,478.945.3127,353,47.6,44.3,8.1,344,48.8,43,8.2,339,53,38.1,8.9,335,47.5,42.9,9.6,393,38.2,44.8,17,373,45.7,43,11.3,{8DE45051-E3AD-48EF-9574-BA2842265EF8},
-83.197605999724985,32.816985000389494,368,7580175,758,Wilkinson County,0175,Wilkinson County Elementary School,E,03-05,"12516 Georgia Highway 57, East",Irwinton,GA,31042-2815,478.946.5527,377,79.7,18.8,1.5,357,69.9,26.7,3.4,342,71.2,26.9,1.9,331,43.1,46.2,10.7,354,57.3,35.5,7.3,366,93.9,4.8,1.3,{C6085675-F5EE-4C16-9EE9-A4DE9F2F87A9},
-83.187816999797462,32.812959999820009,369,7581050,758,Wilkinson County,1050,Wilkinson County Primary School,E,PK-02,"12516 Georgia Highway 57, East",Irwinton,GA,31042-2815,478.946.2161,369,51,41.3,7.7,367,49.2,43.1,7.6,365,52.6,40.8,6.5,375,50.5,41.5,8,340,77,19.3,3.7,335,86.2,12.2,1.6,{50288A20-7079-4F1C-AE26-9D73F99E28C4},
-83.227834000381378,33.019272999656508,370,6050194,605,Baldwin County,0194,Midway Elementary School,E,KK-05,101 Carl Vinson Rd SE,Milledgeville,GA,31061-9781,478.457.2440,528,64.7,29.6,5.7,546,61,31.3,7.7,563,57.6,33.8,8.6,562,52.4,37.2,10.4,566,52.9,37.8,9.4,526,59.2,31.8,9,{A2A9E721-486B-4428-9D58-0020A723C571},
-83.227834000381378,33.019272999656508,371,6050303,605,Baldwin County,0303,Midway Hills Academy,E,03-05,101 Carl Vinson Road,Milledgeville,GA,31061-9781,478.457.2440,,,,,,,,,,,,,,,,,,,,,,,,,{DEF92D6B-8AAD-4D37-B52A-9B8DC9F0F1B5},
-83.062731999934243,32.536214000137157,372,6870201,687,Laurens County,0201,Northwest Laurens Elementary,E,PK-05,3330 US Highway 80 W,Dudley,GA,31022-2301,478.676.3475,1018,58.3,38.1,3.6,1029,61.8,36.1,2.1,1045,49.8,44.6,5.7,1054,61.3,35.5,3.2,1002,58.2,37.4,4.4,918,56.7,38,5.2,{B1C46541-617F-42CA-86DA-8BA09F01B760},
-82.92230900016358,32.551358000756402,373,7740112,774,Dublin City,0112,Hillcrest Elementary,E,PK-04,1100 Edgewood Dr,Dublin,GA,31021-5522,478.353.8200,,,,,384,66.2,30.8,3,426,64.7,31.4,3.9,440,62.7,33.6,3.7,430,62.9,34.3,2.8,453,65.8,29.8,4.4,{C0AB3B7E-DC13-4E56-A638-1FB2026840E5},
-82.902556000332496,32.525399999819584,374,7740312,774,Dublin City,0312,Susie Dasher,E,PK-04,911 Martin Luther King Jr Dr,Dublin,GA,31021-5064,478.353.8250,,,,,546,53.8,41.3,4.9,459,62.6,33.1,4.3,421,62.8,31.3,5.9,419,51.1,41.8,7.1,400,55.7,37.1,7.2,{E1F72810-C76E-46A3-9C3F-DD8F5DE75071},
-83.271679000582353,33.079899000135114,375,6050301,605,Baldwin County,0301,Midway Hills Primary School,E,KK-02,375 Blandy Road,Milledgeville,GA,31061-8926,478.457.2495,,,,,,,,,,,,,,,,,,,,,,,,,{CF4E7EEC-2526-44A5-B084-8FF2353B29BC},
-83.269764000707724,33.08031699988112,376,6050195,605,Baldwin County,0195,Blandy Hills Elementary School,E,KK-05,375 Blandy Rd NW,Milledgeville,GA,31061-8926,478.457.2495,796,69.9,26.6,3.5,774,70.8,26,3.1,790,58.9,35.7,5.4,765,48.2,44.3,7.5,778,50.4,40.5,9.1,744,69.9,26.1,4,{A9ED4A72-38FB-4873-B64D-CCF3D8373946},
-83.269323000191008,33.081018999601454,377,6050199,605,Baldwin County,0199,Creekside Elementary School,E,KK-05,372 Blandy Rd NW,Milledgeville,GA,31061-8927,478.457.3301,846,70.9,25.1,4,876,70,26.8,3.2,907,60.8,34,5.2,894,50.1,40.5,9.4,934,43.7,44.3,12,918,60,33.9,6.1,{34500E34-10C3-4B07-8CD4-F94BE838C95F},
-83.26898000034906,33.080466000078218,378,6050302,605,Baldwin County,0302,Lakeview Primary,E,KK-02,372 Blandy Road,Milledgeville,GA,31061-8927,478.457.3301,,,,,,,,,,,,,,,,,,,,,,,,,{A9EECECE-B3B6-455D-9726-A85FB1876024},
-83.265675999873778,33.088582000726504,379,6050104,605,Baldwin County,0104,Eagle Ridge Elementary School,E,PK-05,220 N Abc Dr,Milledgeville,GA,31061-1500,478.457.2967,765,69.9,26.5,3.7,790,70.3,26.7,3,803,60,33.2,6.8,846,59.2,33.8,7,800,58.2,34.2,7.6,769,62.7,30.7,6.6,{4A8630AD-2D4E-4916-88BB-A8B82A62E072},
-83.264255000479878,33.090535999805624,380,6050300,605,Baldwin County,0300,Lakeview Academy,E,03-05,220 N ABC Street,Milledgeville,GA,31061-1500,478.457.2967,,,,,,,,,,,,,,,,,,,,,,,,,{DE63DCB8-67BB-46E9-98D9-E17AEA79C068},
-83.242949999805461,33.468930999704632,381,6660109,666,Greene County,0109,LAKE OCONEE CHARTER,E,PK-11,5800 Lake Oconee Pkwy,Greensboro,GA,30642-3796,706.454.1562,171,100,0,0,240,100,0,0,299,66.1,30.6,3.3,367,91,8.2,0.8,530,75.2,22.6,2.2,696,64.3,33,2.7,{332C6098-2CF8-45B3-B785-A2B815B903D4},
-82.968897000123192,33.297679999873687,382,6700188,670,Hancock County,0188,Lewis Elementary School,E,PK-05,11145 Ga Highway 15,Sparta,GA,31087-4121,706.444.7028,487,59.1,30.1,10.8,479,67.7,23.9,8.3,450,60.6,32.4,7,406,56,33.8,10.2,409,64.1,29.9,6,405,93,6.3,0.7,{EA5082E1-C643-422B-8B94-B5337C551163},
-82.73840899927491,31.611541000147653,383,6343052,634,Coffee County,3052,West Green Elementary School,E,PK-05,106 School Circle Rd,West Green,GA,31567-4080,912.384.2032,367,63.4,31.5,5.1,352,63,32.6,4.4,330,57.8,36.8,5.4,350,53.3,37.8,8.9,325,54.4,36.1,9.5,343,61.2,30.7,8.1,{AA94DA24-3F29-412A-A8AD-52D1AFA39B64},
-82.638145999411179,31.517454000490055,384,6340291,634,Coffee County,0291,Nicholls Elementary School,E,PK-05,704 van Streat Hwy,Nicholls,GA,31554,912.345.2429,305,58.5,33.5,8,320,61.8,33.3,4.9,341,59.4,33.6,7,353,55.7,39.1,5.2,305,48.5,43,8.5,312,52.4,39.9,7.8,{91633C82-1F03-4715-92AF-5C9671063902},
-82.609789999177721,31.871442000294703,385,6800105,680,Jeff Davis County,0105,Jeff Davis Primary School,E,PK-02,71 Burketts Ferry Rd,Hazlehurst,GA,31539-6558,912.375.6720,703,40.5,44.4,15.1,731,44,45.9,10.1,755,38.2,47.8,14.1,748,47.2,42,10.9,757,40,47.1,13,705,46,43.3,10.7,{1F69C338-C449-412A-9AB8-02A60F642614},
-82.606700999428526,31.864130000176651,386,6800175,680,Jeff Davis County,0175,Jeff Davis Elementary School,E,03-05,81 Pat Dixon Rd,Hazlehurst,GA,31539-6421,912.375.6730,685,61,33.2,5.9,691,60.9,33.4,5.7,686,61.1,32.1,6.8,692,59.4,35.1,5.4,679,59.4,34.9,5.7,708,56.1,35.6,8.3,{007D1030-6326-4ACD-8444-57F4D5596DAC},
-82.479730000277542,31.557638999758453,387,6030102,603,Bacon County,0102,Bacon County Primary School,E,PK-02,251 Cumberland Rd,Alma,GA,31510-1680,912.632.4765,470,44.4,45,10.6,495,55.9,35,9.1,489,50.6,39.3,10.1,540,41,45,14,519,38.4,47.1,14.5,533,47,41.8,11.2,{69C50AB5-EFD6-45D8-AA1B-70EBA76C3287},
-82.454054999129511,31.536469999883021,388,6033050,603,Bacon County,3050,Bacon County Elementary School,E,03-05,523 E 16th St,Alma,GA,31510-3013,912.632.4133,462,54.7,41.2,4,446,59.6,37.3,3.1,438,52.3,41.9,5.7,449,52.1,38.5,9.4,487,45.4,43.3,11.2,483,48.7,41.8,9.6,{B2733EDB-6710-4F81-BE9A-01A5AD6B4897},
-82.354583999802443,31.754824000064527,389,6010177,601,Appling County,0177,Appling County Elementary School,E,03-05,680 Blackshear Hwy,Baxley,GA,31513-6709,912.367.8640,522,58.2,36.9,5,535,67.2,30.2,2.6,533,66,30.4,3.7,550,68.4,28.2,3.4,587,55.1,38.6,6.3,546,60,33.4,6.6,{3D452F68-9FA0-470C-AC8D-5C44E222DD1E},
-82.352367999716932,31.755296000509507,390,6010277,601,Appling County,0277,Appling County Primary School,E,PK-02,678 Blackshear Hwy,Baxley,GA,31513-6709,912.367.8642,601,48.9,41.7,9.5,604,59.7,34.5,5.8,597,52.6,38.7,8.7,615,53.2,37.6,9.1,603,44,44,12,572,45.3,45,9.7,{18CAACD8-28A7-4B8B-BB12-EB131D3C0C6B},
-82.362547000417948,31.875482000087743,391,6011050,601,Appling County,1050,Altamaha Elementary School,E,PK-05,344 Altamaha School Rd,Baxley,GA,31513-2670,912.367.3713,368,47,44.4,8.5,337,57.5,36.6,6,324,49.6,41.9,8.5,327,49.1,43.1,7.8,340,44.9,42.7,12.5,358,45.7,46.3,8,{707F98E3-3F65-4721-9A50-ED4DB8ECD0CC},
-82.775244000604502,32.145864000391633,392,7531052,753,Wheeler County,1052,Wheeler County Elementary School,E,PK-05,50 S Commerce St,Alamo,GA,30411,912.568.7159,458,56.2,35.7,8.1,466,52.8,38.8,8.4,465,58.3,33.3,8.3,485,51.1,42.4,6.4,466,56.1,35.7,8.2,449,53.3,37.6,9.1,{E0647CC3-A8E9-41D7-930B-FF2C0350FFA2},
-82.576750000136684,32.191742000014024,393,7030107,703,Montgomery County,0107,Montgomery County Elementary School,E,PK-05,900 Martin Luther King Dr,Ailey,GA,30410-3314,912.583.2279,480,49.5,40.1,10.4,517,51.3,39,9.7,430,45.6,38,16.4,417,48.8,38.1,13.1,433,46,40.4,13.7,401,53,35.8,11.2,{4220F8B8-E1E1-41D4-A2AB-CF6EA3102413},
-82.640272000492828,32.412626999773764,394,7400113,740,Treutlen County,0113,Treutlen Elementary School,E,PK-05,7892 Ga Highway 29,Soperton,GA,30457-5386,912.529.7161,,,,,,,,,555,49,42.8,8.2,545,43.3,45.7,11,564,40.9,44.3,14.8,559,33.9,46.9,19.2,{7162F2D6-C7B3-48E4-B189-A232DCFEC494},
-82.346884000529599,32.04960499972244,395,7384050,738,Toombs County,4050,Toombs Central Elementary School,E,PK-05,6287 US Highway 1 S,Lyons,GA,30436-5925,912.565.7781,426,58.7,38,3.3,414,55.6,42.9,1.5,426,44.8,47,8.1,404,53.1,41.2,5.7,421,52.2,43.1,4.7,410,53.5,42.6,3.9,{4A016820-7C80-4B85-816E-8FC4BE20BAFE},
-82.403167999423673,32.205422999511889,396,7935050,793,Vidalia City,5050,Sally Dailey Meadows Elementary School,E,02-05,205 Waters Dr,Vidalia,GA,30474-4411,912.537.4755,775,58.4,38.4,3.2,786,55.1,40.3,4.7,760,66.5,31.8,1.8,765,63,33.7,3.4,763,58.8,38.6,2.6,745,66.1,31.2,2.7,{24B770E7-41BD-4B6D-AB70-197A783E712F},
-82.400744000500879,32.221349999776983,397,7932050,793,Vidalia City,2050,J. D. Dickerson Primary School,E,PK-01,800 North St E,Vidalia,GA,30474-4047,912.537.3421,402,47.8,44.1,8.1,407,52.3,41.7,6,414,41.3,49.7,9.1,406,45.2,47.3,7.5,393,47.4,46.3,6.2,386,50.8,42.6,6.6,{EE5C4D32-5EBA-461A-8E12-96A571D71164},
-82.336409999330044,32.189097000668248,398,7380104,738,Toombs County,0104,Lyons Primary School,E,PK-02,600 Bulldog Rd,Lyons,GA,30436-4921,912.526.8391,466,65.8,32.4,1.8,459,62.3,36.4,1.3,487,46.2,49,4.8,490,58.7,38.3,3,482,56.9,38.6,4.6,445,54.9,40.6,4.6,{E9D0E2DC-C19B-41F5-823A-236652C31B6C},
-82.331524999956372,32.187647000386065,399,7380204,738,Toombs County,0204,Lyons Upper Elementary,E,03-05,803 S State St,Lyons,GA,30436-7187,912.526.5816,484,57.3,39.3,3.4,455,65.2,32.9,2,452,58.8,36.7,4.5,450,62.9,33.5,3.6,470,65.9,30.2,3.9,500,62.5,32.7,4.8,{5A1573D9-EFD3-4172-B6AD-345FC5500B71},
-82.24797400071661,31.611843999761078,400,6015050,601,Appling County,5050,Fourth District Elementary School,E,PK-05,13396 Blackshear Hwy,Surrency,GA,31563-3114,912.367.3250,119,58.7,38.7,2.6,120,72.9,21.7,5.4,122,53.9,40.1,5.9,136,52.9,38.6,8.5,152,43.3,45.7,11,171,44.3,45.8,9.9,{00E235A9-774B-43BA-86C7-F9888647367A},
-82.022229999568737,31.486104999720034,401,7511052,751,Wayne County,1052,Screven Elementary School,E,PK-05,414 School St,Screven,GA,31560-8402,912.579.2261,246,48.5,43.4,8.1,220,60.7,32.4,6.9,207,47.7,43.2,9.1,220,49.4,40.5,10.1,220,44.4,46.5,9.1,229,46.6,43.7,9.7,{F64E99D3-5568-4460-824E-FCFAFFA776AB},
-82.030891999987148,31.669978000296304,402,7513050,751,Wayne County,3050,Odum Elementary School,E,PK-05,1 Blue Jay Drive,Odum,GA,31555-6722,912.586.2225,434,42.8,44.8,12.5,413,52.8,36.1,11.1,404,47.5,42.4,10.1,383,44.3,44.7,11,392,44.8,46.4,8.8,385,47,41.4,11.6,{7E686E94-81CE-4AA8-ABDB-A5A37DBBAAB5},
-81.876135999752805,31.584997000281856,403,7511050,751,Wayne County,1050,Jesup Elementary School,E,PK-05,1155 U.S. Hwy 301 South,Jesup,GA,31546,912.427.1033,619,48.7,36.3,15,647,53.1,34.8,12.1,674,45,38.8,16.2,728,49.2,41.3,9.4,739,51.1,37,11.9,729,50.8,37.2,12,{BEC88AD2-5DBF-4DCD-84F3-BA0F3949D61A},
-81.902816000902334,31.616463000412914,404,7510494,751,Wayne County,0494,Bacon Elementary School,E,PK-05,1425 W Orange St,Jesup,GA,31545-0717,912.427.1077,652,47.6,37.9,14.5,652,58.3,31.7,10,688,48.4,38.5,13,691,48.9,38.2,12.9,699,47.2,40.7,12.1,689,55.3,36.5,8.2,{ABEA578A-DCE9-44AC-A00D-37AB466466E2},
-81.887474000074462,31.612918999817609,405,7510394,751,Wayne County,0394,Martha Rawls Smith Elementary School,E,PK-05,710 W Pine St,Jesup,GA,31545-0620,912.427.1044,558,49.5,38,12.5,548,54.5,36.4,9.1,565,46.1,41.7,12.2,533,50.6,35.4,13.9,506,46.8,42.5,10.7,517,50.5,37.4,12.1,{C79464DD-DC8B-487B-9C84-7A6A7EBB15FA},
