OBJECTID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL_,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,FRST,PERM_ID,GNIS_ID,GlobalID,last_edited_date
1416,UNCLASSIFIED,ALPHARETTA DEPARTMENT OF PUBLIC SAFETY DIVISION OF FIRE STATION 1,678-297-6280,2970 WEBB BRIDGE ROAD, ,ALPHARETTA,GA,30004,1795,FULTON,13121,"LOCATED NORTHEAST SIDE OF WEBB BRIDGE RD, LESS THAN.1 MILES NORTHWEST OF WOODLAND LN.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,706504094,-84.272341,34.098214,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6702,6003,0,0,129,0,0,0,6,LOCAL, ,MOSTLY CAREER, , , ,Y, , ,{24948126-8771-4BF8-9AEB-1D9A51E549AD},2015-12-30T22:07:46.000Z
1417,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 21,404-853-7000,3201 ROSWELL ROAD NORTHEAST, ,ATLANTA,GA,30305,1840,FULTON,13121,"LOCATED ON THE EAST SIDE OF ROSWELL RD NE, BETWEEN E ANDREWS DR NW AND IRBY AVE NW.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22689162,-84.378731,33.842428,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6696, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{E8B4DD54-5997-4C39-8B7F-67E5B87C658A},2015-12-30T22:07:46.000Z
1418,UNCLASSIFIED,AUSTELL CITY FIRE AND EMERGENCY MEDICAL SERVICES STATION 1,770-944-4324,5890 MULBERRY STREET, ,AUSTELL,GA,30168,4016,COBB,13067,W SIDE OF MULBERRY ST BETWEEN BILL MARK AVE SW AND CAROL WAY SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22691684,-84.632872,33.811175,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6880, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{28787CA4-84D8-49D1-B067-B3178CA40C76},2015-12-30T22:07:46.000Z
1419, ,DOUGLAS COUNTY FIRE DEPARTMENT STATION 8, ,2701 TYSON RD, ,VILLA RICA,GA,30180,0,DOUGLAS,13097, , , , ,, ,, ,0, ,0,-84.879613,33.730564, , , , , ,0, ,0,0,0,0,0,0,0, , , , , , , , , ,{F4E1FE0E-765E-4F34-BF02-A8CC683512C4},2015-12-30T22:07:46.000Z
1420,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES STATION 2,770-473-3802,5329 STATE HIGHWAY 42, ,ELLENWOOD,GA,30294,0,CLAYTON,13063,"LOCATED ON THE SW SIDE OF GA-42, APPX .2 MI SE OF FOREST PARKWAY", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,17154732,-84.30383,33.609609,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6841, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{6B55C76A-B7E3-48D9-893C-194789A92D5B},2015-12-30T22:07:46.000Z
1421,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 13,404-346-8375,5890 PLUMMER ROAD SOUTHWEST, ,ATLANTA,GA,30336,2900,FULTON,13121,EAST SIDE OF PLUMMER RD APPROX 0.28 MILES SE OF FULTON INDUSTRIAL BLVD SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,23245126,-84.583901,33.719958,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6733, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{C5D83169-01E1-4EAC-A504-99363D50B9DC},2015-12-30T22:07:46.000Z
1422,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES STATION 11 - HEADQUARTERS,770-473-7833,7810 STATE HIGHWAY 85, ,RIVERDALE,GA,30274,0,CLAYTON,13063,"LOCATED ON E SIDE OF STATE HIGHWAY 85, .3 MILE SOUTH OF COMMERCE BLVD.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,133514019,-84.416407,33.541787,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6838,3101,0,0,300,0,0,0,12,LOCAL, ,CAREER, , , ,Y, , ,{D67EF322-24BA-4ED2-A983-FCD879A2C4DA},2015-12-30T22:07:46.000Z
1423,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 27,404-853-7000,4260 NORTHSIDE DRIVE NORTHWEST, ,ATLANTA,GA,30327,3648,FULTON,13121,LOCATED ON THE SOUTH CORNER OF W CONWAY DR NW AND NORTHSIDE DR NW., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,111686524,-84.40854,33.871163,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6776, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{8BAD13FE-7C00-4013-ADF5-36233AC6702B},2015-12-30T22:07:46.000Z
1424,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 39,404-853-7000,4697 WIEUCA ROAD, ,ATLANTA,GA,30342,3359,FULTON,13121,N SIDE OF WIEUCA RD APPROX 0.06 MILES W OF ROSWELL RD NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22654162,-84.381105,33.87592,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6767, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{85FA5749-DDC5-417C-9901-BE8615327F66},2015-12-30T22:07:46.000Z
1425,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 26,678-518-4800,6075 SUWANEE DAM ROAD, ,SUGAR HILL,GA,30518,5514,GWINNETT,13135,"LOCATED SE SIDE OF SUWANEE DAM RD, BETWEEN WADE'S LONG DR NE AND PUTTERS PASS NE.", , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,22825939,-84.075218,34.126621,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{71A34C86-33A0-4608-A938-FF88648CE818},2015-12-30T22:07:46.000Z
1426,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 15,770-893-3200,5804 YELLOW CREEK ROAD, ,BALL GROUND,GA,30107,3432,CHEROKEE,13057,0.10 MILES SOUTHEAST OF YELLOW CREEK DR ON NORTHEAST SIDE OF YELLOW CREEK RD., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,105355653,-84.277993,34.364948,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6889,2805,0,0,25,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,{FC4AE6CD-20DF-4503-9937-525CF217E58B},2015-12-30T22:07:46.000Z
1427,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 40 - AIRPORT DIVISION,404-767-0034,4600 ASR ROAD,HARTSFIELD INTERNATIONAL AIRPORT,ATLANTA,GA,30320,0,CLAYTON,13063,"LOCATED N SIDE OF ASR RD, .22 MILE N OF S INNER LOOP RD.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,23223666,-84.431204,33.628263,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6742, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{F4DF00B6-2645-4643-B83E-A1E3C204156A},2015-12-30T22:07:46.000Z
1428,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 3,770-528-8000,580 TERRELL MILL ROAD, ,MARIETTA,GA,30067,5037,COBB,13067,W SIDE OF TERRELL MILL RD BETWEEN N PALISADES CIR ST AND HAVERFORD LN SE, , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,127188544,-84.461265,33.937372,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,6857, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{897C290F-3A69-4B94-85C8-C5E266D25B59},2015-12-30T22:07:46.000Z
1429,UNCLASSIFIED,DOUGLAS COUNTY FIRE DEPARTMENT STATION 3,770-942-8626,5203 KILROY LANE, ,DOUGLASVILLE,GA,30135,5327,DOUGLAS,13097,LOCATED ON THE SOUTHWEST SIDE OF KILROY LN APPROX. 0.08 MILES SOUTHEAST OF WESTHAVEN DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,35784784,-84.804687,33.663987,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6794, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{1F302230-2B46-49D2-A1CD-0DFC1430AFA5},2015-12-30T22:07:46.000Z
1430,UNCLASSIFIED,HOSPITAL AMBULANCE LIMITED LIABILITY CORPORATION,770-719-5337,181 UPPER RIVERDALE ROAD, ,RIVERDALE,GA,30274,4919,CLAYTON,13063,NORTHWEST SIDE OF THE INTERSECTION OF PORFESSIONAL PL AND UPPER RIVERDALE RD, , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22736152,-84.396328,33.574693,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{5FF44894-30A9-4C80-BC1D-0C3B458D9600},2015-12-30T22:07:46.000Z
1431,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 2,404-853-7000,1568 JONESBORO ROAD SOUTHEAST, ,ATLANTA,GA,30315,4029,FULTON,13121,LOCATED ON THE SOUTHEAST CORNER OF DOROTHY ST SE AND JONESBORO RD SE., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22711824,-84.381346,33.710058,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6761, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{29D127A8-BF0C-4994-A310-2734D3475EC5},2015-12-30T22:07:46.000Z
1432,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES STATION 4,770-473-3804,1034 EAST FAYETTEVILLE ROAD, ,RIVERDALE,GA,30296,3006,CLAYTON,13063,SOUTHWEST SIDE OF THE INTERSECTION OF E FAYETTEVILLE RD AND RIVERDALE RD., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22735606,-84.424111,33.587969,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{438A9804-9191-4160-AD61-F54BFEBF7979},2015-12-30T22:07:46.000Z
1433,UNCLASSIFIED,RURAL/METRO CORPORATION,678-473-1234,4760 FULTON INDUSTRIAL BOULEVARD, ,ATLANTA,GA,30336,2022,FULTON,13121,LOCATED ON THE EAST CORNER OF ROBINSON DR SW AND FULTON INDUSTRIAL BLVD SW., , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22697854,-84.541946,33.758042,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{28222C10-0066-4CE3-93FA-8212770528B7},2015-12-30T22:07:46.000Z
1434,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 5,770-528-8000,4336 PACES FERRY ROAD, ,ATLANTA,GA,30339,3706,COBB,13067,SW SIDE OF PACES FERRY RD APPROX 0.12 MILES NW OF COCHISE DR SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,133512028,-84.46588,33.865781,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6874, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{9ED0F54C-EE2F-4A13-B964-633D69F92413},2015-12-30T22:07:46.000Z
1435,UNCLASSIFIED,DEKALB COUNTY FIRE RESCUE STATION 10,678-406-7731,1686 CONSTITUTION ROAD SOUTHEAST, ,ATLANTA,GA,30316,4704,DEKALB,13089,LOCATED ON THE NORTHEAST CORNER OF CONSTITUTION RD SE AND W SIDE PL., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22669773,-84.32145,33.689026,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6810, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{46A41FD2-26B9-4B44-8073-F28062809A72},2015-12-30T22:07:46.000Z
1436,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 15,678-406-7750,2107 FLIGHTWAY DRIVE, ,CHAMBLEE,GA,30341,0,DEKALB,13089,"LOCATED ON THE SOUTH SIDE OF FLIGHTWAY DR, .1 MILES EAST OF CORSAIR DR.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22728030,-84.301053,33.885192,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6807, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{BFC3083F-5DD8-45F8-B49F-9E1026B72864},2015-12-30T22:07:46.000Z
1437,UNCLASSIFIED,ROSWELL FIRE DEPARTMENT STATION 4,770-641-3806,1601 HOLCOMB BRIDGE ROAD, ,ROSWELL,GA,30076,2517,FULTON,13121,"LOCATED ON THE SOUTHWEST SIDE OF HOLCOMB BRIDGE RD, BETWEEN OLD ALABAMA RD AND HOLCOMB WOODS PKY.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22684156,-84.313847,34.018512,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6704, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{246522F2-A088-4748-90B8-9C7D0E20093D},2015-12-30T22:07:46.000Z
1438,UNCLASSIFIED,UNION CITY FIRE DEPARTMENT STATION 2 - HEADQUARTERS,770-964-9934,6393 SHANNON PARKWAY, ,UNION CITY,GA,30291,1523,FULTON,13121,"LOCATED ON THE WEST SIDE OF SHANNON PKY, LESS THAN .1 MILES NORTH OF SHANNON BLVD.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22807380,-84.540476,33.57986,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6726, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{E38C9FE3-D9C6-45F4-8905-64F31196C4EB},2015-12-30T22:07:46.000Z
1439,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 13,404-853-7000,447 FLAT SHOALS AVENUE SOUTHEAST, ,ATLANTA,GA,30316,1913,DEKALB,13089,SW CORNER OF FLAT SHOALS AVE SE AND METROPOLITAN AVE SE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22667325,-84.347322,33.741762,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6692, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{601BC9CA-0C45-4686-8855-BA0A94F71072},2015-12-30T22:07:46.000Z
1440,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 18,678-406-7750,4588 BARCLAY DRIVE, ,DUNWOODY,GA,30338,5883,DEKALB,13089,LOCATED ON THE WEST CORNER OF BARCLAY DR AND ASBURY COMMONS DR., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,23241991,-84.29617,33.933462,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6805, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{966D312F-E919-4D75-9162-C9B1F0283397},2015-12-30T22:07:46.000Z
1441,UNCLASSIFIED,UNION CITY FIRE DEPARTMENT STATION 1,770-964-9934,8595 HIGHPOINT ROAD, ,UNION CITY,GA,30291,6035,FULTON,13121,"LOCATED ON THE NORTHWEST SIDE OF HIGHPOINT RD, .4 MILES NORTHEAST OF DEEP CREEK DR.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,111691001,-84.566682,33.599373,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6725, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3F7223E1-D154-49FF-A51D-520580D85F78},2015-12-30T22:07:46.000Z
1442,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 30,404-853-7000,10 CLEVELAND AVENUE SOUTHWEST, ,ATLANTA,GA,30315,8304,FULTON,13121,LOCTAED ON THE SOUTHWEST CORNER OF MACON DR SW AND CLEVELAND AVE SW., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22713913,-84.388927,33.680943,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6749, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{7B2A0396-F7F4-48B0-8733-17FF2F937274},2015-12-30T22:07:46.000Z
1443,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 24,404-761-1427,3300 NORTH INNER LOOP ROAD,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,GA,30354,0,FULTON,13121,SW SIDE OF N INNER LOOP RD APPROX 0.57 MILES SE OF TRUCK RD, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22716061,-84.408743,33.65236,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6744, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{084B5C15-C978-439E-9F91-2AE896CF30EA},2015-12-30T22:07:46.000Z
1444,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 10,404-658-7148,447 BOULEVARD SOUTHEAST, ,ATLANTA,GA,30312,3425,FULTON,13121,W SIDE OF BOULEVARD SE APPROX 0.03 MILES S OF GLENWOOD AVE SE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22667269,-84.368315,33.741851,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6762, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{98E29E31-69D5-4308-8D91-CCB6FEF68C22},2015-12-30T22:07:46.000Z
1445,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 12,770-479-5595,9081 FINCHER ROAD, ,WALESKA,GA,30183,3227,CHEROKEE,13057,LOCATED ON THE WEST SIDE OF FINCHER RD BETWEEN BYARS ST AND LEE ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,104492643,-84.554246,34.315556,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6909, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{A4C862C4-FABF-4493-AD00-56C042AE8BB1},2015-12-30T22:07:46.000Z
1446,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 25,770-528-8000,4431 TRICKUM ROAD NORTHEAST, ,MARIETTA,GA,30066,2045,COBB,13067,SW SIDE OF TRICKUM RD BETWEEN YARMOUTH PL NE AND REMINGTON CT NE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22680436,-84.486214,34.059348,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6851, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{796B6F87-E51D-4276-87EF-051F72C04653},2015-12-30T22:07:46.000Z
1447,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 6,770-528-8000,5075 HIRAM LITHIA SPRINGS ROAD, ,POWDER SPRINGS,GA,30127,3332,COBB,13067,NE SIDE OF HIRAM LITHIA SPRINGS RD APPROX 0.07 MILES SE OF WESTRIDGE LN SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22690028,-84.689569,33.831616,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6881, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{531CAE63-22F3-423C-89E5-474637219601},2015-12-30T22:07:46.000Z
1448,UNCLASSIFIED,DEKALB COUNTY FIRE AND RESCUE ACADEMY,678-406-7740,3161 WARREN ROAD, ,DECATUR,GA,30034,1627,DEKALB,13089,"LOCATED ON THE NORTH SIDE OF WARREN RD, .2 MILES SOUTHEAST OF FAIRLAKE DR.", , , ,,PHONE,,MANUAL,611519,FIRE FIGHTER TRAINING SCHOOLS,22671840,-84.261463,33.702379,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,6809, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{EFCDAFB2-8458-478C-828C-380ADDAB7B26},2015-12-30T22:07:46.000Z
1449,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 21,770-499-4444,4400 LOWER ROSWELL ROAD, ,MARIETTA,GA,30068,4233,COBB,13067,S SIDE OF LOWER ROSWELL RD APPROX 0.16 MILES E OF FAIRFIELD DR SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22651090,-84.423127,33.963244,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6855, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{D39F84E6-1344-4F8B-88A4-67845A5A61BA},2015-12-30T22:07:46.000Z
1450,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 15,678-518-4800,275 SOUTH PERRY STREET, ,LAWRENCEVILLE,GA,30045,4840,GWINNETT,13135,"LOCATED E SIDE OF S PERRY ST, BETWEEN LUCKIE ST AND SEMINARY ST.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127187538,-83.989943,33.958052,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6677, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{FC7CC25C-54C5-4296-8804-6616A77A7AB2},2015-12-30T22:07:46.000Z
1451,UNCLASSIFIED,RURAL/METRO CORPORATION,678-473-1234,5965 BUFFINGTON ROAD, ,COLLEGE PARK,GA,30349,3663,FULTON,13121,LOCATED ON THE SOUTHWEST CORNER OF BUFFINGTON RD AND I-85., , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",124579840,-84.497363,33.594628,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{2EB8A3A7-9F22-4960-91FC-B6B313184E77},2015-12-30T22:07:46.000Z
1452,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 35 - AIRPORT DIVISION,404-762-1872,2150 CENTRAL CARGO CIRCLE,HARTSFIELD INTERNATIONAL AIRPORT,ATLANTA,GA,30354,3772,CLAYTON,13063,"ENTRANCE LOCATED SE SIDE OF CENTRAL CARGO CIR,.11 MILE S OF AVIATION BLVD.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,23223659,-84.409844,33.639338,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6743, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{8C89CB63-1D84-49D0-A930-515DF411570E},2015-12-30T22:07:46.000Z
1453,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 23,678-406-7750,1265 BROCKETT ROAD, ,CLARKSTON,GA,30021,1604,DEKALB,13089,"LOCATED ON THE EAST SIDE OF BROCKETT RD, LESS THAN .1 MILES NORTH OF E PONCE DE LEON AVE.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22658742,-84.231086,33.819966,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6824, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{902C85FD-1386-418F-AFC6-6B33CD86AE0A},2015-12-30T22:07:46.000Z
1454,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES - SUPPLIES,770-473-7833,1125 EAST FAYETTEVILLE ROAD, ,RIVERDALE,GA,30296,3007,CLAYTON,13063,BETWEEN WALKER RD AND PINE VIEW TER ON NORTH SIDE OF E FAYETTEVILLE RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22735605,-84.426235,33.58831,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6840, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{ED62669F-6185-4550-B36B-56F3B93DB33A},2015-12-30T22:07:46.000Z
1455,UNCLASSIFIED,EAST POINT FIRE DEPARTMENT STATION 4,404-559-6423,2222 BEN HILL ROAD, ,EAST POINT,GA,30344,4015,FULTON,13121,"LOCATED ON THE SOUTHWEST SIDE OF BEN HILL RD, .2 MILES NORTHWEST OF KENTUCKY CT.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22774534,-84.46176,33.675615,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6752, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{6B503E68-4834-4C0E-A861-A33A0D983736},2015-12-30T22:07:46.000Z
1456,UNCLASSIFIED,SANDY SPRINGS FIRE RESCUE DEPARTMENT STATION 2,770-730-5600,135 JOHNSON FERRY ROAD, ,SANDY SPRINGS,GA,30328,0,FULTON,13121,SW CORNER OF JOHNSON FERRY RD AND SANDY SPRINGS CIR NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22652543,-84.388624,33.933045,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{43150C8D-6CEB-4B31-801A-027CD96C5C12},2015-12-30T22:07:46.000Z
1457,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 20,770-528-8000,1298 HILTON DRIVE, ,MARIETTA,GA,30062,4979,COBB,13067,SE CORNER OF SEWELL MILL RD NE AND HILTON DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22671747,-84.470355,33.981997,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6854, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{330FB8AB-98D9-404C-865B-8A2967D65D3A},2015-12-30T22:07:46.000Z
1458,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 17,770-479-4363,125 CHICKASAW DRIVE, ,WALESKA,GA,30183,3817,CHEROKEE,13057,LOCATED ON THE SOUTHWEST SIDE OF CHICKASAW DR LESS THAN .1 MILE NORTHWEST OF PINEBROOK DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,122101394,-84.591414,34.328098,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6905,2811,0,0,14,0,0,0,2,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,{5F3AE15F-C09C-444F-90BA-4049BC33820B},2015-12-30T22:07:46.000Z
1459,UNCLASSIFIED,EAST POINT FIRE DEPARTMENT STATION 5,404-559-6425,3949 WASHINGTON ROAD, ,EAST POINT,GA,30344,6323,FULTON,13121,"LOCATED ON THE WEST SIDE OF WASHINGTON RD, LESS THAN .1 MILES NORTH OF HAMMARSKJOLD DR.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22716422,-84.490861,33.647726,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6740, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3186AFBB-8AEA-44B2-84A1-71288C1DB5F5},2015-12-30T22:07:46.000Z
