OBJECTID,FeatureID,Name,DevType,Acres,SchoolES,SchoolMS,SchoolHS,YearBuilt,Gated,Private,TotalPop2015,TotalPop2015_MaritalStatus,TotalPop2015_NeverMarried,TotalPop2015_Married,TotalPop2015_Divorced,MedianAge2015,TotalHH2015,MedianHHIncome2015,Ed25Older2015_onlyHS,Ed25Older2015_uptoBachelors,Ed25Older2015_uptoGradDegree,MedianHomeValue2015,VehiclesPerHouse2015,AvgTravelTimeToWorkRelative,DiversityIndex2015,TotalPop2015_NeverMarried_PerOf,TotalPop2015_Married_PerOfTotal,TotalPop2015_Divorced_PerOfTota,TotalPop2015_NeverMarried_Per_1,TotalPop2015_Married_PerOfTot_1,TotalPop2015_Divorced_PerOfTo_1,TotalPop2015_PerOfTotalCity,Ed25Older2015_TotalPop,Ed25Older2015_onlyHS_PerOfTotal,Ed25Older2015_uptoBachelors_Per,Ed25Older2015_uptoGradDegree_Pe,Ed25Older2015_onlyHS_PerOfTot_1,Ed25Older2015_uptoBachelors_P_1,Ed25Older2015_uptoGradDegree__1,MedianHHIncome2015_AmtFromMedia,MedianHHIncome2015_PerFromMedia,Score_MedianAge,Score_TotalHH2015,Score_MedianHHIncome2015,Score_MedianHomeValue2015,Score_VehiclesPerHouse2015,Score_DiversityIndex,Score_NeverMarriedPercentOfCity,Score_MarriedPercentOfCity,Score_DivorcedPercentOfCity,Score_Education_onlyHS,Score_Education_upToBachelors,Score_Education_upToGradDegree,Shape_Length,Shape_Area
131,SA100449,Windgate,Subdivision,64.76232894,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,559,409,123,241,45,34.9,176,116460,32,131,62,413636,3,0,62.5,30.0733,58.9242,11.0024,0.245176,0.480385,0.089698,0.8383,225,14.2222,58.2222,27.5555,0.849031,0.771041,0.605468,584.604317000005,0.504511172155395,1 - Low,2 - Average,2 - Average,2 - Average,3 - High,3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,6985.07651373603,2820962.53345847
132,SA100375,Windsong Trace,Subdivision,19.63331741,Findley Oaks Elementary School,River Trail Middle School,Northview High School,,No,No,659,460,94,319,47,35.4,227,108473,18,167,103,369565,3,3,67.2,20.4347,69.3478,10.2173,0.18737,0.635863,0.093685,0.9883,288,6.25,57.9861,35.7638,0.47758,0.982931,1.005859,-7402.39568,-6.38823767493378,2 - Average,2 - Average,2 - Average,2 - Average,3 - High,3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,6528.71753806946,855095.832729723
133,SA100267,Woodland Hills,Subdivision,39.77266943,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,586,436,114,250,72,37.8,257,94675,17,161,114,274359,0,0,53.7,26.1467,57.3394,16.5137,0.227236,0.498325,0.143517,0.8788,292,5.8219,55.1369,39.041,0.451048,0.947616,1.113281,-21200.39568,-18.2958561289386,2 - Average,2 - Average,2 - Average,1 - Low,(no data),3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,6258.62697809608,1732404.99548661
134,SA100432,Wynbridge,Subdivision,11.72190994,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,572,457,98,334,25,38.2,183,97762,37,136,83,514286,3,3,63.9,21.4442,73.0853,5.4704,0.195343,0.665763,0.049832,0.8578,256,14.4531,53.125,32.4218,0.981692,0.80047,0.810546,-18113.39568,-15.6317875561373,2 - Average,2 - Average,2 - Average,2 - Average,3 - High,3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,3431.80899098627,510557.490024397
135,SA100377,Wynbrook,Subdivision,38.36738865,Hillside Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,1057,796,164,543,89,42.3,358,154125,41,276,198,576347,0,0,38.3,20.603,68.216,11.1809,0.326901,1.082363,0.177403,1.5852,515,7.9611,53.5922,38.4466,1.087821,1.624484,1.933593,38249.60432,33.0092545458393,2 - Average,3 - High,3 - High,3 - High,(no data),2 - Average,2 - Average,2 - Average,1 - Low,2 - Average,2 - Average,2 - Average,6783.16548016885,1671265.20748987
136,SA100527,Palisades at Bellmoore Park,Subdivision,121.52240496,Shakerag Elementary School,River Trail Middle School,Northview High School,2014,Yes,Yes,412,311,73,224,14,38.4,117,132144,14,106,69,505814,0,0,60.9,23.4726,72.0257,4.5016,0.145511,0.446499,0.027906,0.6179,189,7.4074,56.0846,36.5079,0.371451,0.623896,0.673828,16268.60432,14.0397400337738,2 - Average,2 - Average,2 - Average,2 - Average,(no data),3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,16683.419878663,5278654.33676186
137,SA100538,Buice Creek Reserve,Subdivision,6.5107641,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,100,77,23,48,6,37.5,30,110082,6,21,10,300000,0,3,57.5,29.8701,62.3376,7.7922,0.045845,0.095678,0.011959,0.1499,37,16.2162,56.7567,27.027,0.159193,0.123602,0.097656,-5793.39568,-4.99967715221355,2 - Average,1 - Low,2 - Average,1 - Low,(no data),3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,2302.22419342568,221323.824847028
138,SA100542,Bayard,Subdivision,57.65612626,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,2015,Yes,Yes,56,43,11,30,2,48.1,20,104262,7,13,13,553571,0,0,53.9,25.5813,69.7674,4.6511,0.021926,0.059799,0.003986,0.0839,33,21.2121,39.3939,39.3939,0.185725,0.076515,0.126953,-11613.395683,-10.0223137228983,3 - High,1 - Low,2 - Average,3 - High,(no data),3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,6593.62584734551,2511490.81393854
139,SA100539,Summit Point,Subdivision,3.72460217,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,2015,Yes,Yes,210,149,48,88,13,35,70,104233,17,54,17,297727,3,0,70.9,32.2147,59.0604,8.7248,0.095678,0.17541,0.025912,0.3149,88,19.3181,61.3636,19.3181,0.451048,0.317834,0.166015,-11642.395683,-10.0473406061543,2 - Average,2 - Average,2 - Average,1 - Low,3 - High,3 - High,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1 - Low,1786.53057068318,162243.021611334
140,SA100292,Abbotts Chase,Subdivision,3.10033804,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1466.32578570971,135006.756081069
141,SA100301,Abbotts Cove,Subdivision,31.99634658,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5695.54691076494,1393760.87894051
142,SA100378,Abbotts Landing,Subdivision,24.97274452,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,1993,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4148.91738729533,1086245.43403369
143,SA100294,Alvin Estates,Subdivision,3.33823776,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1547.80653165096,145413.636925661
144,SA100272,Anaheim Farms,Subdivision,21.32360103,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4289.91183330604,928855.655690166
145,SA100505,Arlington Pointe,Townhomes,7.54433666,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2894.80718592602,328631.305058511
146,SA100304,Ashlee Oaks,Subdivision,13.30448639,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3682.05099782256,579565.819533451
147,SA100305,Ashley Glen,Subdivision,7.98232212,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3214.97728622467,351427.219687527
148,SA100481,Autry Township,Subdivision,19.91298732,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5138.06262276176,867313.992064829
149,SA100395,Autry Trail,Subdivision,9.90947503,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3383.72130242958,431519.888350753
150,SA100306,Aviary Ridge,Subdivision,11.97665919,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3302.91687436344,521567.503780396
151,SA100296,Avonlea on the River,Apartments,32.86922413,Wilson Creek Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),7087.56982733233,1565247.99027391
152,SA100452,Belcrest,Subdivision,36.52437377,Shakerag Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4970.31530930426,1591001.72149194
153,SA100515,Bellingrath Commons,Townhomes,16.11076217,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,2000,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3364.960817518,701764.228832055
154,SA100398,Blackstone,Subdivision,157.85728739,Shakerag Elementary School,River Trail Middle School,Northview High School,2001,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),17084.8944032281,6876263.48261234
155,SA100310,Bridgemor Heights,Subdivision,27.36836442,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4662.42458505213,1192165.85621642
156,SA100260,Bridgetown Villas,Townhomes,2.22549857,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,2001,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1416.34040762361,96942.7160413747
157,SA100397,Brookdale,Subdivision,6.92367414,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2485.30209106757,320787.316737894
158,SA100453,Brookshire Lake,Subdivision,15.60944011,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4553.80425766653,679943.819398232
159,SA100314,Brumbelow Crossing,Subdivision,14.18240017,Hillside Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3735.98948976833,617709.148989437
160,SA100315,Brydon Park at Thornhill,Subdivision,15.73595946,Medlock Bridge Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3535.12459870864,685405.056318291
161,SA100316,Buice Road,Subdivision,19.75004796,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5070.05057065954,844472.984023481
162,SA100273,Carrington,Subdivision,16.47009642,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3635.95278633276,717437.400290472
163,SA100464,Century State Bridge,Apartments,22.15380408,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4328.9124257233,965019.723451702
164,SA100465,Citadella,Subdivision,16.27145564,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4742.58377565003,708787.389132082
165,SA100443,Clublands,Subdivision,20.47586187,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,1991,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3965.2330365052,891794.64196215
166,SA100318,Coventry at Jones Bridge,Subdivision,6.74075674,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2303.52137213757,293627.125771589
167,SA100295,Crossington Road at Wellington,Subdivision,20.03544429,Findley Oaks Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),10143.8611572958,872670.475641835
168,SA100415,Devonhall,Subdivision,76.60035397,Shakerag Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),10683.5049950909,3336584.31794276
169,SA100498,Eagle Glen,Mixed,20.11461661,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5212.88006441353,878210.007858215
170,SA100466,Eaton Manor,Townhomes,5.89612508,Wilson Creek Elementary School,River Trail Middle School,Northview High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3127.71410019458,256835.208500869
171,SA100409,Edgehill Place,Subdivision,14.12935315,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3348.78483760248,615324.746374687
172,SA100320,Edgewater Estates,Subdivision,12.98615808,Shakerag Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2956.10196679463,565677.04338805
173,SA100263,"Enclave at Breckenridge, The",Subdivision,35.4368183,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6010.92221761354,1543628.00319844
174,SA100436,Enclave at Farmbrook,Subdivision,16.44957603,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3415.72068102804,716496.161917372
175,SA100298,"Enclave on Johns Creek, The",Subdivision,13.88394648,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4788.04518381935,604784.886089665
176,SA100438,"Estates at Deer Chase, The",Subdivision,14.66543628,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3687.68354754821,648678.748370495
177,SA100411,"Estates at Foxdale, The",Subdivision,26.99890754,Wilson Creek Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4627.58749859716,1175893.21861766
178,SA100323,Falcon Ridge,Subdivision,10.84198898,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3161.22241015209,472277.040026611
179,SA100288,Feather Sound,Subdivision,9.94142577,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3541.66539364789,432833.289079202
180,SA100270,Findley Chase,Subdivision,25.85893957,Findley Oaks Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6097.56560212042,1126415.54398257
181,SA100365,"Forest, The",Subdivision,37.18764529,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5310.37505818674,1619949.56899332
182,SA100324,Forrest Lake,Subdivision,11.84925037,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3837.35267873327,513731.906450106
183,SA100326,Fox Glen,Subdivision,20.20477682,Lake Windward Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4067.96505602287,879809.065887472
184,SA100259,Foxworth,Subdivision,72.90697632,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),8088.45504701761,3175822.22953344
185,SA100366,"Gates, The",Subdivision,32.26856897,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,1998,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5102.23221622012,1403987.74878583
186,SA100327,Georgian Ridge,Subdivision,9.51630974,Hillside Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2797.61993960625,414527.541551139
187,SA100482,Grand Estates of the South,Subdivision,39.35805389,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6469.78628113407,1714412.36922077
188,SA100384,Haydens Walk,Subdivision,25.15127615,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,1998,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4748.5428592324,1095538.54734411
189,SA100437,Haynesbrooke,Subdivision,4.69952986,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2095.77634507522,204706.612606598
190,SA100428,Herrington Cove,Subdivision,4.49859533,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1837.4448485262,195958.79163943
191,SA100271,Highlands at Johns Creek,Subdivision,10.22431492,Findley Oaks Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3021.48242859114,445371.1491517
192,SA100385,Ivey Ridge,Subdivision,25.73806407,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),7067.91546824017,1121064.80436817
193,SA100456,Jaden Woods,Subdivision,37.09570821,Shakerag Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6290.36541829486,1615889.16305603
194,SA100523,Johns Creek Station,Subdivision,14.01276871,Shakerag Elementary School,River Trail Middle School,Northview High School,2013,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3736.20100034569,618411.438727383
195,SA100417,Jones Bridge Crossing,Subdivision,24.05058924,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4904.26409473684,1047643.65890187
196,SA100485,Jones Bridge Estates,Subdivision,7.37770554,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2440.67341701525,320810.472885053
