X,Y,OBJECTID,BusinessName,OwnerCorpName,LocationAddress,Unit,City,State,Zip,Phone,Website,MailingAddress,MailingCity,MailingState,MailingZip,NAICS,NAICS2Digit,BusinessActDesc,OpenDateInCity,HomeBasedBusiness,LicenseFiscalYear,LicenseNumber,IssueDate,Expiration,AddressPtID,Directions,MapCategory,MapCategory_Waze
-84.268015722874836,33.988905531343896,1837,Verde's Contractors,Verde's Contractors,1008 Sandy Lane Dr  ,,Johns Creek,GA,30022,678-770-4869,,1008 Sandy Lane Dr  ,Johns Creek,GA,30022,238990,23,All Other Specialty Trade Contractors ,2016-07-19T00:00:00.000Z,Y,2019,32577,2019-03-14T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP109539,"http://maps.google.com/?daddr=1008 Sandy Lane Dr   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.268391637687074,33.991816537661258,1838,"Amir Investment Group, LLC","Amir Investment Group, LLC",8540 Colony Club Dr  ,,Johns Creek,GA,30022,404-426-3629,,8540 Colony Club Dr  ,Johns Creek,GA,30022,525930,52,Real Estate Investment Trusts,2018-07-17T00:00:00.000Z,Y,2018,33720,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP102266,"http://maps.google.com/?daddr=8540 Colony Club Dr   Johns Creek, GA 30022",Real Estate,"PROFESSIONAL_AND_PUBLIC,LODGING,OTHER"
-84.268391637687074,33.991816537661258,1839,"Amir Investment Group, LLC","Amir Investment Group, LLC",8540 Colony Club Dr  ,,Johns Creek,GA,30022,404-426-3629,,8540 Colony Club Dr  ,Johns Creek,GA,30022,525930,52,Real Estate Investment Trusts,2018-07-17T00:00:00.000Z,Y,2019,33720,2019-03-25T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP102266,"http://maps.google.com/?daddr=8540 Colony Club Dr   Johns Creek, GA 30022",Real Estate,"PROFESSIONAL_AND_PUBLIC,LODGING,OTHER"
-84.267516993476193,33.991528702499252,1840,Aguirre Project Resources,Aguirre Project Resources LLC,300 Eagles Blf  ,,Johns Creek,GA,30022,404-394-4131,http://www.apr3d.com,2955 Wood Lake Trl  ,Grand Prairie,TX,75054,541512,54,Computer Systems Design Services,2017-04-17T00:00:00.000Z,Y,2018,32981,2018-01-10T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP104242,"http://maps.google.com/?daddr=300 Eagles Blf   Johns Creek, GA 30022",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.267516993476193,33.991528702499252,1841,Aguirre Project Resources,Aguirre Project Resources LLC,300 Eagles Blf  ,,Johns Creek,GA,30022,404-394-4131,http://www.apr3d.com,2955 Wood Lake Trl  ,Grand Prairie,TX,75054,541512,54,Computer Systems Design Services,2017-04-17T00:00:00.000Z,Y,2019,32981,2019-01-08T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP104242,"http://maps.google.com/?daddr=300 Eagles Blf   Johns Creek, GA 30022",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.183081728217985,34.072534334489738,1842,"F & Q Consulting, LLC",F 7 Q CONSULTING LLC,705 Quail Run Ct  ,,Johns Creek,GA,30005,,,705 Quail Run Ct  ,Johns Creek,GA,30005,621399,62,Offices of All Other Misc Health Practit,2013-09-11T00:00:00.000Z,Y,2018,23086,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP123872,"http://maps.google.com/?daddr=705 Quail Run Ct   Johns Creek, GA 30005",Medical,HOSPITAL_MEDICAL_CARE
-84.183081728217985,34.072534334489738,1843,"F & Q Consulting, LLC",F 7 Q CONSULTING LLC,705 Quail Run Ct  ,,Johns Creek,GA,30005,,,705 Quail Run Ct  ,Johns Creek,GA,30005,621399,62,Offices of All Other Misc Health Practit,2013-09-11T00:00:00.000Z,Y,2019,23086,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP123872,"http://maps.google.com/?daddr=705 Quail Run Ct   Johns Creek, GA 30005",Medical,HOSPITAL_MEDICAL_CARE
-84.20127551643553,34.058608610809536,1844,Cross Creek Homes,Cross Creek Homes LLC,225 Westbury Ln  ,,Johns Creek,GA,30005,770-714-4945,http://www.crosscreekhomes.com,225 Westbury Ln  ,Johns Creek,GA,30005,236115,23,general contractor new residential,2015-12-22T00:00:00.000Z,Y,2018,32191,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP119749,"http://maps.google.com/?daddr=225 Westbury Ln   Johns Creek, GA 30005","Construction, Supplies, & Trades",
-84.20127551643553,34.058608610809536,1845,Cross Creek Homes,Cross Creek Homes LLC,225 Westbury Ln  ,,Johns Creek,GA,30005,770-714-4945,http://www.crosscreekhomes.com,225 Westbury Ln  ,Johns Creek,GA,30005,236115,23,general contractor new residential,2015-12-22T00:00:00.000Z,Y,2019,32191,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP119749,"http://maps.google.com/?daddr=225 Westbury Ln   Johns Creek, GA 30005","Construction, Supplies, & Trades",
-84.191939181273497,34.074063528459831,1846,APS Office Supply,"APS Office Supply, LLC",5710 Seven Oaks Pkwy  ,,Johns Creek,GA,30005,800-964-1413,http://www.apsofficesupply.com,5710 Seven Oaks Pkwy  ,Johns Creek,GA,30005,453210,45,Office Supplies & Stationary Stores,2019-01-01T00:00:00.000Z,Y,2019,33936,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP105938,"http://maps.google.com/?daddr=5710 Seven Oaks Pkwy   Johns Creek, GA 30005",Online Retailers,OTHER
-84.185837916638903,34.081404831431463,1847,Safe Source,Safe Source,380 Tree Lake Ct  ,,Johns Creek,GA,30005,678-516-2641,,380 Tree Lake Ct  ,Johns Creek,GA,30005,541611,54,Administrative Management & General Mgmt,2018-07-24T00:00:00.000Z,Y,2018,33725,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP105886,"http://maps.google.com/?daddr=380 Tree Lake Ct   Johns Creek, GA 30005",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.191838057403487,34.078295638136325,1848,The Tailored Adventure,The Tailored Adventure,12245 Magnolia Cir  ,,Johns Creek,GA,30005,678-643-5773,,12245 Magnolia Cir  ,Johns Creek,GA,30005,561510,56,Travel Agencies,2019-01-14T00:00:00.000Z,Y,2019,33950,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP106118,"http://maps.google.com/?daddr=12245 Magnolia Cir   Johns Creek, GA 30005",Hotels & Travel,"CONVENTIONS_EVENT_CENTER,HOTEL,LODGING,TRAVEL_AGENCY"
-84.199957956946847,34.083625035544202,1849,Full Circle Professional Cleaning Services,Full Circle Recording LLC,12455 Concord Hall Dr  ,,Johns Creek,GA,30005,678-256-4282,,4585 Webb Bridge Rd Unit 38822,Alpharetta,GA,30023,561990,56,All Other Support Services,2017-06-12T00:00:00.000Z,Y,2018,33096,2018-04-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP103432,"http://maps.google.com/?daddr=12455 Concord Hall Dr   Johns Creek, GA 30005",Facilities Management & Janitorial,PROFESSIONAL_AND_PUBLIC
-84.197182579193665,34.08080070161045,1850,Four Seasons Painting & Home Improvement,Four Seasons Painting & Home Improvement LLC,465 Eastbourne Way  ,,Johns Creek,GA,30005,678-585-0980,,465 Eastbourne Way  ,Johns Creek,GA,30005,238990,23,All Other Specialty Trade Contractors ,2016-03-25T00:00:00.000Z,Y,2018,32377,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP105807,"http://maps.google.com/?daddr=465 Eastbourne Way   Johns Creek, GA 30005","Construction, Supplies, & Trades",
-84.203252905370306,34.088367328882057,1851,Spry Global,"Spry Global, LLC",210 Windflower Ct  ,,Johns Creek,GA,30005,678-997-7013,,5174 McGinnis Ferry Rd Suite 191,Alpharetta,GA,30005,236220,23,Commercial and Institutional Building Construction,2019-02-20T00:00:00.000Z,Y,2019,34011,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP105101,"http://maps.google.com/?daddr=210 Windflower Ct   Johns Creek, GA 30005",Clothing & Accessories,FASHION_AND_CLOTHING
-84.203500725695207,34.088592598374916,1852,"Idris Group, LLC",Idris Group LLC,190 Windflower Ct  ,,Johns Creek,GA,30005,,,190 Windflower Ct  ,Johns Creek,GA,30005,531110,53,Lessors of Residential Bldgs & Dwellings,2014-09-29T00:00:00.000Z,Y,2019,24700,2019-02-15T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP105300,"http://maps.google.com/?daddr=190 Windflower Ct   Johns Creek, GA 30005",Real Estate,"PROFESSIONAL_AND_PUBLIC,LODGING,OTHER"
-84.203500725695207,34.088592598374916,1853,"Idris Group, LLC",Idris Group LLC,190 Windflower Ct  ,,Johns Creek,GA,30005,,,190 Windflower Ct  ,Johns Creek,GA,30005,531110,53,Lessors of Residential Bldgs & Dwellings,2014-09-29T00:00:00.000Z,Y,2018,24700,2018-04-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP105300,"http://maps.google.com/?daddr=190 Windflower Ct   Johns Creek, GA 30005",Real Estate,"PROFESSIONAL_AND_PUBLIC,LODGING,OTHER"
-84.198404054119024,34.079393360667112,1854,Fun Face Photo Booth,"Collins, Jeff",5490 Woodrun Ln  ,,Johns Creek,GA,30005,,http://www.funfacephotoboothcom.com,,Atlanta,GA,30358,541921,54,"Photography Studios, Portrait",2014-07-25T00:00:00.000Z,Y,2018,23501,2018-03-21T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP105197,"http://maps.google.com/?daddr=5490 Woodrun Ln   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.198404054119024,34.079393360667112,1855,Fun Face Photo Booth,"Collins, Jeff",5490 Woodrun Ln  ,,Johns Creek,GA,30005,,http://www.funfacephotoboothcom.com,,Atlanta,GA,30358,541921,54,"Photography Studios, Portrait",2014-07-25T00:00:00.000Z,Y,2019,23501,2019-02-15T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP105197,"http://maps.google.com/?daddr=5490 Woodrun Ln   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.199447062715535,34.077763458285354,1856,Katarzyna Blanchard,Katarzyna Blanchard,12245 Stevens Creek Dr  ,,Johns Creek,GA,30005,,,12245 Stevens Creek Dr  ,Johns Creek,GA,30005,453920,45,Art Dealers,2014-02-20T00:00:00.000Z,Y,2018,25417,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP105333,"http://maps.google.com/?daddr=12245 Stevens Creek Dr   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.199447062715535,34.077763458285354,1857,Katarzyna Blanchard,Katarzyna Blanchard,12245 Stevens Creek Dr  ,,Johns Creek,GA,30005,,,12245 Stevens Creek Dr  ,Johns Creek,GA,30005,453920,45,Art Dealers,2014-02-20T00:00:00.000Z,Y,2019,25417,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP105333,"http://maps.google.com/?daddr=12245 Stevens Creek Dr   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.211901943195542,34.066874236408324,1858,EtherArts Photography,EtherArts Photography,760 Vinca Ct  ,,Johns Creek,GA,30005,770-690-9389,http://www.etherartsus.com,760 Vinca Ct  ,Johns Creek,GA,30005,541921,54,"Photography Studios, Portrait",2015-10-28T00:00:00.000Z,Y,2018,32123,2018-04-12T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP116772,"http://maps.google.com/?daddr=760 Vinca Ct   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.211901943195542,34.066874236408324,1859,EtherArts Photography,EtherArts Photography,760 Vinca Ct  ,,Johns Creek,GA,30005,770-690-9389,http://www.etherartsus.com,760 Vinca Ct  ,Johns Creek,GA,30005,541921,54,"Photography Studios, Portrait",2015-10-28T00:00:00.000Z,Y,2019,32123,2019-02-08T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP116772,"http://maps.google.com/?daddr=760 Vinca Ct   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.21147009522619,34.068267689259123,1860,"C2 Digitran, LLC","C2 Digitran, LLC",230 Crown Vetch Ln  ,,Johns Creek,GA,30005,,,230 Crown Vetch Ln  ,Johns Creek,GA,30005,541512,54,Computer Systems Design Services,2014-07-01T00:00:00.000Z,Y,2018,28982,2018-03-21T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP116784,"http://maps.google.com/?daddr=230 Crown Vetch Ln   Johns Creek, GA 30005",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.21147009522619,34.068267689259123,1861,"C2 Digitran, LLC","C2 Digitran, LLC",230 Crown Vetch Ln  ,,Johns Creek,GA,30005,,,230 Crown Vetch Ln  ,Johns Creek,GA,30005,541512,54,Computer Systems Design Services,2014-07-01T00:00:00.000Z,Y,2019,28982,2019-03-21T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP116784,"http://maps.google.com/?daddr=230 Crown Vetch Ln   Johns Creek, GA 30005",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.21147009522619,34.068267689259123,1862,"Ronsys Technologies, LLC","Ronsys Technologies, LLC",230 Crown Vetch Ln  ,,Johns Creek,GA,30005,,,230 Crown Vetch Ln  ,Johns Creek,GA,30005,541512,54,Computer Systems Design Services,2014-08-01T00:00:00.000Z,Y,2019,28983,2019-03-21T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP116784,"http://maps.google.com/?daddr=230 Crown Vetch Ln   Johns Creek, GA 30005",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.21147009522619,34.068267689259123,1863,"Ronsys Technologies, LLC","Ronsys Technologies, LLC",230 Crown Vetch Ln  ,,Johns Creek,GA,30005,,,230 Crown Vetch Ln  ,Johns Creek,GA,30005,541512,54,Computer Systems Design Services,2014-08-01T00:00:00.000Z,Y,2018,28983,2018-03-21T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP116784,"http://maps.google.com/?daddr=230 Crown Vetch Ln   Johns Creek, GA 30005",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.214048896579456,34.067851758123716,1864,Nailed It Roofing & Restoration,Nailed It Roofing & Restoration LLC,340 Crown Vetch Ln  ,,Johns Creek,GA,30005,770-696-3921,http://www.naileditroofs.com,340 Crown Vetch Ln  ,Johns Creek,GA,30005,238160,23,Roofing Contractors,2017-01-01T00:00:00.000Z,Y,2019,32974,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP116750,"http://maps.google.com/?daddr=340 Crown Vetch Ln   Johns Creek, GA 30005","Construction, Supplies, & Trades",
-84.214048896579456,34.067851758123716,1865,Nailed It Roofing & Restoration,Nailed It Roofing & Restoration LLC,340 Crown Vetch Ln  ,,Johns Creek,GA,30005,770-696-3921,http://www.naileditroofs.com,340 Crown Vetch Ln  ,Johns Creek,GA,30005,238160,23,Roofing Contractors,2017-01-01T00:00:00.000Z,Y,2018,32974,2018-02-26T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP116750,"http://maps.google.com/?daddr=340 Crown Vetch Ln   Johns Creek, GA 30005","Construction, Supplies, & Trades",
-84.209842254507819,34.068576060419254,1866,Lee Beauty & Boutique,"Lee, Hong Suk",11813 Wellsley Way  ,,Johns Creek,GA,30005,,,11813 Wellsley Way  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2015-01-22T00:00:00.000Z,Y,2018,25897,2018-03-07T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP117216,"http://maps.google.com/?daddr=11813 Wellsley Way   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.209842254507819,34.068576060419254,1867,Lee Beauty & Boutique,"Lee, Hong Suk",11813 Wellsley Way  ,,Johns Creek,GA,30005,,,11813 Wellsley Way  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2015-01-22T00:00:00.000Z,Y,2019,25897,2019-03-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP117216,"http://maps.google.com/?daddr=11813 Wellsley Way   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.201891891305053,34.064005734647687,1868,Spectrums Studios,"Spectrums Studio, LLC",5325 Johns View St  ,,Johns Creek,GA,30005,404-944-9792,http://www.spectrumsstudio.com,5325 Johns View St  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2015-09-01T00:00:00.000Z,Y,2018,32057,2018-02-07T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP119966,"http://maps.google.com/?daddr=5325 Johns View St   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.201891891305053,34.064005734647687,1869,Spectrums Studios,"Spectrums Studio, LLC",5325 Johns View St  ,,Johns Creek,GA,30005,404-944-9792,http://www.spectrumsstudio.com,5325 Johns View St  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2015-09-01T00:00:00.000Z,Y,2019,32057,2019-03-25T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP119966,"http://maps.google.com/?daddr=5325 Johns View St   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.204733362920521,34.060435083827187,1870,SureCare Wear LLC,SureCare Wear LLC,205 Glenmoor Path  ,,Johns Creek,GA,30005,770-702-0708,,205 Glenmoor Path  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2017-02-01T00:00:00.000Z,Y,2018,33380,2018-03-29T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP119991,"http://maps.google.com/?daddr=205 Glenmoor Path   Johns Creek, GA 30005",Clothing & Accessories,FASHION_AND_CLOTHING
-84.204733362920521,34.060435083827187,1871,SureCare Wear LLC,SureCare Wear LLC,205 Glenmoor Path  ,,Johns Creek,GA,30005,770-702-0708,,205 Glenmoor Path  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2017-02-01T00:00:00.000Z,Y,2019,33380,2019-03-18T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP119991,"http://maps.google.com/?daddr=205 Glenmoor Path   Johns Creek, GA 30005",Clothing & Accessories,FASHION_AND_CLOTHING
-84.204733362920521,34.060435083827187,1872,Blossom Breeze,Blossom Breeze LLC,205 Glenmoor Path  ,,Johns Creek,GA,30005,,,205 Glenmoor Path  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2014-09-19T00:00:00.000Z,Y,2018,20899,2018-03-29T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP119991,"http://maps.google.com/?daddr=205 Glenmoor Path   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.204733362920521,34.060435083827187,1873,Blossom Breeze,Blossom Breeze LLC,205 Glenmoor Path  ,,Johns Creek,GA,30005,,,205 Glenmoor Path  ,Johns Creek,GA,30005,453998,45,All Other Miscellaneous Store Retailers,2014-09-19T00:00:00.000Z,Y,2019,20899,2019-03-18T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP119991,"http://maps.google.com/?daddr=205 Glenmoor Path   Johns Creek, GA 30005",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.202148219076349,34.061048688776175,1874,Alliance Healthcare Systems LLC,Alliance Healthcare Systems LLC,5405 Hillbrooke Trce  ,,Johns Creek,GA,30005,404-427-3457,http://www.alliancehealthcare.com,5405  North Hill Brook Trce  ,Johns Creek,GA,30005,485999,48,All Other Transit & Ground Passenger Tra,2015-10-09T00:00:00.000Z,Y,2018,32092,2018-01-02T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP120015,"http://maps.google.com/?daddr=5405 Hillbrooke Trce   Johns Creek, GA 30005",Beauty & Spas,PERSONAL_CARE
-84.202148219076349,34.061048688776175,1875,Alliance Healthcare Systems LLC,Alliance Healthcare Systems LLC,5405 Hillbrooke Trce  ,,Johns Creek,GA,30005,404-427-3457,http://www.alliancehealthcare.com,5405  North Hill Brook Trce  ,Johns Creek,GA,30005,485999,48,All Other Transit & Ground Passenger Tra,2015-10-09T00:00:00.000Z,Y,2019,32092,2019-01-02T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP120015,"http://maps.google.com/?daddr=5405 Hillbrooke Trce   Johns Creek, GA 30005",Beauty & Spas,PERSONAL_CARE
-84.195587640613923,34.062163392297798,1876,Flour Girl Cupcakes,"Flour Girl Cupcakes, LLC",5770 Hillbrooke Trce  ,,Johns Creek,GA,30005,678-613-1088,,5770 Hillbrooke Trce  ,Johns Creek,GA,30005,311811,31,Retail Bakeries,2018-03-21T00:00:00.000Z,Y,2018,33535,2018-03-22T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP122247,"http://maps.google.com/?daddr=5770 Hillbrooke Trce   Johns Creek, GA 30005",Home & Garden,HARDWARE_STORE
-84.195587640613923,34.062163392297798,1877,Flour Girl Cupcakes,"Flour Girl Cupcakes, LLC",5770 Hillbrooke Trce  ,,Johns Creek,GA,30005,678-613-1088,,5770 Hillbrooke Trce  ,Johns Creek,GA,30005,311811,31,Retail Bakeries,2018-03-21T00:00:00.000Z,Y,2019,33535,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP122247,"http://maps.google.com/?daddr=5770 Hillbrooke Trce   Johns Creek, GA 30005",Home & Garden,HARDWARE_STORE
-84.204657995079856,34.061723974956294,1878,"Evcon Services, Inc","Evcon Services, Inc.",275 Dunhill Way Dr  ,,Johns Creek,GA,30005,,,,Johns Creek,GA,30005,238990,23,All Other Specialty Trade Contractors ,2014-01-01T00:00:00.000Z,Y,2018,23019,2018-04-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP119922,"http://maps.google.com/?daddr=275 Dunhill Way Dr   Johns Creek, GA 30005","Construction, Supplies, & Trades",
-84.220093085917668,34.043382777671304,1879,Mhs Consulting,MHS Consulting,10711 Weir Way  ,,Johns Creek,GA,30022,773-704-2945,,10711 Weir Way  ,Johns Creek,GA,30022,541512,54,Computer Systems Design Services,2018-05-07T00:00:00.000Z,Y,2018,33612,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP107844,"http://maps.google.com/?daddr=10711 Weir Way   Johns Creek, GA 30022",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.220093085917668,34.043382777671304,1880,Wave Cloud Solutions,"Wave Cloud Solutions, LLC",10711 Weir Way  ,,Johns Creek,GA,30022,773-704-2945,,10711 Weir Way  ,Johns Creek,GA,30022,541611,54,Administrative Management & General Mgmt,2018-09-20T00:00:00.000Z,Y,2018,33787,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP107844,"http://maps.google.com/?daddr=10711 Weir Way   Johns Creek, GA 30022",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.243172507969334,34.010667824229216,1881,PoppyandJewel,Poppy and Jewel,4085 Merriweather Wds  ,,Johns Creek,GA,30022,818-519-1096,,4085 Merriweather Wds  ,Johns Creek,GA,30022,448150,44,Clothing Accessories Stores,2017-01-09T00:00:00.000Z,Y,2018,32796,2018-04-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP111917,"http://maps.google.com/?daddr=4085 Merriweather Wds   Johns Creek, GA 30022",Clothing & Accessories,FASHION_AND_CLOTHING
-84.245491747496914,34.009965586659511,1882,"EPEC Consultants, LLC","EPEC Consultants, LLC",6040 Carlisle Ln  ,,Johns Creek,GA,30022,678-333-5292,http://www.epeccinsultants.com,6040 Carlisle Ln  ,Johns Creek,GA,30022,541618,54,Other Management Consulting Services,2018-01-16T00:00:00.000Z,Y,2018,33392,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP112109,"http://maps.google.com/?daddr=6040 Carlisle Ln   Johns Creek, GA 30022",Financial,"ATM,BANK_FINANCIAL"
-84.245491747496914,34.009965586659511,1883,"EPEC Consultants, LLC","EPEC Consultants, LLC",6040 Carlisle Ln  ,,Johns Creek,GA,30022,678-333-5292,http://www.epeccinsultants.com,6040 Carlisle Ln  ,Johns Creek,GA,30022,541618,54,Other Management Consulting Services,2018-01-16T00:00:00.000Z,Y,2019,33392,2019-03-08T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP112109,"http://maps.google.com/?daddr=6040 Carlisle Ln   Johns Creek, GA 30022",Financial,"ATM,BANK_FINANCIAL"
-84.229167258246079,34.006031382352496,1884,Foxcor Interior Design,Foxcor Interior Design,365 High Bridge Chs  ,,Johns Creek,GA,30022,770-354-2868,,365 High Bridge Chs  ,Johns Creek,GA,30022,541410,54,Interior Design Services,2018-07-06T00:00:00.000Z,Y,2018,33702,2018-07-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP113331,"http://maps.google.com/?daddr=365 High Bridge Chs   Johns Creek, GA 30022",,
-84.25009086815858,34.005540795486567,1885,"Actnow Media, Inc",Actnow Media Inc.,1225 Stuart Rdg  ,,Johns Creek,GA,30022,,,1225 Stuart Rdg  ,Johns Creek,GA,30022,454111,45,Internet Shopping ,2006-12-01T00:00:00.000Z,Y,2018,19695,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP107497,"http://maps.google.com/?daddr=1225 Stuart Rdg   Johns Creek, GA 30022",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.25009086815858,34.005540795486567,1886,"Actnow Media, Inc",Actnow Media Inc.,1225 Stuart Rdg  ,,Johns Creek,GA,30022,,,1225 Stuart Rdg  ,Johns Creek,GA,30022,454111,45,Internet Shopping ,2006-12-01T00:00:00.000Z,Y,2019,19695,2019-01-25T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP107497,"http://maps.google.com/?daddr=1225 Stuart Rdg   Johns Creek, GA 30022",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.24094325534864,34.00485687792024,1887,"KB Building Co, LLC","KB Building Co, LLC",4060 Brixham Way  ,,Johns Creek,GA,30022,770-883-6969,,4060 Brixham Way  ,Johns Creek,GA,30022,236118,23,Residential Remodelers ,2018-03-08T00:00:00.000Z,Y,2018,33508,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP112337,"http://maps.google.com/?daddr=4060 Brixham Way   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.24094325534864,34.00485687792024,1888,"KB Building Co, LLC","KB Building Co, LLC",4060 Brixham Way  ,,Johns Creek,GA,30022,770-883-6969,,4060 Brixham Way  ,Johns Creek,GA,30022,236118,23,Residential Remodelers ,2018-03-08T00:00:00.000Z,Y,2019,33508,2019-03-04T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP112337,"http://maps.google.com/?daddr=4060 Brixham Way   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.110620165187669,34.048374953226677,1889,Best Tech Signs,Best Tech Signs,330 Riverwalk Ter  ,,Suwanee,GA,30024.,678-396-8883,http://www.besttechsign.com,330 Riverwalk Ter  ,Johns Creek,GA,30024,541490,54,Other Specialized Design Services,2019-01-31T00:00:00.000Z,Y,2019,33979,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100421,"http://maps.google.com/?daddr=330 Riverwalk Ter   Johns Creek, GA 30024.",Clothing & Accessories,FASHION_AND_CLOTHING
