OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Population__1_yr_and_older,Population_did_not_move,Percent_of_pop_did_not_move,Population_who_moved_last_year,Percent_of_population_who_moved,GlobalID,Pop_Chng_per_SqMi_2000_2010,Pop_Moved_From_Diff_State,Pct_Pop_Moved_Diff_State,Pop_Who_Moved_From_Abroad,Pct_Pop_Moved_From_Abroad
142,130304,13117130304,1303.04,ARC 20,2015-05-27T12:35:39.000Z,3741,3562,95.22,179,4.78,{718C99CB-E6D3-4C08-9BE0-FDFF1B384A62},138.3,49,1.31,0,0
143,130404,13117130404,1304.04,ARC 20,2015-05-27T12:35:39.000Z,4022,3515,87.39,444,11.04,{331051D3-579C-4C93-91EA-DC37BA843443},1065.2,92,2.29,63,1.57
144,130306,13117130306,1303.06,ARC 20,2015-05-27T12:35:39.000Z,3792,3657,96.44,135,3.56,{67630CFE-C7E0-4278-BBDE-8287C1DDF515},544.7,56,1.48,0,0
145,130601,13117130601,1306.01,ARC 20,2015-05-27T12:35:39.000Z,2982,2708,90.81,274,9.19,{8017B36B-0126-4329-A31C-F3DB1C458C39},281.9,152,5.1,0,0
146,130510,13117130510,1305.10,ARC 20,2015-05-27T12:35:39.000Z,5935,4881,82.24,1007,16.97,{8F202738-37C4-410B-A141-237D4F343CFC},473.7,77,1.3,47,0.79
147,130406,13117130406,1304.06,ARC 20,2015-05-27T12:35:39.000Z,4872,4097,84.09,741,15.21,{F2199640-6FFF-4219-9CF4-E7938B1861AD},1310,183,3.76,34,0.7
148,130410,13117130410,1304.10,ARC 20,2015-05-27T12:35:39.000Z,3598,2821,78.4,777,21.6,{0494E6BB-1D47-46D3-A8EC-691F717DFDDC},703.1,126,3.5,0,0
149,130203,13117130203,1302.03,ARC 20,2015-05-27T12:35:39.000Z,4632,4092,88.34,540,11.66,{79143A1F-18AB-4249-8AD7-52B692D34E21},91.5,0,0,0,0
150,130204,13117130204,1302.04,ARC 20,2015-05-27T12:35:39.000Z,3417,2395,70.09,979,28.65,{A9F0B352-4E41-4A6B-ADB7-EFFBF909A605},470,116,3.39,43,1.26
151,130202,13117130202,1302.02,ARC 20,2015-05-27T12:35:39.000Z,4607,4144,89.95,463,10.05,{429E6EAD-1ED6-469B-8E3E-F23295C0F8CA},402.2,104,2.26,0,0
152,130509,13117130509,1305.09,ARC 20,2015-05-27T12:35:39.000Z,3665,3453,94.22,212,5.78,{29863502-6E24-40AF-A06C-863118FE7199},-2.4,82,2.24,0,0
153,130403,13117130403,1304.03,ARC 20,2015-05-27T12:35:39.000Z,6467,5636,87.15,831,12.85,{ECB54C36-FDD4-4CD4-8CD0-BA77FF5B38FA},154.5,92,1.42,0,0
154,031506,13067031506,315.06,ARC 10,2015-05-27T12:35:39.000Z,5005,4175,83.42,830,16.58,{FCF42C60-6BBF-442C-A1BF-DE4A1D186595},92.2,5,0.1,0,0
155,031508,13067031508,315.08,ARC 10,2015-05-27T12:35:39.000Z,4931,3830,77.67,1058,21.46,{CB3D0393-F8FF-4D7A-A147-81F2469BD877},257.7,138,2.8,43,0.87
156,031116,13067031116,311.16,ARC 10,2015-05-27T12:35:39.000Z,5769,3794,65.77,1975,34.23,{BEB8CA7C-E291-40FB-BF2A-591B2583B40A},-264.5,261,4.52,0,0
157,031115,13067031115,311.15,ARC 10,2015-05-27T12:35:39.000Z,4810,4589,95.41,203,4.22,{891A2059-C3B8-47BC-8C1B-973669C43944},425,0,0,18,0.37
158,030223,13067030223,302.23,ARC 10,2015-05-27T12:35:39.000Z,5387,4562,84.69,825,15.31,{F2B0282C-8090-470A-B3B2-28856F006376},661.2,65,1.21,0,0
159,031312,13067031312,313.12,ARC 10,2015-05-27T12:35:39.000Z,7950,6437,80.97,1506,18.94,{6B539BC6-95D6-4208-A4ED-AFEA795CE8D1},689.6,101,1.27,7,0.09
160,031313,13067031313,313.13,ARC 10,2015-05-27T12:35:39.000Z,9203,8332,90.54,871,9.46,{CAAD1919-56B5-45CE-9431-3BBAC27901A9},975,333,3.62,0,0
161,031309,13067031309,313.09,ARC 10,2015-05-27T12:35:39.000Z,7785,6294,80.85,1481,19.02,{EBA90E3F-7A6F-4C87-9740-DA5D80B748B3},307.1,74,0.95,10,0.13
162,130101,13117130101,1301.01,ARC 20,2015-05-27T12:35:39.000Z,3508,3381,96.38,127,3.62,{A2D32A4C-6CD5-410D-8F9D-30F2DEE4724F},148.6,0,0,0,0
163,130104,13117130104,1301.04,ARC 20,2015-05-27T12:35:39.000Z,3895,3436,88.22,459,11.78,{ADD8E409-3C07-4778-A3E5-FE9AFFBD11FE},147.6,108,2.77,0,0
164,130506,13117130506,1305.06,ARC 20,2015-05-27T12:35:39.000Z,2682,2275,84.82,350,13.05,{23783CE7-C49A-4179-A348-A6992FA3036B},309,148,5.52,57,2.13
165,031509,13067031509,315.09,ARC 10,2015-05-27T12:35:39.000Z,9203,7814,84.91,1357,14.75,{20B49B26-F9B6-4C25-82B7-5A6FB22286F8},435.1,86,0.93,32,0.35
166,031113,13067031113,311.13,ARC 10,2015-05-27T12:35:39.000Z,665,349,52.48,316,47.52,{CC7B57D8-8928-415F-8114-959F078D1DCB},-757.5,66,9.92,0,0
167,031114,13067031114,311.14,ARC 10,2015-05-27T12:35:39.000Z,6612,3747,56.67,2518,38.08,{99707609-18B1-4D25-9B2F-B1A191CC3826},1146.4,812,12.28,347,5.25
168,030345,13067030345,303.45,ARC 10,2015-05-27T12:35:39.000Z,4723,2787,59.01,1741,36.86,{B58718BE-5CDA-403C-9700-7D4E55D4D7DB},491.8,344,7.28,195,4.13
169,030344,13067030344,303.44,ARC 10,2015-05-27T12:35:39.000Z,3056,1868,61.13,1064,34.82,{CEB04A30-0999-467C-A3AF-062682AB1EB6},-662.2,269,8.8,124,4.06
170,030411,13067030411,304.11,ARC 10,2015-05-27T12:35:39.000Z,3666,1839,50.16,1783,48.64,{AB68E3CC-726F-46DF-A462-68C75D64457B},-593.8,232,6.33,44,1.2
171,030412,13067030412,304.12,ARC 10,2015-05-27T12:35:39.000Z,3716,2205,59.34,1501,40.39,{6B6B28D4-9763-48A3-AF78-840E238BF48A},-1303.8,301,8.1,10,0.27
172,030414,13067030414,304.14,ARC 10,2015-05-27T12:35:39.000Z,2661,1843,69.26,770,28.94,{52F417B5-C524-4F40-B7E2-183C00D45306},-659,152,5.71,48,1.8
173,030413,13067030413,304.13,ARC 10,2015-05-27T12:35:39.000Z,4939,2965,60.03,1800,36.44,{08008C69-29DF-47B8-BC00-BEB4295DB39A},-1313.3,276,5.59,174,3.52
174,030239,13067030239,302.39,ARC 10,2015-05-27T12:35:39.000Z,8148,7617,93.48,520,6.38,{48B9E394-C180-4C62-BB4E-13E33DFA5388},228.4,151,1.85,11,0.14
175,030238,13067030238,302.38,ARC 10,2015-05-27T12:35:39.000Z,6826,6181,90.55,645,9.45,{6BE824EA-51C4-46C8-A130-72E5CD63C802},350.9,183,2.68,0,0
176,030236,13067030236,302.36,ARC 10,2015-05-27T12:35:39.000Z,4476,3810,85.12,666,14.88,{84D1A655-CC19-4910-B756-BEC057C84CED},370.5,385,8.6,0,0
177,030407,13067030407,304.07,ARC 10,2015-05-27T12:35:39.000Z,4396,4096,93.18,300,6.82,{12CA3642-0F52-4EAF-BEF3-CF56795BAC01},-70.6,102,2.32,0,0
178,030408,13067030408,304.08,ARC 10,2015-05-27T12:35:39.000Z,3043,2622,86.16,361,11.86,{DEA62763-B498-42D0-AD3F-648B564020BC},7.8,48,1.58,60,1.97
179,030410,13067030410,304.10,ARC 10,2015-05-27T12:35:39.000Z,5067,3427,67.63,1560,30.79,{9BF9C2D5-D57E-4943-959B-A909B786DE7F},-34.1,75,1.48,80,1.58
180,030409,13067030409,304.09,ARC 10,2015-05-27T12:35:39.000Z,3398,3309,97.38,89,2.62,{93C710FD-2252-4EDD-B9AC-139CBC80B5A4},198.6,20,0.59,0,0
181,030343,13067030343,303.43,ARC 10,2015-05-27T12:35:39.000Z,4878,4547,93.21,331,6.79,{2DF1076D-E163-44C2-AA06-0E261A949175},71.7,0,0,0,0
182,030342,13067030342,303.42,ARC 10,2015-05-27T12:35:39.000Z,4768,4490,94.17,278,5.83,{25F84FE8-685F-421B-B584-17C00D6E4B77},62.1,100,2.1,0,0
183,030340,13067030340,303.40,ARC 10,2015-05-27T12:35:39.000Z,3629,3049,84.02,580,15.98,{8C9A24B2-2DEC-41B3-89ED-460D6D4DBBE8},-179.4,274,7.55,0,0
184,030341,13067030341,303.41,ARC 10,2015-05-27T12:35:39.000Z,4642,4124,88.84,507,10.92,{58C18846-39D2-47F4-8829-92CE4CAFC72A},30.6,278,5.99,11,0.24
185,031409,13067031409,314.09,ARC 10,2015-05-27T12:35:39.000Z,5354,4995,93.29,353,6.59,{047689AF-467B-4359-954B-E9B3C18807B2},14,41,0.77,6,0.11
186,031408,13067031408,314.08,ARC 10,2015-05-27T12:35:39.000Z,5718,4317,75.5,1395,24.4,{FBC7A039-E824-4F58-B2F4-8EC3B9EF84F1},211.3,103,1.8,6,0.1
187,030107,13067030107,301.07,ARC 10,2015-05-27T12:35:39.000Z,4638,4012,86.5,626,13.5,{20CC36AA-5C48-41CC-BBF4-533E2323BEFE},725.6,20,0.43,0,0
188,030106,13067030106,301.06,ARC 10,2015-05-27T12:35:39.000Z,6909,5425,78.52,1356,19.63,{7561ACDC-8CBA-439B-B285-C77E38AF1F3E},1167.9,339,4.91,128,1.85
189,030505,13067030505,305.05,ARC 10,2015-05-27T12:35:39.000Z,6039,4351,72.05,1674,27.72,{E01B98E7-A041-4E5F-9300-EE999C934320},395.5,534,8.84,14,0.23
190,030800,13067030800,308,ARC 10,2015-05-27T12:35:39.000Z,3925,2326,59.26,1398,35.62,{D357D188-55C8-443D-9F9C-469954D7B660},-498,169,4.31,201,5.12
191,030902,13067030902,309.02,ARC 10,2015-05-27T12:35:39.000Z,6483,5054,77.96,1395,21.52,{78EE631E-0835-444D-920C-7F5537050014},-704.5,228,3.52,34,0.52
192,031311,13067031311,313.11,ARC 10,2015-05-27T12:35:39.000Z,8940,6920,77.4,1980,22.15,{7B10F5D3-F6C1-4628-973D-675304334261},592.5,167,1.87,40,0.45
193,031406,13067031406,314.06,ARC 10,2015-05-27T12:35:39.000Z,6576,4923,74.86,1649,25.08,{8E9FD4E6-D24D-4702-81ED-C5B2D7B58959},892.1,383,5.82,4,0.06
194,031405,13067031405,314.05,ARC 10,2015-05-27T12:35:39.000Z,7761,6209,80,1530,19.71,{8FC93DD3-D395-4A43-AF6A-888A4CCF8C17},5.1,362,4.66,22,0.28
195,030320,13067030320,303.20,ARC 10,2015-05-27T12:35:39.000Z,7105,5203,73.23,1825,25.69,{FCDC1ACE-E72C-49B7-8182-EE635B68BD3B},357.5,801,11.27,77,1.08
196,030318,13067030318,303.18,ARC 10,2015-05-27T12:35:39.000Z,7609,6725,88.38,693,9.11,{1831E854-0CE3-47A0-8BCF-D912BA4A986E},67.4,133,1.75,191,2.51
197,031005,13067031005,310.05,ARC 10,2015-05-27T12:35:39.000Z,5619,4741,84.37,853,15.18,{B05C7965-04D5-48DA-8A6B-B830AB05C9F1},445,183,3.26,25,0.44
198,031002,13067031002,310.02,ARC 10,2015-05-27T12:35:39.000Z,7415,5512,74.34,1808,24.38,{C243C9B9-EA71-4E98-BC51-AE897678FCA5},579.4,132,1.78,95,1.28
199,030904,13067030904,309.04,ARC 10,2015-05-27T12:35:39.000Z,5463,4515,82.65,801,14.66,{43470BEA-6C0E-495F-895F-103554A94020},-38.5,252,4.61,147,2.69
200,030901,13067030901,309.01,ARC 10,2015-05-27T12:35:39.000Z,7124,5888,82.65,1137,15.96,{D89316B7-775E-4BCC-A9D5-CF18BDF8B5AB},-19.3,89,1.25,99,1.39
201,031503,13067031503,315.03,ARC 10,2015-05-27T12:35:39.000Z,8366,7124,85.15,1220,14.58,{9A5CEE72-197C-4AF7-8925-D08A473448D2},78.4,382,4.57,22,0.26
202,031307,13067031307,313.07,ARC 10,2015-05-27T12:35:39.000Z,6091,5508,90.43,566,9.29,{5E9C3CAB-2ABA-41C4-B059-5066984AB256},28.5,94,1.54,17,0.28
203,031308,13067031308,313.08,ARC 10,2015-05-27T12:35:39.000Z,4489,4014,89.42,475,10.58,{A9307527-12CE-4965-94C0-2E5706F440BE},114.8,26,0.58,0,0
204,030319,13067030319,303.19,ARC 10,2015-05-27T12:35:39.000Z,4150,3901,94,249,6,{AD45815D-7077-4BCB-ABC5-936C68ABC58B},-9.3,38,0.92,0,0
205,030333,13067030333,303.33,ARC 10,2015-05-27T12:35:39.000Z,6237,5003,80.21,1217,19.51,{70F6BA0C-EC3E-49AB-BAFA-4250C37F0BD5},28.3,302,4.84,17,0.27
206,030332,13067030332,303.32,ARC 10,2015-05-27T12:35:39.000Z,3291,2870,87.21,409,12.43,{5B7CAE2D-BB5F-4191-8E08-2CCCD971DD37},-35.7,86,2.61,12,0.36
207,030335,13067030335,303.35,ARC 10,2015-05-27T12:35:39.000Z,4738,4306,90.88,432,9.12,{3F9623C7-46D5-4310-AF08-A7258922FB02},-173,173,3.65,0,0
208,031106,13067031106,311.06,ARC 10,2015-05-27T12:35:39.000Z,7800,6705,85.96,1078,13.82,{F100F9DA-4FD0-463E-B3D4-756A8D946376},258.6,187,2.4,17,0.22
209,030331,13067030331,303.31,ARC 10,2015-05-27T12:35:39.000Z,5846,5197,88.9,644,11.02,{09CD7FBA-3DB8-4D34-9819-75FCD3366578},-73.6,76,1.3,5,0.09
210,030322,13067030322,303.22,ARC 10,2015-05-27T12:35:39.000Z,3683,3233,87.78,450,12.22,{69DC7317-3094-44AE-AE2B-65888B056733},-15.7,91,2.47,0,0
211,031112,13067031112,311.12,ARC 10,2015-05-27T12:35:39.000Z,4645,3694,79.53,942,20.28,{D5B77E6C-2B4F-46DB-9AB9-B105F07B7AD0},10,152,3.27,9,0.19
212,030504,13067030504,305.04,ARC 10,2015-05-27T12:35:39.000Z,5978,4455,74.52,1474,24.66,{75B3542B-6B98-442D-A442-4BB98515D7F6},189.2,167,2.79,49,0.82
213,030327,13067030327,303.27,ARC 10,2015-05-27T12:35:39.000Z,4042,3676,90.95,333,8.24,{B4FBB7DB-3E91-4855-AF50-7C3A4A5FA0BE},18.4,55,1.36,33,0.82
214,030329,13067030329,303.29,ARC 10,2015-05-27T12:35:39.000Z,4440,3967,89.35,473,10.65,{04E57163-E19E-491E-B858-3997CF7D7AAE},-97.6,76,1.71,0,0
215,030339,13067030339,303.39,ARC 10,2015-05-27T12:35:39.000Z,5005,2587,51.69,2178,43.52,{68733DCF-BE5F-409F-ABBB-156DE0561EEC},607.2,279,5.57,240,4.8
216,030314,13067030314,303.14,ARC 10,2015-05-27T12:35:39.000Z,8135,7489,92.06,628,7.72,{3BEEDCFA-C0DC-402A-B2F4-181CFD5CCA79},271.6,206,2.53,18,0.22
217,030336,13067030336,303.36,ARC 10,2015-05-27T12:35:39.000Z,7872,6786,86.2,1086,13.8,{5B923E94-28BA-4BA7-9DFF-9BFCFBA1DC70},-159.3,129,1.64,0,0
218,040411,13063040411,404.11,ARC 10,2015-05-27T12:35:39.000Z,11563,10080,87.17,1464,12.66,{3230B974-18D7-4365-8C2F-7C5B2878154E},679.1,189,1.63,19,0.16
219,040512,13063040512,405.12,ARC 10,2015-05-27T12:35:39.000Z,4736,3754,79.27,982,20.73,{5DD32168-3564-4BB5-B569-44C3BF59C97C},360,18,0.38,0,0
220,040608,13063040608,406.08,ARC 10,2015-05-27T12:35:39.000Z,10516,8063,76.67,2453,23.33,{4E66D9E2-FB67-41DF-ACE3-2E6CEF7EFCF6},339.3,675,6.42,0,0
221,040614,13063040614,406.14,ARC 10,2015-05-27T12:35:39.000Z,4891,4384,89.63,496,10.14,{B843B847-EEF5-4AAA-BF75-164F491BB9AD},-135.2,77,1.57,11,0.22
222,040606,13063040606,406.06,ARC 10,2015-05-27T12:35:39.000Z,3311,2649,80.01,610,18.42,{62AF4CD7-09E6-4953-9933-00C0660E6483},22.7,48,1.45,52,1.57
223,040612,13063040612,406.12,ARC 10,2015-05-27T12:35:39.000Z,6809,3562,52.31,3222,47.32,{7BF2041B-141B-413A-B32C-37B189BD4CA7},969.3,207,3.04,25,0.37
224,040609,13063040609,406.09,ARC 10,2015-05-27T12:35:39.000Z,6529,4977,76.23,1416,21.69,{8E0EAC64-E9F4-4898-8776-F927DDA69A9C},362.2,414,6.34,136,2.08
225,040412,13063040412,404.12,ARC 10,2015-05-27T12:35:39.000Z,6498,4799,73.85,1699,26.15,{D13A4D21-B4C8-4E3B-B912-7083079140AB},142.9,223,3.43,0,0
226,040413,13063040413,404.13,ARC 10,2015-05-27T12:35:39.000Z,7384,6326,85.67,1058,14.33,{78AA9FAF-FA0A-483C-BCEF-093B2180CE18},569.5,332,4.5,0,0
227,040613,13063040613,406.13,ARC 10,2015-05-27T12:35:39.000Z,7753,6276,80.95,1438,18.55,{9C859D84-664F-4C3D-8EB7-ECA03F7E39B2},264.7,196,2.53,39,0.5
228,040408,13063040408,404.08,ARC 10,2015-05-27T12:35:39.000Z,7587,5956,78.5,1600,21.09,{14EA7E8E-ACD6-47F0-AA5F-203489AF2BCC},80.8,174,2.29,31,0.41
229,040409,13063040409,404.09,ARC 10,2015-05-27T12:35:39.000Z,6081,5378,88.44,688,11.31,{B712043F-574D-4D2C-8211-D88895441B7B},170,16,0.26,15,0.25
230,040410,13063040410,404.10,ARC 10,2015-05-27T12:35:39.000Z,7221,6276,86.91,894,12.38,{857C06A3-D452-4CA8-AD6E-DC1E004CAE28},150.5,98,1.36,51,0.71
231,040303,13063040303,403.03,ARC 10,2015-05-27T12:35:39.000Z,7851,6614,84.24,1149,14.64,{351E16EE-BCCC-4270-9DF0-E48A5EFB8FC7},-348.3,95,1.21,88,1.12
232,040302,13063040302,403.02,ARC 10,2015-05-27T12:35:39.000Z,4497,3332,74.09,1165,25.91,{35084D60-2AFD-447A-8063-257BDC434E99},-646.8,132,2.94,0,0
233,040611,13063040611,406.11,ARC 10,2015-05-27T12:35:39.000Z,6200,5218,84.16,825,13.31,{50F47F31-9222-4626-8E1A-DAF163CC86BD},155,136,2.19,157,2.53
234,040407,13063040407,404.07,ARC 10,2015-05-27T12:35:39.000Z,3520,3019,85.77,463,13.15,{60E6222F-9DB8-4B0C-8181-578629FB9692},94,127,3.61,38,1.08
235,040510,13063040510,405.10,ARC 10,2015-05-27T12:35:39.000Z,3725,3116,83.65,603,16.19,{F9A82BB7-C695-43B3-9B9F-082F393D0B4B},-286.7,118,3.17,6,0.16
236,040514,13063040514,405.14,ARC 10,2015-05-27T12:35:39.000Z,6759,5484,81.14,1195,17.68,{8B0676E3-CB7D-4766-AA8A-AA951BCB5886},988.4,240,3.55,80,1.18
237,040307,13063040307,403.07,ARC 10,2015-05-27T12:35:39.000Z,4721,4310,91.29,411,8.71,{D32444EB-4168-4EF1-A81F-BB57804FB3EA},495,0,0,0,0
238,980000,13063980000,9800,ARC 10,2015-05-27T12:35:39.000Z,0,0,,0,,{219A1679-F5FA-49CE-9EDB-A67D0F9D04D3},,0,,0,
239,040622,13063040622,406.22,ARC 10,2015-05-27T12:35:39.000Z,7086,6156,86.88,920,12.98,{A2809423-2A08-49A2-AECB-4FC3F1EB36D7},-87.8,252,3.56,10,0.14
240,040621,13063040621,406.21,ARC 10,2015-05-27T12:35:39.000Z,7738,6895,89.11,800,10.34,{6CA64309-0E07-4D88-8BA4-3B5B9D94BB44},1229,136,1.76,43,0.56
241,040619,13063040619,406.19,ARC 10,2015-05-27T12:35:39.000Z,3040,2794,91.91,246,8.09,{0A2FF1D1-DD00-4D80-9EE7-F9F89FB372E3},142.9,0,0,0,0
242,040523,13063040523,405.23,ARC 10,2015-05-27T12:35:39.000Z,3140,2344,74.65,793,25.25,{0A8DC0CC-5F12-4E7B-B9DD-F75C97D50163},978,99,3.15,3,0.1
243,040522,13063040522,405.22,ARC 10,2015-05-27T12:35:39.000Z,4820,3734,77.47,1086,22.53,{920282FC-99F2-4ED6-A364-DE90E9EB8D7C},-504.7,135,2.8,0,0
244,040520,13063040520,405.20,ARC 10,2015-05-27T12:35:39.000Z,3511,2185,62.23,1310,37.31,{99C00BFA-7C6F-40F1-BDFB-E6F721C67F83},-523.8,193,5.5,16,0.46
245,040519,13063040519,405.19,ARC 10,2015-05-27T12:35:39.000Z,4548,2634,57.92,1914,42.08,{A7334B05-2236-441B-8E27-48AE7A148A20},1263.3,262,5.76,0,0
246,040417,13063040417,404.17,ARC 10,2015-05-27T12:35:39.000Z,4067,2805,68.97,1262,31.03,{83F6378B-0A03-4640-917E-9FC459EC86EF},12.5,433,10.65,0,0
247,040203,13063040203,402.03,ARC 10,2015-05-27T12:35:39.000Z,3354,2243,66.88,1083,32.29,{DEDC5017-F0C0-466A-AFCF-98070A035C7B},117.3,148,4.41,28,0.83
248,040617,13063040617,406.17,ARC 10,2015-05-27T12:35:39.000Z,1346,1090,80.98,256,19.02,{2AC96830-A8DA-4946-935B-93F654B9D94E},520,0,0,0,0
249,040615,13063040615,406.15,ARC 10,2015-05-27T12:35:39.000Z,2182,1776,81.39,401,18.38,{64CB7A00-DDA0-42F7-8322-CFFD7CB8D4DB},138.5,19,0.87,5,0.23
250,040521,13063040521,405.21,ARC 10,2015-05-27T12:35:39.000Z,3093,2551,82.48,542,17.52,{F8511AA1-673A-422A-A738-9E004F5CD5ED},-113,48,1.55,0,0
251,040415,13063040415,404.15,ARC 10,2015-05-27T12:35:39.000Z,5933,4209,70.94,1724,29.06,{7B27FCBC-19C4-4676-8468-C9AE95492AFE},-703.1,526,8.87,0,0
252,040414,13063040414,404.14,ARC 10,2015-05-27T12:35:39.000Z,1344,1167,86.83,177,13.17,{C71EA69F-0E97-442C-94BC-AD1AE0E70799},403.8,0,0,0,0
253,040204,13063040204,402.04,ARC 10,2015-05-27T12:35:39.000Z,3746,2469,65.91,1263,33.72,{21247B65-5FAD-4AE7-8E49-AF40398CAC58},-625.5,517,13.8,14,0.37
254,040308,13063040308,403.08,ARC 10,2015-05-27T12:35:39.000Z,5165,3836,74.27,1296,25.09,{EE63AEC8-D5D7-4C92-9518-4E939AB570A2},-215.3,85,1.65,33,0.64
255,040620,13063040620,406.20,ARC 10,2015-05-27T12:35:39.000Z,3094,2593,83.81,501,16.19,{8A996211-44C8-4DCA-AC9E-5B575C6EB377},366.3,57,1.84,0,0
256,040616,13063040616,406.16,ARC 10,2015-05-27T12:35:39.000Z,8323,6139,73.76,2061,24.76,{848BBEED-CECE-4DDD-97B2-8D814C090B86},613.8,364,4.37,123,1.48
257,040526,13063040526,405.26,ARC 10,2015-05-27T12:35:39.000Z,5514,4581,83.08,933,16.92,{46822EC4-6E56-4E2A-90BF-2588E9A09B42},-89.5,144,2.61,0,0
258,040525,13063040525,405.25,ARC 10,2015-05-27T12:35:39.000Z,2794,2519,90.16,259,9.27,{C3C493E3-9EE1-4B84-8F5B-8D0FE5AF0ECA},-22.2,71,2.54,16,0.57
259,040524,13063040524,405.24,ARC 10,2015-05-27T12:35:39.000Z,7560,6213,82.18,1297,17.16,{F56FBA08-8011-4CD5-A0CD-31F387FEDE75},-362.9,55,0.73,50,0.66
260,040416,13063040416,404.16,ARC 10,2015-05-27T12:35:39.000Z,3885,3429,88.26,456,11.74,{64DA2E1E-2785-4B13-84BC-66D159151938},-444.7,50,1.29,0,0
261,040306,13063040306,403.06,ARC 10,2015-05-27T12:35:39.000Z,2612,1552,59.42,1060,40.58,{9FBE794B-514F-4CA5-B64E-AE64606265C6},-125.9,115,4.4,0,0
262,040516,13063040516,405.16,ARC 10,2015-05-27T12:35:39.000Z,5408,4497,83.15,911,16.85,{B6357BBD-178C-480C-A83A-4DC9867118A5},755.3,138,2.55,0,0
263,040509,13063040509,405.09,ARC 10,2015-05-27T12:35:40.000Z,3914,3587,91.65,327,8.35,{5917AC63-32ED-451B-80C9-402861437155},-9,45,1.15,0,0
264,040202,13063040202,402.02,ARC 10,2015-05-27T12:35:40.000Z,3175,2513,79.15,662,20.85,{596C3D19-4EF2-4F80-9B37-0047E0B3FD3A},-415.1,162,5.1,0,0
265,040518,13063040518,405.18,ARC 10,2015-05-27T12:35:40.000Z,5212,4159,79.8,1053,20.2,{9DCA19CC-181D-4970-AB6C-B1E5D2C1CF3A},344.3,80,1.53,0,0
266,040515,13063040515,405.15,ARC 10,2015-05-27T12:35:40.000Z,7519,6054,80.52,1452,19.31,{D4ED912B-A1A2-4E78-9F52-2F09EC906624},-111.7,412,5.48,13,0.17
267,040513,13063040513,405.13,ARC 10,2015-05-27T12:35:40.000Z,5369,4734,88.17,561,10.45,{44C02A09-3044-4230-A500-3471E0B7D392},-77.8,29,0.54,74,1.38
268,070403,13151070403,704.03,ARC 10,2015-05-27T12:35:40.000Z,10866,8720,80.25,2134,19.64,{E5471DC9-98DE-43BD-B4FA-725C2002F9A2},204,347,3.19,12,0.11
269,070307,13151070307,703.07,ARC 10,2015-05-27T12:35:40.000Z,4188,3821,91.24,357,8.52,{8E5E9027-491E-4781-A086-07689C7BC645},624.1,108,2.58,10,0.24
270,070113,13151070113,701.13,ARC 10,2015-05-27T12:35:40.000Z,3513,2954,84.09,559,15.91,{591902F6-D586-416C-94CE-6C47C3A7DF61},6.9,41,1.17,0,0
271,070501,13151070501,705.01,ARC 10,2015-05-27T12:35:40.000Z,6408,4713,73.55,1680,26.22,{A67D3C42-EABA-4ED6-A1CC-D3E37738F48B},150.7,448,6.99,15,0.23
272,070502,13151070502,705.02,ARC 10,2015-05-27T12:35:40.000Z,12535,10691,85.29,1813,14.46,{E429A7F4-46FD-40F0-B1DF-2C4096CF38C9},270.4,347,2.77,31,0.25
273,070311,13151070311,703.11,ARC 10,2015-05-27T12:35:40.000Z,10531,7743,73.53,2720,25.83,{1378572A-B398-48F9-856F-E7BF8EA7DDDD},1014.1,362,3.44,68,0.65
274,070404,13151070404,704.04,ARC 10,2015-05-27T12:35:40.000Z,5967,4596,77.02,1371,22.98,{419F2C90-7168-4BFC-A0DF-668ECF9903E5},165.4,173,2.9,0,0
275,070204,13151070204,702.04,ARC 10,2015-05-27T12:35:40.000Z,4562,4130,90.53,432,9.47,{9990E424-F4C2-49CF-983A-9BC0E788AA05},81.3,49,1.07,0,0
276,070310,13151070310,703.10,ARC 10,2015-05-27T12:35:40.000Z,4206,3476,82.64,730,17.36,{2B88B5BE-7A0C-46D7-BC48-FD6CADAF0AB6},-157.9,134,3.19,0,0
277,070205,13151070205,702.05,ARC 10,2015-05-27T12:35:40.000Z,9932,8911,89.72,1019,10.26,{21BF3FB9-0618-4E78-9E3F-97872F2293F3},342.1,289,2.91,2,0.02
278,070309,13151070309,703.09,ARC 10,2015-05-27T12:35:40.000Z,7446,6804,91.38,642,8.62,{427B8442-FFCC-455A-BA96-FCA2049CDA9F},792,261,3.51,0,0
279,070114,13151070114,701.14,ARC 10,2015-05-27T12:35:40.000Z,4964,3635,73.23,1316,26.51,{508B9EBF-7DC7-4E4F-BFFE-4B030B773B46},437.7,276,5.56,13,0.26
280,070111,13151070111,701.11,ARC 10,2015-05-27T12:35:40.000Z,7493,6810,90.88,683,9.12,{DD98898F-9248-4EC0-93AD-B6CDD1E3AB56},578.6,62,0.83,0,0
281,070107,13151070107,701.07,ARC 10,2015-05-27T12:35:40.000Z,6275,5349,85.24,909,14.49,{3B58E924-10F6-4BAF-821A-4050B0C2A555},136.8,201,3.2,17,0.27
282,070109,13151070109,701.09,ARC 10,2015-05-27T12:35:40.000Z,3113,2788,89.56,325,10.44,{0A768CD3-0D53-44D3-8D84-DB0F9BA95F8B},102.7,13,0.42,0,0
