OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHANGE_WORKERS_2002_07,CHG_WRKRS_AGE_29_YNGR_2002_07,CHG_WRKRS_AGE_30_54_2002_07,CHG_WRKRS_AGE_55_OLDR_2002_07,CHG_WRKRS_1250_LESS_2002_07,CHG_WRKRS_1251_3333_2002_07,CHG_WRKRS_3333_MORE_2002_07,CHG_PCT_WRKRS_29_YNGR_2002_07,CHG_PCT_WRKRS_30_54_2002_07,CHG_PCT_WRKRS_55_OLDR_2002_07,CHG_PCT_WRKRS_1250_LESS_2002_07,CHG_PCT_WRKRS_1251_3333_2002_07,CHG_PCT_WRKRS_3333_MORE_2002_07,CHANGE_WORKERS_2007_10,CHG_WRKRS_AGE_29_YNGR_2007_10,CHG_WRKRS_AGE_30_54_2007_10,CHG_WRKRS_AGE_55_OLDR_2007_10,CHG_WRKRS_1250_LESS_2007_10,CHG_WRKRS_1251_3333_2007_10,CHG_WRKRS_3333_MORE_2007_10,CHG_PCT_WRKRS_29_YNGR_2007_10,CHG_PCT_WRKRS_30_54_2007_10,CHG_PCT_WRKRS_55_OLDR_2007_10,CHG_PCT_WRKRS_1250_LESS_2007_10,CHG_PCT_WRKRS_1251_3333_2007_10,CHG_PCT_WRKRS_3333_MORE_2007_10,CHANGE_WORKERS_2010_15,CHG_WRKRS_AGE_29_YNGR_2010_15,CHG_WRKRS_AGE_30_54_2010_15,CHG_WRKRS_AGE_55_OLDR_2010_15,CHG_WRKRS_1250_LESS_2010_15,CHG_WRKRS_1251_3333_2010_15,CHG_WRKRS_3333_MORE_2010_15,CHG_PCT_WRKRS_29_YNGR_2010_15,CHG_PCT_WRKRS_30_54_2010_15,CHG_PCT_WRKRS_55_OLDR_2010_15,CHG_PCT_WRKRS_1250_LESS_2010_15,CHG_PCT_WRKRS_1251_3333_2010_15,CHG_PCT_WRKRS_3333_MORE_2010_15,CHANGE_WORKERS_2002_15,CHG_WRKRS_AGE_29_YNGR_2002_15,CHG_WRKRS_AGE_30_54_2002_15,CHG_WRKRS_AGE_55_OLDR_2002_15,CHG_WRKRS_1250_LESS_2002_15,CHG_WRKRS_1251_3333_2002_15,CHG_WRKRS_3333_MORE_2002_15,CHG_PCT_WRKRS_29_YNGR_2002_15,CHG_PCT_WRKRS_30_54_2002_15,CHG_PCT_WRKRS_55_OLDR_2002_15,CHG_PCT_WRKRS_1250_LESS_2002_15,CHG_PCT_WRKRS_1251_3333_2002_15,CHG_PCT_WRKRS_3333_MORE_2002_15,GlobalID,last_edited_date
126,13067030222,13067,"Census Tract 302.22, Cobb County",5678,374,ARC 10,1109.02001953,20.98220062,1130.01000977,1.73283994,0.0327847,1.76564002,030222,Cobb,-190,55,-337,92,16,-109,-97,3.0999999,-6.5,3.5,1.70000005,-1.39999998,-0.30000001,-402,-152,-287,37,-133,-147,-122,-1.79999995,-1.5,3.20000005,-1.70000005,-0.60000002,2.29999995,153,-21,-56,230,-6,-127,286,-1.89999998,-5,6.9000001,-1.20000005,-5.9000001,7.19999981,-439,-118,-680,359,-123,-383,67,-0.69999999,-13,13.60000038,-1.20000005,-8,9.19999981,{303A90EC-1618-4580-A1D4-DE3CB5B38F51},
127,13067031118,13067,"Census Tract 311.18, Cobb County",5611,493,ARC 10,1241.68994141,12.47169971,1254.16003418,1.94014001,0.019487,1.95963001,031118,Cobb,11,8,-41,44,-58,-52,121,0.2,-1.89999998,1.70000005,-2.4000001,-2.20000005,4.5999999,-282,-142,-135,-5,-110,-182,10,-3.70000005,1.89999998,1.79999995,-2.70000005,-4.19999981,6.9000001,428,86,245,97,55,47,326,0.40000001,-1.20000005,0.69999999,-0.40000001,-2.5999999,3,157,-48,69,136,-113,-187,457,-3,-1.20000005,4.30000019,-5.4000001,-9,14.39999962,{36841B49-67DF-44F8-A569-29386AEBDECF},
128,13067031117,13067,"Census Tract 311.17, Cobb County",5520,401,ARC 10,1495.09997559,18.86849976,1513.9699707,2.33609009,0.029482,2.36558008,031117,Cobb,231,32,105,94,81,-23,173,-0.80000001,-1.79999995,2.5,1.79999995,-4.19999981,2.4000001,-129,-68,-33,-28,-69,-99,39,-1.70000005,2,-0.30000001,-2,-2.5,4.5,93,-90,22,161,13,-33,113,-4.4000001,-1.60000002,6,-0.1,-2.4000001,2.5,195,-126,94,227,25,-155,325,-6.9000001,-1.29999995,8.19999981,-0.2,-9.19999981,9.39999962,{89CC6D2A-7D67-446E-B1FE-2B4DA12C7A5E},
129,13067031507,13067,"Census Tract 315.07, Cobb County",3747,317,ARC 10,973.86102295,0,973.86102295,1.52165997,0,1.52165997,031507,Cobb,-135,-14,-200,79,-61,-99,25,1.10000002,-6.80000019,5.69999981,-1.70000005,-2.5,4.19999981,-97,-87,13,-23,-45,-109,57,-4.19999981,4.9000001,-0.60000002,-1.5,-4.5999999,6.0999999,-14,59,-133,60,1,56,-71,4.19999981,-8.39999962,4.19999981,0.30000001,4.0999999,-4.4000001,-246,-42,-320,116,-105,-152,11,1,-10.30000019,9.19999981,-3,-3,5.9000001,{94520202-9C43-4E33-BAB4-6F131959A92E},
130,13067031004,13067,"Census Tract 310.04, Cobb County",7449,873,ARC 10,1029.63000488,2.11472988,1031.75,1.60880005,0.00330427,1.61211002,031004,Cobb,-209,-68,-164,23,-88,-220,99,-0.40000001,-1.39999998,1.79999995,-1.29999995,-4.0999999,5.4000001,-352,-52,-245,-55,-70,-214,-68,2,-1.70000005,-0.30000001,0.69999999,-1.79999995,1.10000002,229,-12,110,131,81,41,107,-3.20000005,-0.89999998,4,0.89999998,-2.70000005,1.79999995,-332,-132,-299,99,-77,-393,138,-1.60000002,-4,5.5,0.40000001,-8.60000038,8.30000019,{3B20D9CA-3E9C-4C6E-AB1E-8751AFB5B586},
131,13067030103,13067,"Census Tract 301.03, Cobb County",9250,658,ARC 10,3638.19995117,336.42001343,3974.62011719,5.68469,0.52565598,6.21034002,030103,Cobb,1094,225,632,237,238,208,648,-0.5,-2.79999995,3.20000005,0.89999998,-5.4000001,4.5,-176,-77,-146,47,-77,-64,-35,-1,-0.89999998,1.89999998,-1.10000002,-0.2,1.29999995,399,40,112,247,26,-22,395,-1,-3.5,4.5,-1.10000002,-3.70000005,4.80000019,1317,188,598,531,187,122,1008,-2.5,-7.0999999,9.60000038,-1.39999998,-9.30000019,10.69999981,{6A876074-AD23-40CE-9F44-F14D9428335E},
132,13067031404,13067,"Census Tract 314.04, Cobb County",5646,543,ARC 10,2161.52001953,15.81029987,2177.33007813,3.37737989,0.0247036,3.40208006,031404,Cobb,131,-17,54,94,49,-164,246,-1.89999998,-0.89999998,2.79999995,0.80000001,-8.30000019,7.5,-311,-186,-118,-7,-210,-95,-6,-4.69999981,2.79999995,1.89999998,-5.80000019,1,4.9000001,326,108,45,173,166,42,118,1.70000005,-5.80000019,4.0999999,4.0999999,-3.0999999,-1,146,-95,-19,260,5,-217,358,-4.80000019,-3.9000001,8.80000019,-1,-10.39999962,11.39999962,{B7A02DD3-28B1-4F83-A558-883751D925A9},
133,13067031306,13067,"Census Tract 313.06, Cobb County",3955,322,ARC 10,1375.68005371,0.62146997,1376.31005859,2.14949989,0.00097105,2.15048003,031306,Cobb,-29,-19,-70,60,-31,-59,61,-0.60000002,-2.9000001,3.5,-1.29999995,-2.5,3.79999995,-244,-125,-77,-42,-109,-107,-28,-3.9000001,4.19999981,-0.30000001,-3.4000001,0.1,3.29999995,102,17,-6,91,64,-60,98,-0.30000001,-4.19999981,4.5,2.5999999,-6.30000019,3.70000005,-171,-127,-153,109,-76,-226,131,-4.9000001,-2.9000001,7.80000019,-2.0999999,-8.69999981,10.80000019,{6E5DC609-A4A7-4DA6-9126-49BEF1CB9100},
134,13067030101,13067,"Census Tract 301.01, Cobb County",7855,439,ARC 10,6899.97021484,698.4130249,7598.37988281,10.78120041,1.09126997,11.87250042,030101,Cobb,306,119,18,169,67,42,197,1.70000005,-5.69999981,4.0999999,0,-2,2,-269,-170,-121,22,-97,-167,-5,-3.70000005,1.5,2.20000005,-1.29999995,-2.5999999,3.9000001,235,82,-90,243,-20,-48,303,1.20000005,-7.4000001,6.19999981,-2.0999999,-3.70000005,5.80000019,272,31,-193,434,-50,-173,495,-0.80000001,-11.69999981,12.5,-3.4000001,-8.30000019,11.69999981,{4CB28EA6-C819-4816-AFD0-88609CD1C38F},
135,13067030104,13067,"Census Tract 301.04, Cobb County",3569,381,ARC 10,978.98602295,1.67981994,980.66601563,1.52967,0.00262472,1.53228998,030104,Cobb,255,44,136,75,203,-24,76,-1.39999998,-1.5,2.9000001,9,-7.30000019,-1.60000002,-233,-93,-197,57,-75,-76,-82,-2,-3.0999999,5,-1.29999995,0.60000002,0.69999999,104,17,1,86,-39,88,55,-0.5,-3.5,4,-3.5,2.79999995,0.69999999,126,-32,-60,218,89,-12,49,-3.79999995,-8.10000038,12,4.0999999,-3.9000001,-0.2,{5A28915B-76D8-4417-82B0-30A094CCF7D3},
136,13117130613,13117,"Census Tract 1306.13, Forsyth County",3381,186,ARC 20,2005.4699707,9.25977993,2014.72998047,3.13354993,0.0144684,3.14802003,130613,Forsyth,112,18,93,1,-7,19,100,0.60000002,2.0999999,-2.70000005,-4.5999999,-1.70000005,6.30000019,-69,-11,-60,2,3,-43,-29,-0.30000001,-1.70000005,2,2.29999995,-5.4000001,3.0999999,1232,212,794,226,172,265,795,2.70000005,-6,3.29999995,-0.60000002,2.29999995,-1.79999995,1275,219,827,229,168,241,866,3,-5.5999999,2.5999999,-2.9000001,-4.69999981,7.5999999,{BAAD73EE-0316-4C54-A023-9405A31963E6},
137,13117130408,13117,"Census Tract 1304.08, Forsyth County",3479,402,ARC 20,1675.22998047,21.26709938,1696.5,2.6175499,0.0332298,2.65077996,130408,Forsyth,228,67,90,71,1,-2,229,0.5,-2.9000001,2.4000001,-3.0999999,-6.5999999,9.69999981,37,-62,91,8,48,-76,65,-4.30000019,4.0999999,0.1,2.4000001,-5.4000001,3,-262,-101,-211,50,-64,-134,-64,-3.0999999,-3.4000001,6.5,-0.40000001,-3,3.5,3,-96,-30,129,-15,-212,230,-6.80000019,-2.20000005,9.10000038,-1.10000002,-15,16.20000076,{32B722D7-BAE3-402C-A2A1-8E113C84C3DD},
138,13117130612,13117,"Census Tract 1306.12, Forsyth County",6427,300,ARC 20,2362.12011719,14.76210022,2376.87988281,3.69080997,0.0230658,3.71387005,130612,Forsyth,479,30,347,102,-16,113,382,-3,0.69999999,2.4000001,-5.5,-0.5,5.9000001,-60,-68,10,-2,0,-98,38,-3.0999999,2.70000005,0.30000001,0.40000001,-4.30000019,3.9000001,641,96,288,257,85,102,454,0.60000002,-7.0999999,6.5,-0.2,-1.20000005,1.39999998,1060,58,645,357,69,117,874,-5.5,-3.70000005,9.19999981,-5.30000019,-6,11.30000019,{D24D38A7-173A-4C2F-B084-342EE9AFACD5},
139,13117130608,13117,"Census Tract 1306.08, Forsyth County",6090,362,ARC 20,2158.55004883,12.9428997,2171.48999023,3.37273002,0.0202233,3.39295006,130608,Forsyth,278,32,166,80,98,26,154,-1.39999998,-5,6.30000019,8.89999962,-5.69999981,-3.20000005,126,2,105,19,4,30,92,-1.60000002,1.60000002,0,-1.60000002,0.2,1.29999995,1191,176,782,233,152,213,826,1,-3.5,2.5,-0.69999999,-2.29999995,3,1595,210,1053,332,254,269,1072,-2,-6.9000001,8.89999962,6.5999999,-7.80000019,1.10000002,{17845F25-E73C-4B78-AB3C-1EC28A04222C},
140,13117130307,13117,"Census Tract 1303.07, Forsyth County",4721,254,ARC 20,3023.56005859,28.59129906,3052.14990234,4.72430992,0.0446739,4.76898003,130307,Forsyth,120,-13,67,66,-55,5,170,-2.9000001,-1.10000002,4,-6.4000001,-2.70000005,9.10000038,-106,-31,-70,-5,-27,-67,-12,-1,0,1,-0.80000001,-2.9000001,3.70000005,808,77,537,194,106,185,517,-2.9000001,0.1,2.70000005,-1.20000005,-2,3.20000005,822,33,534,255,24,123,675,-6.80000019,-0.89999998,7.69999981,-8.30000019,-7.5999999,15.89999962,{E8E8F240-F493-4508-B1EC-41040016F7A3},
141,13117130302,13117,"Census Tract 1303.02, Forsyth County",5446,330,ARC 20,2947.30004883,15.53450012,2962.84008789,4.60516024,0.0242727,4.62943983,130302,Forsyth,68,-21,30,59,-7,-60,135,-2.4000001,-1,3.4000001,-1.29999995,-5.69999981,7,-59,-39,-27,7,-28,-61,30,-1.89999998,0.80000001,1.10000002,-1.20000005,-3,4.19999981,1163,128,780,255,179,119,865,-2.79999995,0.30000001,2.5,-0.5,-8,8.5,1172,68,783,321,144,-2,1030,-7.0999999,0.1,7,-3.0999999,-16.60000038,19.70000076,{7869FD7B-854E-45D7-9DE8-8D0DED2630DE},
142,13117130304,13117,"Census Tract 1303.04, Forsyth County",4181,351,ARC 20,3062.7800293,31.83090019,3094.61010742,4.78559017,0.0497358,4.83533001,130304,Forsyth,377,118,173,86,132,-10,255,2.70000005,-4.69999981,2,4.5,-8.10000038,3.5999999,122,-29,123,28,31,-60,151,-2.70000005,2.20000005,0.5,0.5,-4.80000019,4.30000019,-103,-28,-225,150,-14,-98,9,-0.5,-8.10000038,8.60000038,0.2,-3.70000005,3.5,396,61,71,264,149,-168,415,-0.5,-10.60000038,11.10000038,5.19999981,-16.70000076,11.39999962,{954B5447-222B-41D3-83CC-CC60B9CC5058},
143,13117130404,13117,"Census Tract 1304.04, Forsyth County",4530,289,ARC 20,1605.52001953,13.56830025,1619.08996582,2.50863004,0.0212005,2.52982998,130404,Forsyth,448,87,297,64,85,71,292,-1.60000002,0.30000001,1.29999995,1.29999995,-10.30000019,9,-35,-43,1,7,-30,-7,2,-3.70000005,2.5,1.20000005,-2.5,0.30000001,2.20000005,1211,153,867,191,178,162,871,-2.79999995,1.70000005,1.10000002,-0.1,-8.60000038,8.69999981,1624,197,1165,262,233,226,1165,-8.10000038,4.5,3.5999999,-1.29999995,-18.5,19.79999924,{A0DB830E-C51A-49A0-B1D0-89F0324B4A0D},
144,13117130306,13117,"Census Tract 1303.06, Forsyth County",4704,312,ARC 20,1995.26000977,32.53359985,2027.79003906,3.11758995,0.0508338,3.16842008,130306,Forsyth,129,-23,79,73,50,-32,111,-3.70000005,-0.5,4.19999981,2.0999999,-5.5999999,3.4000001,4,-34,-2,40,-8,-50,62,-2.5,-0.30000001,2.79999995,-0.60000002,-3.5999999,4.30000019,817,132,463,222,98,110,609,-0.1,-3.4000001,3.5,-1.89999998,-4.80000019,6.69999981,950,75,540,335,140,28,782,-6.30000019,-4.19999981,10.5,-0.30000001,-14.10000038,14.39999962,{ADE3BBB1-5ABB-4F63-9BAD-354C155992BC},
145,13117130601,13117,"Census Tract 1306.01, Forsyth County",4954,460,ARC 20,4245.14013672,23.4545002,4268.58984375,6.63302994,0.0366477,6.6696701,130601,Forsyth,244,34,178,32,28,-16,232,-0.89999998,0.5,0.40000001,-1.20000005,-7.69999981,8.89999962,-63,-51,-39,27,-14,-24,-25,-3.79999995,0.5,3.20000005,-0.40000001,-1,1.39999998,1157,259,680,218,172,383,602,4.80000019,-6.69999981,2,-0.30000001,6.69999981,-6.30000019,1338,242,819,277,186,343,809,0.1,-5.69999981,5.5999999,-1.89999998,-2,3.9000001,{CD9B8148-912C-47C7-96C2-E8328BA8C5EC},
146,13117130510,13117,"Census Tract 1305.10, Forsyth County",6424,439,ARC 20,4507.12011719,22.03930092,4529.14990234,7.04237986,0.0344364,7.07679987,130510,Forsyth,533,75,339,119,118,85,330,-1.29999995,-1.89999998,3.0999999,3.0999999,-6,3,-144,-34,-90,-20,0,-48,-96,-0.69999999,0.5,0.2,1.60000002,-0.60000002,-1.10000002,1405,227,882,296,187,236,982,0.2,-2.5,2.29999995,-2.20000005,-5.19999981,7.4000001,1794,268,1131,395,305,273,1216,-1.79999995,-3.79999995,5.5999999,2.5,-11.80000019,9.30000019,{EA0244B5-F454-4594-9179-060BA332838B},
147,13117130406,13117,"Census Tract 1304.06, Forsyth County",6108,373,ARC 20,1745.76000977,11.52770042,1757.2800293,2.72775006,0.018012,2.74574995,130406,Forsyth,606,163,364,79,103,123,380,2.79999995,-3.5,0.69999999,1,-9.89999962,8.89999962,51,-40,78,13,13,47,-9,-3.79999995,3.29999995,0.5,0.40000001,2.29999995,-2.5999999,1484,251,913,320,268,306,910,-1.5,-3.0999999,4.5999999,1,-7,6.0999999,2141,374,1355,412,384,476,1281,-2.5,-3.20000005,5.69999981,2.29999995,-14.69999981,12.30000019,{B658226B-DBB1-42EE-A98F-70C787347B38},
148,13117130410,13117,"Census Tract 1304.10, Forsyth County",4522,348,ARC 20,1824,14.20829964,1838.20996094,2.8499999,0.0222005,2.87220001,130410,Forsyth,380,109,213,58,115,36,229,1.60000002,-1.70000005,0.1,5.0999999,-12.30000019,7.19999981,-138,-61,-68,-9,-5,-57,-76,-2.4000001,1.29999995,1.10000002,1.89999998,-0.5,-1.39999998,788,143,433,212,80,289,419,-1.89999998,-2.5999999,4.5,-4.4000001,0,4.4000001,1030,191,578,261,190,268,572,-2.70000005,-2.9000001,5.5999999,2.5999999,-12.89999962,10.19999981,{7B54D627-C4E3-43F6-93B7-07C62FA17661},
149,13117130203,13117,"Census Tract 1302.03, Forsyth County",5325,550,ARC 20,7662.75,137.70500183,7800.45996094,11.97299957,0.21516401,12.1882,130203,Forsyth,466,89,241,136,-23,63,426,-0.69999999,-2.5,3.0999999,-5.19999981,-4.69999981,9.89999962,192,-51,273,-30,2,-3,193,-3.4000001,5.5999999,-2.20000005,-1.20000005,-2.5,3.70000005,-398,-56,-433,91,-29,-133,-236,0.80000001,-6.9000001,6.19999981,1.60000002,-0.2,-1.39999998,260,-18,81,197,-50,-73,383,-3.29999995,-3.79999995,7.0999999,-4.69999981,-7.5,12.30000019,{5F9E4F75-1573-425D-8886-9CC5DF1D4F19},
150,13117130204,13117,"Census Tract 1302.04, Forsyth County",5112,584,ARC 20,4154.68994141,121.8809967,4276.58007813,6.49170017,0.190439,6.6821599,130204,Forsyth,187,18,131,38,-2,14,175,-2.5,1,1.5,-4.4000001,-6.19999981,10.60000038,11,-37,31,17,-15,-53,79,-3.9000001,2.29999995,1.5,-1.70000005,-5.5999999,7.30000019,1349,215,932,202,158,415,776,-0.5,0.60000002,-0.1,-2.5999999,1.10000002,1.5,1547,196,1094,257,141,376,1030,-6.9000001,4,2.9000001,-8.69999981,-10.69999981,19.39999962,{F4BA3BFF-81FC-4B12-AAA5-75A7A301918F},
151,13117130202,13117,"Census Tract 1302.02, Forsyth County",4217,312,ARC 20,3719.23999023,115.61399841,3834.85009766,5.81130981,0.180647,5.99195004,130202,Forsyth,325,86,169,70,76,70,179,1.5,-4.0999999,2.5999999,2.29999995,-5.69999981,3.4000001,142,0,106,36,18,-3,127,-2.29999995,1.20000005,1.10000002,-0.5,-4.0999999,4.5999999,870,80,539,251,134,76,660,-4.19999981,-1,5.19999981,-0.5,-9.5,10,1337,166,814,357,228,143,966,-5,-3.9000001,8.89999962,1.29999995,-19.29999924,18,{97ABC2D9-1C22-4340-8CD9-BAF89BCC660B},
152,13117130509,13117,"Census Tract 1305.09, Forsyth County",3731,375,ARC 20,2087.85009766,337.94000244,2425.79003906,3.26226997,0.52803099,3.79029989,130509,Forsyth,479,56,293,130,8,84,387,-1.70000005,-1.39999998,3.0999999,-4.30000019,-3.29999995,7.5999999,-296,-112,-168,-16,-70,-150,-76,-3.20000005,1.5,1.70000005,-1.10000002,-3.4000001,4.5,-214,47,-358,97,68,-23,-259,4.69999981,-12.89999962,8.19999981,6.19999981,1.89999998,-8.10000038,-31,-9,-233,211,6,-89,52,-0.2,-12.80000019,13,0.80000001,-4.80000019,4,{A7904EB7-0F73-4B33-99FC-90ACD77B4AB7},
153,13117130403,13117,"Census Tract 1304.03, Forsyth County",6071,434,ARC 20,7167.39013672,93.89659882,7261.27978516,11.19900036,0.146713,11.34570026,130403,Forsyth,1104,199,704,201,31,171,902,-1.5,-1,2.5,-7,-7.9000001,14.80000019,3,-110,106,7,13,-32,22,-3.5,3.29999995,0.2,0.40000001,-1,0.60000002,-406,21,-557,130,-53,-10,-343,3.29999995,-10.10000038,6.69999981,0.5,3.9000001,-4.4000001,701,110,253,338,-9,129,581,-1.70000005,-7.69999981,9.39999962,-6.0999999,-5,11.10000038,{8DE418D5-94E7-4F63-B8E8-087F0C42DBDB},
154,13067031506,13067,"Census Tract 315.06, Cobb County",4664,500,ARC 10,2300.08007813,3.71226001,2303.79003906,3.59387994,0.00580041,3.59966993,031506,Cobb,-80,27,-209,102,31,-190,79,2.20000005,-7.5999999,5.4000001,2.29999995,-7.5999999,5.30000019,-48,-53,-51,56,-44,-57,53,-2.0999999,-1.10000002,3.20000005,-1.70000005,-1.89999998,3.5999999,283,93,64,126,46,98,139,1.5,-4.9000001,3.4000001,-0.5,-0.30000001,0.80000001,155,67,-196,284,33,-149,271,1.5,-13.5,12,0.1,-9.80000019,9.69999981,{6771A674-A7BA-4990-813C-50257F1D2103},
155,13067031508,13067,"Census Tract 315.08, Cobb County",5373,585,ARC 10,3014.38989258,25.83069992,3040.2199707,4.70998001,0.0403605,4.75033998,031508,Cobb,134,23,6,105,-79,-32,245,-0.30000001,-3.9000001,4.30000019,-5.19999981,-4,9.19999981,170,-88,227,31,-12,51,131,-5.4000001,5.0999999,0.30000001,-1.89999998,-0.5,2.4000001,348,132,-17,233,92,-52,308,2.79999995,-9.60000038,6.80000019,1.20000005,-6.5999999,5.4000001,652,67,216,369,1,-33,684,-2.9000001,-8.5,11.39999962,-5.9000001,-11.10000038,17,{B298E0CD-EBD0-4BBF-B585-7A19A40D7E0B},
156,13067031116,13067,"Census Tract 311.16, Cobb County",3969,592,ARC 10,676.9119873,0,676.9119873,1.05768001,0,1.05768001,031116,Cobb,-136,60,-239,43,-57,-129,50,4,-6.4000001,2.4000001,-1,-2.79999995,3.79999995,-213,-123,-92,2,-59,-141,-13,-2.70000005,1.29999995,1.39999998,-0.40000001,-2.29999995,2.70000005,-512,-185,-306,-21,-143,-190,-179,-2.5999999,-0.69999999,3.29999995,-1.5,0.89999998,0.60000002,-861,-248,-637,24,-259,-460,-142,-1.29999995,-5.80000019,7.0999999,-2.9000001,-4.30000019,7.0999999,{0A2BB3E6-B3C3-4F0A-91DA-A06B97C6CED5},
157,13067031115,13067,"Census Tract 311.15, Cobb County",4979,479,ARC 10,903.1829834,4.64211988,907.82501221,1.41121995,0.00725331,1.41848004,031115,Cobb,114,121,-73,66,132,-57,39,5.69999981,-9.10000038,3.4000001,7,-6.9000001,-0.1,-141,-104,-7,-30,-87,-84,30,-4.0999999,4.69999981,-0.69999999,-3.5,-2,5.5,647,39,409,199,31,149,467,-6.80000019,1.39999998,5.30000019,-5.30000019,-4.4000001,9.69999981,620,56,329,235,76,8,536,-5.0999999,-2.9000001,8,-1.89999998,-13.19999981,15.10000038,{D5515682-A3E5-423C-8B83-32B339E85997},
158,13067030223,13067,"Census Tract 302.23, Cobb County",5834,503,ARC 10,1088.31994629,28.89080048,1117.20996094,1.70050001,0.0451419,1.74564004,030223,Cobb,-258,-70,-269,81,-158,-136,36,-0.2,-3.5999999,3.9000001,-3.70000005,-1.79999995,5.4000001,-80,-58,-84,62,-10,-55,-15,-1.5,-1.29999995,2.79999995,0.2,-1.10000002,0.89999998,310,157,-15,168,32,41,237,3,-7.0999999,4.0999999,-1,-2,3,-28,29,-368,311,-136,-150,258,1.20000005,-12,10.80000019,-4.5,-4.80000019,9.30000019,{206898F6-A9D5-4148-AD41-19FA4C0E1629},
159,13067031312,13067,"Census Tract 313.12, Cobb County",9604,940,ARC 10,3116.01000977,48.22460175,3164.22998047,4.86877012,0.0753509,4.94410992,031312,Cobb,1042,241,683,118,32,76,934,0.5,-0.80000001,0.30000001,-5.19999981,-10.5,15.69999981,424,-129,477,76,-1,40,385,-5.69999981,4.9000001,0.80000001,-1.70000005,-2.4000001,4.0999999,18,72,-265,211,117,83,-182,1.79999995,-7.0999999,5.4000001,2.9000001,2,-4.9000001,1484,184,895,405,148,199,1137,-3.5,-3.0999999,6.5,-3.9000001,-10.89999962,14.80000019,{3A86F46F-88CC-47C7-A51B-5ADFD14E8E01},
160,13067031313,13067,"Census Tract 313.13, Cobb County",10059,436,ARC 10,3829.02001953,34.18510056,3863.20996094,5.98284006,0.0534142,6.03627014,031313,Cobb,815,147,549,119,127,18,670,-1.10000002,-0.40000001,1.5,-0.2,-13.30000019,13.5,183,-85,240,28,-49,-84,316,-4.5,4.19999981,0.30000001,-2.9000001,-5.0999999,8,1986,211,1359,416,242,334,1410,-2.29999995,-1.70000005,3.9000001,-0.40000001,-3.5999999,4,2984,273,2148,563,320,268,2396,-7.9000001,2.20000005,5.69999981,-3.4000001,-22,25.5,{E301F45A-BCAE-4D56-BDDD-E8E5FE66F0F9},
161,13067031309,13067,"Census Tract 313.09, Cobb County",8085,730,ARC 10,1970.06005859,0.62221098,1970.68005371,3.07821989,0.00097221,3.07919002,031309,Cobb,-11,15,-115,89,35,-221,175,0.5,-3.20000005,2.70000005,1.10000002,-6.5,5.30000019,-526,-248,-241,-37,-215,-223,-88,-4.5,3.4000001,1.20000005,-3.29999995,0.40000001,3,274,166,-65,173,153,42,79,3.70000005,-8.10000038,4.30000019,3.20000005,-2.5999999,-0.60000002,-263,-67,-421,225,-27,-402,166,-0.30000001,-8,8.19999981,1,-8.69999981,7.69999981,{A1F996A8-8AF7-46A5-B319-B19E7C5D6602},
162,13117130101,13117,"Census Tract 1301.01, Forsyth County",4214,274,ARC 20,6370.39990234,88.1832962,6458.58007813,9.95374966,0.137786,10.09150028,130101,Forsyth,262,36,152,74,5,-11,268,-2.20000005,-0.5,2.70000005,-3.9000001,-9.19999981,13,-189,-114,-40,-35,-52,-60,-77,-5.69999981,6,-0.30000001,-1.29999995,0.69999999,0.69999999,723,92,419,212,110,107,506,-1.89999998,-3,4.9000001,-0.89999998,-8.10000038,9,796,14,531,251,63,36,697,-9.80000019,2.5,7.19999981,-6.0999999,-16.60000038,22.70000076,{B2F37EE4-2196-4410-82DE-1EE621AB8D5D},
163,13117130104,13117,"Census Tract 1301.04, Forsyth County",4066,287,ARC 20,5158.79980469,2164.89990234,7323.70019531,8.06062984,3.38265991,11.44330025,130104,Forsyth,481,127,232,122,76,99,306,1.10000002,-4.80000019,3.70000005,-0.5,-7.5,8,-153,-118,-15,-20,-40,-118,5,-5.5,5.0999999,0.30000001,-0.89999998,-3.9000001,4.9000001,567,138,228,201,136,74,357,1.70000005,-6.80000019,5.19999981,2.20000005,-6,3.79999995,895,147,445,303,172,55,668,-2.70000005,-6.5,9.19999981,0.69999999,-17.39999962,16.70000076,{7EEA6573-00EF-42C3-8F4A-D33CB16BC546},
164,13117130506,13117,"Census Tract 1305.06, Forsyth County",3605,215,ARC 20,2538.97998047,90.03140259,2629.01000977,3.96715999,0.140674,4.10783005,130506,Forsyth,107,10,68,29,29,-8,86,-1,-0.30000001,1.29999995,0.89999998,-4.30000019,3.5,-63,-5,-73,15,-10,-8,-45,0.60000002,-2.9000001,2.20000005,0.2,1.29999995,-1.39999998,562,102,309,151,107,98,357,-0.5,-2.79999995,3.29999995,0,-6.30000019,6.19999981,606,107,304,195,126,82,398,-0.89999998,-5.9000001,6.80000019,1.10000002,-9.30000019,8.30000019,{0E0778FF-DDBB-4EC3-A9AE-805364051984},
