OBJECTID,ID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,TYPEOFAGEN,INMATE_MEN,INMATE_WOM,INMATE_JUV,INMATE_COE,PS,GlobalID,last_edited_date
437,10309826, ,POINT,UNCLASSIFIED,DEKALB COUNTY SHERIFF'S OFFICE / DEKALB COUNTY JAIL,404,298-8150,4415 MEMORIAL DRIVE, ,DECATUR,GA,30032,1337,DEKALB,13089,BETWEEN CAMP RD AND MOUNTAIN DR ON THE SOUTHWEST SIDE OF MEMORIAL DR, , , ,,PHONE,,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),17169788,-84.245084,33.776094,NAVTEQ,2006Q4,ONENTITY,YES,TGS,SHERIFFS OFFICE, , , , ,Y,{BE568C68-2A5B-4743-9E9B-294D12A3DA69},2015-12-30T22:00:33.000Z
438,10310507, ,POINT,UNCLASSIFIED,COBB COUNTY POLICE DEPARTMENT - PRECINCT 5,770,499-4185,4640 DALLAS HIGHWAY, ,POWDER SPRINGS,GA,30127,3905,COBB,13067,LOC ON THE NW CORNER OF DALLAS HWY AND MIDWAY RD, , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),22817764,-84.688155,33.944939,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,YES,YES,NO,YES,Y,{4D683B27-A186-4503-B126-8F0AB7274DB3},2015-12-30T22:00:33.000Z
439,10230207, ,POINT,UNCLASSIFIED,PEACHTREE CITY POLICE DEPARTMENT,770,487-8866,350 STATE HIGHWAY 74 SOUTH, ,PEACHTREE CITY,GA,30269,0,FAYETTE,13113,ON THE NE SIDE OF ST HWY 74 .40 MILES NW OF THE CROSSTOWN RD AND ST HWY 74 INTERSECTION., , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),133515754,-84.590698,33.39687,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{6C8AA916-3E70-4E4D-8D9D-4193ABC41A23},2015-12-30T22:00:33.000Z
440,10230509, ,POINT,UNCLASSIFIED,GWINNETT COUNTY CORRECTIONAL INSTITUTION,678,407-6001,750 HIGH HOPE ROAD, ,LAWRENCEVILLE,GA,30043,4538,GWINNETT,13135, , , , ,, ,,PROVIDED,922140,CORRECTIONAL INSTITUTIONS,0,-83.972783,33.985893, , , , , ,COUNTY CORRECTIONAL INSTITUTION, , , , , ,{1F78C038-A1C7-4D7C-B60A-C3F135410A0D},2015-12-30T22:00:33.000Z
441,10230500, ,POINT,UNCLASSIFIED,HAPEVILLE POLICE DEPARTMENT,404,669-2111,700 DOUG DAVIS DRIVE, ,HAPEVILLE,GA,30354,1953,FULTON,13121,NORTH CORNER OF DOUG DAVIS DR. AND ATLANTA AVE, , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),22715764,-84.412067,33.656238,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{BD677711-741D-47C5-A2C2-19180951AD19},2015-12-30T22:00:33.000Z
442,10309903, ,POINT,UNCLASSIFIED,COBB COUNTY POLICE DEPARTMENT PRECINCT 3,770,499-4183,1901 CUMBERLAND PARKWAY, ,ATLANTA,GA,30339,4429,COBB,13067,LOC ON THE N SIDE OF CUMBERLAND PKY DIRECTLY ACROSS FROM BEECH HAVEN TRL SE, , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),123793191,-84.484767,33.848768,NAVTEQ,2006Q4,ONENTITY,YES,TGS,POLICE STATION,YES,YES,NO,YES,Y,{22752C64-1411-494C-8050-405C6CB835FC},2015-12-30T22:00:33.000Z
443,10230505, ,POINT,UNCLASSIFIED,ACWORTH POLICE DEPARTMENT / ACWORTH DETENTION,770,974-1232,4400 ACWORTH INDUSTRIAL DRIVE, ,ACWORTH,GA,30101,5655,COBB,13067,LOCATED ON THE EAST SIDE OF ACWORTH INDUSTRIAL DRIVE .15 MILES NORTH OF NEW MCEVER RD NW., , , ,,PHONE,,MANUAL,922140,CORRECTIONAL INSTITUTIONS,22815344,-84.660619,34.061175,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{981ED8A2-62A4-4082-9C02-342DE1174EE2},2015-12-30T22:00:33.000Z
444,10309406, ,POINT,UNCLASSIFIED,COBB COUNTY POLICE DEPARTMENT - PRECINCT 1,770,499-4181,2380 NORTH COBB PARKWAY, ,KENNESAW,GA,30152,3632,COBB,13067,LOC ON THE NE SIDE OF N COBB PKY BETWEEN COBB INTERNATIONAL DR NW AND ATTIC PKY NW, , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),23123334,-84.610041,34.01117,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,POLICE STATION,YES,YES,NO,YES,Y,{5EBE2A03-3B82-455C-91ED-BAE2F87FA6A6},2015-12-30T22:00:33.000Z
445,10309829, ,POINT,UNCLASSIFIED,CLAYTON COUNTY WORK RELEASE CENTER,770,477-8660,9157 TARA BOULEVARD, ,JONESBORO,GA,30236,4912,CLAYTON,13063,"SOUTHWEST SIDE OF TARA BOULEVARD, .33 MILE NORTHWEST OF POSTON ROAD", , , ,,PHONE,,MANUAL,561210,CORRECTIONAL FACILITY OPERATION ON A CONTRACT OR FEE BASIS,22721412,-84.355223,33.507348,NAVTEQ,2006Q4,ONENTITY,YES,TGS,SHERIFFS OFFICE, , , , ,Y,{F8DB4988-49AA-478A-9AEE-6F435750753F},2015-12-30T22:00:33.000Z
446,10309901, ,POINT,UNCLASSIFIED,COBB COUNTY POLICE DEPARTMENT HEADQUARTERS,770,499-3900,140 NORTH MARIETTA PARKWAY, ,MARIETTA,GA,30060,1454,COBB,13067,LOC ON THE S SIDE OF N MARIETTA PKY N APPROX 0.05 MI W OF CHEROKEE ST NE, , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),22675688,-84.54811,33.958809,NAVTEQ,2006Q4,ONENTITY,YES,TGS,POLICE STATION,YES,YES,NO,YES,Y,{6A213E2B-8B5A-4B23-A8C5-015F537165F0},2015-12-30T22:00:33.000Z
447,10230241, ,POINT,UNCLASSIFIED,LITHONIA POLICE DEPARTMENT / LITHONIA JAIL,770,482-8947,6980 MAIN STREET, ,LITHONIA,GA,30058,4427,DEKALB,13089,"LOCATED NW SIDE OF MAIN ST, BETWEEN HOLLINGSWORTH ST AND SWIFT ST.", , , ,,PHONE,,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),23224365,-84.106274,33.712007,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{4D7A64CA-1726-48B4-8E6E-3933353C4546},2015-12-30T22:00:33.000Z
448,10230482, ,POINT,UNCLASSIFIED,METRO TRANSITIONAL CENTER,404,624-2380,1303 CONSTITUTION ROAD SOUTHEAST, ,ATLANTA,GA,30316,4603,DEKALB,13089,"SOUTH SIDE OF CONSTITUTION ROAD SOUTHEAST, .59 MILE WEST OF FAYETTEVILLE ROAD SOUTHEAST", , , ,,PHONE,,MANUAL,561210,CORRECTIONAL FACILITY OPERATION ON A CONTRACT OR FEE BASIS,22669770,-84.338418,33.688982,NAVTEQ,2006Q3,ONENTITY,YES,TGS,STATE PRISON, , , , ,N,{97423AF2-C343-4B00-977E-7A861080403C},2015-12-30T22:00:33.000Z
449,10230496, ,POINT,UNCLASSIFIED,ALPHARETTA POLICE HEADQUARTERS,678,297-6302,2565 OLD MILTON PARKWAY,ALPHARETTA PUBLIC SAFETY,ALPHARETTA,GA,30004,2100,FULTON,13121,"LOCATED S SIDE OF OLD MILTON PKY, BETWEEN GARDNER DR AND WESTSIDE PKWY.", , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),127203776,-84.284934,34.069451,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{0E8F82D5-9440-4CD7-93E7-A8BC1BAE1141},2015-12-30T22:00:33.000Z
450,10230215, ,POINT,UNCLASSIFIED,GATEWAY DIVERSION CENTER,404,756-4600,"1100 SYLVAN RD, SW", ,ATLANTA,GA,30310,3434,FULTON,13121, , , , ,, ,,PROVIDED,561210,CORRECTIONAL FACILITY OPERATION ON A CONTRACT OR FEE BASIS,0,-84.417773,33.724556, , , , , ,STATE PRISON, , , , , ,{3D07C41F-7036-40CA-A048-4BBF4E66391A},2015-12-30T22:00:33.000Z
451,10309900, ,POINT,UNCLASSIFIED,MARIETTA POLICE DEPARTMENT,770,794-5300,240 LEMON STREET, ,MARIETTA,GA,30060,1622,COBB,13067,LOC ON THE S SIDE OF LEMON ST BETWEEN HAYNES ST NE AND HUNT ST NE, , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),22675075,-84.546006,33.955141,NAVTEQ,2006Q4,ONENTITY,YES,TGS,POLICE STATION,YES,YES,NO,YES,Y,{39D49296-D792-45D9-93B3-542C5CD980E9},2015-12-30T22:00:33.000Z
452,10230467, ,POINT,UNCLASSIFIED,FAYETTE COUNTY JAIL,770,716-4720,2 CENTER DRIVE, ,FAYETTEVILLE,GA,30214,8402,FAYETTE,13113,LOCATED ON W SIDE OF JIMMIE MAYFIELD BLVD BETWEEN CENTER DR AND S JEFF DAVIS DR, , , ,,PHONE,,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),114447597,-84.44794,33.441884,NAVTEQ,2006Q4,ONENTITY,YES,TGS,COUNTY JAIL, , , , ,N,{33CFC18B-726F-4AEF-AE5F-9D4AF2E131D0},2015-12-30T22:00:33.000Z
453,10230507, ,POINT,UNCLASSIFIED,SMYRNA POLICE DEPARTMENT / SMYRNA CITY JAIL,770,434-9481,2646 ATLANTA ROAD, ,SMYRNA,GA,30080,2118,COBB,13067,LOCATED ON THE WEST SIDE OF ATLANTA RD SE BETWEEN HILL ST SE AND POWDER SPRINGS ST SE., , , ,,PHONE,,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),22676665,-84.516063,33.888533,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{6CFC8D07-5956-4D00-952D-8BAF6DE164F6},2015-12-30T22:00:33.000Z
454,10309824, ,POINT,UNCLASSIFIED,DOUGLAS COUNTY SHERIFF / DOUGLAS COUNTY JAIL,770,942-2121,8470 EARL D. LEE BLVD, ,DOUGLASVILLE,GA,30134,1788,DOUGLAS,13097,SOUTHEAST SIDE OF W CHURCH STREET BETWEEN ROSE AVE AND HARVEY STREET, , , ,,PHONE,,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),22819048,-84.722056,33.748333,NAVTEQ,2006Q4,ONENTITY,YES,TGS,SHERIFFS OFFICE, , , , ,Y,{C835A949-48F1-4D37-87C8-24E4B85EED86},2015-12-30T22:00:33.000Z
455,10230468, ,POINT,UNCLASSIFIED,FULTON COUNTY JAIL,404,613-2000,901 RICE STREET NORTHWEST, ,ATLANTA,GA,30318,4938,FULTON,13121,"ENTRANCE IS LOCATED ON THE EAST SIDE OF RICE STREET NORTHWEST, .06 MILE NORTH OF MARIETTA BOULEVARD NORTHWEST", , , ,,PHONE,,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),22695109,-84.426968,33.779633,NAVTEQ,2006Q3,ONENTITY,YES,TGS,COUNTY JAIL, , , , ,N,{2D41247F-1F09-45F8-ADA7-1A73E13EC69B},2015-12-30T22:00:33.000Z
456,10230250, ,POINT,UNCLASSIFIED,PALMETTO POLICE DEPARTMENT,770,463-9068,401 CARLTON ROAD, ,PALMETTO,GA,30268,1052,FULTON,13121,NORTHWEST CORNER OF CARLTON RD AND CASCADE PALMETTO HWY., , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),22821085,-84.663354,33.52926,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CITY JAIL,YES,YES,NO,YES,Y,{D0201B4E-D212-422D-8240-7C32EBE4E1FB},2015-12-30T22:00:33.000Z
457,10309876, ,POINT,UNCLASSIFIED,EAST POINT POLICE DEPARTMENT,404,765-1096,2727 EAST POINT STREET,EAST POINT LAW ENFORCEMEN CENTER,EAST POINT,GA,30344,0,FULTON,13121,"LOCATED W SIDE OF EAST POINT ST, BETWEEN WARE AVE AND CLEVELAND AVE.", , , ,,PHONE,,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),22714018,-84.441749,33.680834,NAVTEQ,2006Q4,ONENTITY,YES,TGS,POLICE STATION,YES,YES,NO,YES,Y,{3CE48B8C-90F4-4DB8-B227-47C98E3D772D},2015-12-30T22:00:33.000Z
458,10230486, ,POINT,UNCLASSIFIED,MARTHA K. GLAZE REGIONAL YOUTH DETENTION CENTER,770,473-2100,11850 HASTINGS BRIDGE ROAD, ,HAMPTON,GA,30228,0,CLAYTON,13063,"NORTH SIDE OF HASTINGS BRIDGE ROAD, .23 MILE WEST OF SLR BOULEVARD", , , ,,PHONE,,MANUAL,623990,"BOYS' AND GIRLS' RESIDENTIAL FACILITIES (E.G., HOMES, RANCHES, VILLAGES)",114446224,-84.306388,33.434012,NAVTEQ,2006Q3,ONENTITY,YES,TGS,STATE PRISON, , ,YES, ,N,{C1191E4D-BB09-4042-A982-E53B847EA122},2015-12-30T22:00:33.000Z
