OBJECTID,ID,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,NBR_STA,TYPE,EMS,GlobalID,last_edited_date
1767,10287769,DOUGLAS COUNTY FIRE DEPARTMENT STATION 6,770,942-8626,2230 RIVERSIDE PARKWAY, ,DOUGLASVILLE,GA,30135,3043,DOUGLAS,13097,LOCATED ON THE SOUTHEAST SIDE OF LOWER RIVER RD BETWEEN W RIVER COMMONS AND OLD LOWER RIVER RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,17139801,-84.648809,33.709476,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6795,0, ,Y,{4D8F733B-A1ED-4265-9BE5-796A79099229},2015-12-30T22:12:40.000Z
1768,10288474,SMYRNA FIRE DEPARTMENT STATION 4,770,434-6667,4595 SOUTH COBB DRIVE, ,SMYRNA,GA,30080,6945,COBB,13067,NE SIDE OF S COBB DR APPROX 0.05 MILES NW OF LOIS ST SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,23228742,-84.497794,33.841604,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6872,0, ,Y,{C3C32F1C-859E-4E3D-85B2-492606BEB7D9},2015-12-30T22:12:40.000Z
1769,10288400,FAYETTE COUNTY FIRE DEPARTMENT STATION 6,770,460-5730,903 STATE HIGHWAY 85 CONNECTOR, ,BROOKS,GA,30205,0,FAYETTE,13113,LOCATED ON THE WEST SIDE OF GA-85 CONNECTOR BETWEEN PRICE RD AND WOODS RD, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",127170812,-84.460066,33.29361,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6781,0, ,N,{3F584F52-3B5A-425A-AA07-6B0CE039C8A0},2015-12-30T22:12:40.000Z
1770,10288491,LAKE ARROWHEAD VOLUNTEER FIRE DEPARTMENT,770,479-4363,1216 LAKE ARROWHEAD DRIVE, ,WALESKA,GA,30183,4410,CHEROKEE,13057,LOCATED ON THE WEST SIDE OF LAKE ARROWHEAD DR APPROX. 0.48 MILES NORTHWEST OF INDIAN RIDGE PL, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",122101359,-84.607558,34.303587,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6892,0, ,N,{5DDA558F-2E9F-44C2-87FF-1D2D77A02A3E},2015-12-30T22:12:40.000Z
1771,10288482,COBB COUNTY FIRE DEPARTMENT STATION 23,770,528-8000,3470 NEW MACLAND ROAD, ,POWDER SPRINGS,GA,30127,1927,COBB,13067,W SIDE OF NEW MACLAND RD ACROSS FROM CEDAR RIDGE RD SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22686577,-84.675951,33.869344,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6882,0, ,Y,{CD3DC458-2CAD-4D06-938B-CBA521C3BA5B},2015-12-30T22:12:40.000Z
1772,10288403,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 11,770,460-5730,212 FLAT CREEK TRAIL, ,FAYETTEVILLE,GA,30214,4704,FAYETTE,13113,WEST SIDE OF FLAT CREEK TRAIL 0.08 MILE SOUTH OF TYRONE RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114446041,-84.539559,33.449328,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6784,0, ,Y,{6E66AA8C-9D47-4EC3-8B7E-DADD95765FB9},2015-12-30T22:12:40.000Z
1773,10288426,DEKALB COUNTY FIRE DEPARTMENT STATION 14,404,244-4910,7207 COVINGTON HWY, ,LITHONIA,GA,30058,7607,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.124957,33.714537, , , , , ,6818,0, , ,{901DC652-00F3-4676-807D-65DE803EB804},2015-12-30T22:12:40.000Z
1774,10288421,DEKALB COUNTY FIRE RESCUE STATION 08,678,406-7731,2711 CLAIRMONT ROAD NORTHEAST, ,ATLANTA,GA,30329,2712,DEKALB,13089,LOCATED ON THE EAST SIDE OF CLAIRMONT RD NE 0.13 MILES SOUTHEAST OF THE INTERSECTION OF BRIARCLIFF RD NE AND CLAIRMONT RD NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22657653,-84.311163,33.835862,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6813,0, ,Y,{81CB90BB-DCBB-4552-9880-E5FE788B23EA},2015-12-30T22:12:40.000Z
1775,10288349,UNION CITY FIRE DEPARTMENT STATION 02,770,306-6858,6393 SHANNON PKWY, ,UNION CITY,GA,30291,1523,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.540476,33.57986, , , , , ,6726,0, , ,{B6AC405B-9BD3-4FCB-939B-94689A0471E6},2015-12-30T22:12:40.000Z
1776,0,CLAYTON COUNTY FIRE DEPARTMENT STATION 12,0, ,280 MUNDY'S MILL ROAD, ,JONESBORO,GA,30238,0,CLAYTON,13063, , , , ,, ,, ,0, , ,-84.384083,33.488184, , , , , , ,0, , ,{BA78D733-62AB-48F0-AC1D-8EDA9047A175},2015-12-30T22:12:40.000Z
1777,10288393,EAST POINT FIRE DEPARTMENT STATION 3,404,559-6421,3800 NORTH COMMERCE DRIVE, ,EAST POINT,GA,30344,0,FULTON,13121,E SIDE OF N COMMERCE DR APPROX 0.35 MILES S OF CAMP CREEK PKY SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED, ,-84.502814,33.65169,TGS,2006Q4,ONENTITY,YES,TGS,6774,0, ,Y,{37CE7CE1-79DB-4F3B-80F9-27E2F152F922},2015-12-30T22:12:40.000Z
1779,10287172,GWINNETT COUNTY FIRE AMD EMERGENCY SERVICES STATION 13,678,518-4800,343 UNITED STATES HIGHWAY 23, ,SUWANEE,GA,30024,0,GWINNETT,13135,"LOCATED NW SIDE OF US-23, .05 MILE NE OF TOWN CENTER AVE NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127201943,-84.065461,34.056973,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6668,0, ,Y,{45AAF61B-4796-4957-943A-8C0BA670913C},2015-12-30T22:12:40.000Z
1780,10288382,ATLANTA FIRE RESCUE STATION 10,404,658-7148,447 BOULEVARD SOUTHEAST, ,ATLANTA,GA,30312,3425,FULTON,13121,W SIDE OF BOULEVARD SE APPROX 0.03 MILES S OF GLENWOOD AVE SE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22667269,-84.368315,33.741851,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6762,0, ,Y,{E7A33A78-84EF-4F41-A70F-F49CBEF0042E},2015-12-30T22:12:40.000Z
1781,10288402,FAYETTE COUNTY FIRE DEPARTMENT STATION 05,770,460-5730,1830 SOUTH STATE HIGHWAY 85, ,FAYETTEVILLE,GA,30215,0,FAYETTE,13113,LOCATED ON THE EAST SIDE OF GA-85 S APPROX. 0.17 MILES NORTHEAST OF BERNHARD RD, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",114448484,-84.429209,33.507382,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6783,0, ,N,{AFAA24F3-F76E-48A9-947D-AF7CDC10325C},2015-12-30T22:12:40.000Z
1782,10288285,HENRY COUNTY FIRE DEPARTMENT STATION 4,770,288-6600,1092 KEYS FERRY ROAD, ,MCDONOUGH,GA,30252,6103,HENRY,13151,ON THE SOUTH SIDE OF KEYS FERRY ROAD BETWEEN MACKEY ROAD AND SANDY RIDGE ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114441016,-84.007215,33.417762,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6658,0, ,Y,{EC6BE287-9978-424B-B4FB-C5D8896FB42C},2015-12-30T22:12:40.000Z
1783,10288316,ATLANTA FIRE RESCUE STATION 12,404,658-7142,1288 DEKALB AVENUE NORTHEAST, ,ATLANTA,GA,30307,2000,DEKALB,13089,NE CORNER OF DEKALB AVE NE AND CANDLER ST NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22665106,-84.345881,33.761161,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6693,0, ,Y,{805317D4-6B9E-4F60-8574-B7A3F951AFB6},2015-12-30T22:12:40.000Z
1784,10288404,PEACHTREE CITY FIRE DEPARTMENT NEELY STATION 82,770,631-2526,105 PEACHTREE PARKWAY NORTH, ,PEACHTREE CITY,GA,30269,1732,FAYETTE,13113,LOCATED ON THE SOUTHWEST SIDE OF N PEACHTREE PKY BETWEEN HIGHLANDS WAY AND GA-54, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,133515268,-84.570853,33.409233,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6785,0, ,Y,{B854EA0D-3B99-4324-9378-CF75C3799D48},2015-12-30T22:12:40.000Z
1785,10288420,DEKALB COUNTY FIRE RESCUE STATION 02,678,406-7731,1316 DRESDEN DRIVE NORTHEAST, ,ATLANTA,GA,30319,3438,DEKALB,13089,LOCATED ON THE NORTH SIDE OF DRESDEN DR NE BETWEEN APPLE VALLEY RD NE AND PARKSIDE DR NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22655479,-84.335944,33.860585,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6812,0, ,Y,{7BC860A5-8DAC-47A6-B93C-5628F2C9C19D},2015-12-30T22:12:40.000Z
1786,10288378,ATLANTA BUREAU OF FIRE STATION 22,404,874-1552,817 HOLLYWOOD RD NW, ,ATLANTA,GA,30318,4769,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.450684,33.777505, , , , , ,6758,0, , ,{E15B5B1C-A839-4EE1-8047-36B31382E05A},2015-12-30T22:12:40.000Z
1787,10288370,ATLANTA FIRE RESCUE STATION 34,404,853-7000,3671 SOUTHSIDE INDUSTRIAL PARKWAY, ,ATLANTA,GA,30354,3214,FULTON,13121,W SIDE OF SOUTHSIDE INDUSTRIAL PKY APPROX 0.07 MILES N OF SOUTHSIDE INDUSTRIAL WAY SE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22670302,-84.374362,33.656581,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6750,0, ,Y,{9F1ACC67-75F0-4543-8325-F38146643541},2015-12-30T22:12:40.000Z
1788,10288356,FULTON COUNTY FIRE DEPARTMENT STATION 19,404,699-4209,3965 AERO DRIVE,FULTON COUNTY AIRPORT,ATLANTA,GA,30336,1512,FULTON,13121,NW SIDE OF AERO DR NW APPROX 0.11 MILES NE OF AVIATION CIR NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22695320,-84.517429,33.778172,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,6736,0, ,Y,{988CFF11-7305-4240-A2B9-D9676BDC525A},2015-12-30T22:12:40.000Z
1789,0,GWINNETT COUNTY FIRE DEPARTMENT STATION HQ,678,518-4800,408 HURRICANE SHOALS ROAD NE, ,LAWRENCEVILLE,GA,30046,0,GWINNETT,13135, , , , ,, ,, ,0, , ,-83.977246,33.97598, , , , , , ,0, , ,{AD4DD7F7-43EB-4280-9451-A094C71B1F71},2015-12-30T22:12:40.000Z
1790,10288292,MCDONOUGH FIRE DEPARTMENT STATION 51,770,957-1333,88 KEYS FERRY STREET, ,MCDONOUGH,GA,30253,3215,HENRY,13151,"LOCATED ON THE NORTH SIDE OF KEYS FERRY STREET, BETWEEN HAZELHURST STREET AND CLEVELAND STREET.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,104545507,-84.144513,33.447092,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6665,0, ,Y,{54BF18C0-7CED-4A82-B7BF-8BA6A647A66E},2015-12-30T22:12:40.000Z
1791,10288438,CLAYTON COUNTY FIRE DEPARTMENT STATION 10,770,946-8170,12554 PANHANDLE RD, ,HAMPTON,GA,30228,1507,CLAYTON,13063, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.370205,33.413136, , , , , ,6834,0, , ,{AB408C1B-88A0-4E4C-829D-156C4C0100B6},2015-12-30T22:12:40.000Z
1792,10290406,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 22,678,518-4800,2180 STONE DRIVE, ,LILBURN,GA,30047,5714,GWINNETT,13135,"LOCATED ON THE NE SIDE OF STONE DR SW, .08 MILE NW OF BEVERLY DR SW", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22823484,-84.095636,33.826689,NAVTEQ,2006Q4,ONENTITY,NO,TGS, ,0, ,Y,{2CA11CAA-8BCC-47AC-8B32-791ED69AA701},2015-12-30T22:12:40.000Z
1793,10288467,MARIETTA FIRE DEPARTMENT STATION 52,770,794-5450,1050 WESTBOROUGH DRIVE, ,MARIETTA,GA,30064,2073,COBB,13067,SW SIDE OF WESTBOROUGH DR BETWEEN POLK ST NW AND BURNT HICKORY CIR NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,111689007,-84.583518,33.953677,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6865,0, ,Y,{4CCEBF8E-1D08-4F92-955D-2A6365CE2C11},2015-12-30T22:12:40.000Z
1794,10288493,CIRCLE FIVE VOLUNTEER FIRE DEPARTMENT,770,479-2766,10378 E CHEROKEE DR, ,CANTON,GA,30115,6266,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.358336,34.247977, , , , , ,6894,0, , ,{3C9ACF02-2BDA-4E50-A15D-0AD076E8B2FD},2015-12-30T22:12:40.000Z
1795,10288498,CHEROKEE COUNTY FIRE DEPARTMENT STATION 20,770,926-7155,6724 BELLS FERRY ROAD, ,WOODSTOCK,GA,30189,1415,CHEROKEE,13057,LOCATED ON THE EAST SIDE OF BELLS FERRY RD BETWEEN COUNTRYSIDE LN AND WYNGATE PKY, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",123793808,-84.584767,34.139355,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6901,0, ,N,{F71192F8-7550-42D0-838D-962A11CE5984},2015-12-30T22:12:40.000Z
1796,10288377,ATLANTA FIRE RESCUE STATION 17,404,756-1911,1489 RALPH DAVID ABERNATHY BOULEVARD SOUTHWEST, ,ATLANTA,GA,30310,1645,FULTON,13121,NE SIDE OF RALPH DAVID ABERNATHY BLVD SW BETWEEN WILLARD AVE SW AND STOKES AVE SW, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22709033,-84.436385,33.742314,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6757,0, ,Y,{E5C35933-EFCF-4A44-9BF8-95F62C139D63},2015-12-30T22:12:40.000Z
1797,0,MCDONOUGH FIRE DEPARTMENT STATION 52,0, ,1063 AVALON PARKWAY, ,MCDONOUGH,GA,30253,0,HENRY,13135, , , , ,, ,, ,0, , ,-84.18008,33.422763, , , , , , ,0, , ,{014893B9-DFE4-4887-8AD5-866697F17265},2015-12-30T22:12:40.000Z
1798,10288470,MARIETTA FIRE DEPARTMENT STATION 54,770,794-5450,228 CHESTNUT HILL ROAD, ,MARIETTA,GA,30064,3620,COBB,13067,NW CORNER OF CHESTNUT RD AND FAIRGATE RD SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22675602,-84.559059,33.934533,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6868,0, ,Y,{10B5F78E-E0D1-4C08-9385-2C775DD5D4C5},2015-12-30T22:12:40.000Z
1799,10288442,RIVERDALE DEPARTMENT OF PUBLIC SAFETY,770,996-3382,6690 CHURCH ST, ,RIVERDALE,GA,30274,4712,CLAYTON,13063, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.415618,33.572028, , , , , ,6839,0, , ,{78704ACF-6F89-4489-B525-2CC13DE9C6FF},2015-12-30T22:12:40.000Z
1800,10288469,MARIETTA FIRE DEPARTMENT STATION 56,770,794-5450,1160 FRANKLIN ROAD, ,MARIETTA,GA,30067,0,COBB,13067,ENTRANCE IS LOCATED ON THE W SIDE OF FRANKLIN RD APRROX 0.02 MILES S OF KINGSTON CT SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22652594,-84.492196,33.924194,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6867,0, ,Y,{976E34B8-D7E4-4717-8A95-51CFCE504EE8},2015-12-30T22:12:40.000Z
1801,10288389,ATLANTA BUREAU OF FIRE SERVICES,404,853-7000,"675 PONCE DE LEON AVE., NE", ,ATLANTA,GA,30308,1829,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.364557,33.773231, , , , , ,6770,0, , ,{1FB6F99A-B094-4D86-A496-6BFDB51240CC},2015-12-30T22:12:40.000Z
1802,10288424,DEKALB COUNTY FIRE DEPARTMENT STATION 16,404,244-4910,2750 PLEASANTWOOD DR, ,DECATUR,GA,30034,2435,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.21426,33.706052, , , , , ,6816,0, , ,{8527FB11-4C66-4E1E-8165-94E8B3D74DFE},2015-12-30T22:12:40.000Z
1803,10288334,ROSWELL FIRE AND RESCUE STATION 02,770,641-3730,11115 CRABAPPLE RD, ,ROSWELL,GA,30075,2403,FULTON,13121, , , , ,, ,,PROVIDED,922160,FIRE AND RESCUE SERVICE, ,-84.360936,34.051524, , , , , ,6711,0, ,Y,{D0F415C3-CEA7-4B29-969E-00115631DD45},2015-12-30T22:12:40.000Z
1804,10288463,COBB COUNTY FIRE DEPARTMENT STATION 24,770,528-8000,3540 PAUL SAMUEL ROAD, ,KENNESAW,GA,30152,4029,COBB,13067,SW CORNER OF PAUL SAMUEL RD AND STILESBORO RD NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22816674,-84.657707,33.994325,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6861,0, ,Y,{EC0E7A4A-9F84-4ADC-A2FA-ECF063570F04},2015-12-30T22:12:40.000Z
1805,10288447,CLAYTON COUNTY FIRE DEPARTMENT STATION 01,770,991-6439,6375 GARDEN WALK BLVD, ,RIVERDALE,GA,30274,0,CLAYTON,13063, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.387991,33.580731, , , , , ,6845,0, , ,{5B7E1513-F2F3-4085-9458-51409405682F},2015-12-30T22:12:40.000Z
1806,10288473,SMYRNA FIRE DEPARTMENT STATION 2,770,434-6667,642 CONCORD ROAD, ,SMYRNA,GA,30082,0,COBB,13067,SE SIDE OF CONCORD RD APPROX 0.05 S SHERWOOD RD SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22686393,-84.574566,33.845232,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6871,0, ,Y,{88389514-7D1F-4E2F-8CA0-FAFA0F3AE003},2015-12-30T22:12:40.000Z
1807,10290445,SANDY SPRINGS FIRE RESCUE DEPARTMENT STATION 4,770,730-5600,4697 WIEUCA ROAD, ,ATLANTA,GA,30342,3359,FULTON,13121,N SIDE WIEUCA RD APPROX 0.06 MILES W OF ROSWELL RD NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22654162,-84.381105,33.87592,NAVTEQ,2006Q4,ONENTITY,NO,TGS, ,0, ,Y,{C79E70E0-47B3-4C93-90F4-752B6C2E98FA},2015-12-30T22:12:40.000Z
1808,10288375,ATLANTA BUREAU OF FIRE STATION 14,404,758-4550,1203 LEE ST SW, ,ATLANTA,GA,30310,4060,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.423189,33.722259, , , , , ,6755,0, , ,{4A916CA7-E41A-49E6-8C3D-EB4153CA610E},2015-12-30T22:12:40.000Z
1809,10290412,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 27,678,518-4800,2825 OLD FOUNTAIN ROAD, ,DACULA,GA,30019,1146,GWINNETT,13135,"LOCATED NW SIDE OF OLD FOUNTAIN RD NE, BETWEEN GA-234 AND WILKES CREST DR NE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,23123664,-83.917819,34.032042,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS, ,0, ,Y,{E8D66602-5ACB-439E-80B2-4B1C97345D23},2015-12-30T22:12:40.000Z
1810,10287218,COBB COUNTY FIRE DEPARTMENT STATION 1,770,528-8000,5656 MABLETON PARKWAY, ,MABLETON,GA,30126,3329,COBB,13067,LOC ON THE SW SIDE OF MABLETON PKWY 0.05 MI SE OF GLORE CIR SW, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22691308,-84.574098,33.816264,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6877,0, , ,{F6C405D6-6F67-4220-8433-C072BB0D112C},2015-12-30T22:12:40.000Z
1811,10287767,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 4,770,460-5730,175 JOHNSON AVENUE, ,FAYETTEVILLE,GA,30214,2079,FAYETTE,13113,NORTH SIDE OF SOUTHERN MOST JOHNSON AVE APPROXIMATELY 0.10 MILE WEST OF JEFF DAVIS DR S, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED, ,-84.452333,33.44634,TGS,2006Q4,ONENTITY,NO,TGS,6791,0, ,Y,{159BF15B-DC43-4018-8558-54A182909D23},2015-12-30T22:12:40.000Z
1812,10288445,CLAYTON COUNTY FIRE DEPARTMENT STATION 08,770,968-0620,6700 MADDOX RD, ,MORROW,GA,30260,3128,CLAYTON,13063, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.310913,33.57291, , , , , ,6842,0, , ,{9965B6CC-6A12-4F5F-A597-1E1FFA12B571},2015-12-30T22:12:40.000Z
1813,10288471,COBB COUNTY FIRE DEPARTMENT STATION 2,770,528-8000,208 BARBER ROAD SOUTHEAST, ,MARIETTA,GA,30060,3947,COBB,13067,S SIDE OF BARBER RD SE BETWEEN S COBB DR SE AND REED RD SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22672892,-84.547384,33.916225,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6869,0, ,Y,{85044663-0456-4778-A1D1-F80EB8726E59},2015-12-30T22:12:40.000Z
1814,10288454,COBB COUNTY FIRE DEPARTMENT STATION 16,770,528-8000,3800 BELLS FERRY ROAD NORTHWEST, ,KENNESAW,GA,30144,2204,COBB,13067,NE SIDE OF BELLS FERRY RD NW BETWEEN LANSING DR NW AND WESTMORELAND DR NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22827469,-84.55361,34.044744,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6852,0, ,Y,{AA6CAE83-E479-4E26-84F5-27BDCDA84090},2015-12-30T22:12:40.000Z
1815,10288441,CLAYTON COUNTY FIRE DEPARTMENT STATION 11 / HEADQUARTERS,770,473-7833,7810 STATE HIGHWAY 85, ,RIVERDALE,GA,30274,0,CLAYTON,13063,"LOCATED ON E SIDE OF STATE HIGHWAY 85, 0.35 MILES SOUTH COMMERCE BLVD.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,133514019,-84.416407,33.541787,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6838,0, ,Y,{7C024F4C-36A5-42F7-A8F9-185616BE3014},2015-12-30T22:12:40.000Z
1816,10287011,FULTON COUNTY FIRE DEPARTMENT STATION 13,404,346-8375,5890 PLUMMER ROAD, ,ATLANTA,GA,30336,2900,FULTON,13121,EAST SIDE OF PLUMMER RD APPROX 0.28 MILES SE OF FULTON INDUSTRIAL BLVD SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,23245126,-84.583901,33.719958,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6733,0, ,Y,{34A7407A-76C4-4308-831A-BACECBE95DBF},2015-12-30T22:12:40.000Z
1817,10288344,CHATTAHOOCHEE HILLS FIRE DEPARTMENT,770,463-3118,6615 RICO RD, ,PALMETTO,GA,30268,2012,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.768471,33.576079, , , , , ,6721,0, , ,{E7EC64FC-8FA4-4C2F-9B26-C0249659D411},2015-12-30T22:12:40.000Z
1818,10288386,ATLANTA FIRE RESCUE STATION 39,404,853-7000,4697 WIEUCA ROAD, ,ATLANTA,GA,30342,3359,FULTON,13121,N SIDE OF WIEUCA RD APPROX 0.06 MILES W OF ROSWELL RD NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22654162,-84.381105,33.87592,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6767,0, ,Y,{21D7C73D-78F0-430A-BF65-FE10A8CB1E6B},2015-12-30T22:12:40.000Z
1819,10288423,DEKALB COUNTY FIRE RESCUE STATION 1,678,406-7731,1670 CLIFTON ROAD, ,ATLANTA,GA,30329,4050,DEKALB,13089,LOCATED ON THE SOUTH SIDE OF CLIFTON RD NE BETWEEN CLIFTON WAY NE AND MICHAEL ST NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,127170455,-84.32733,33.80057,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6815,0, ,Y,{878CFD2D-B0BB-4293-8691-53FEFABC6B55},2015-12-30T22:12:40.000Z
