OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,AsianPacif,Black,Hispanic,Other_Race,AgeOvr65,Poverty,AsianCat,BlackCat,HispanCat,OthCat,RaceCat,AgeCat,PovCat,ETA,Population,GlobalID,last_edited_date
173,13,097,080102,13097080102,801.02,Census Tract 801.02,1.9,62.8,11.2,1.8,6.9,15.4,3,2,3,3,2,3,3,4,6952,{6B03CB48-5BF4-4CAF-94F5-CA52D16ACE8B},
174,13,097,080301,13097080301,803.01,Census Tract 803.01,0.6,67.5,8.5,2.2,5.7,27.3,3,2,3,3,2,3,2,3,11792,{05A925B5-20AF-4EBC-8F58-469CD35C245F},
175,13,097,080402,13097080402,804.02,Census Tract 804.02,0.7,9.2,2.5,1.6,10.6,5,3,3,3,3,3,3,3,4,8607,{FF758BEE-4B02-4188-AA6D-EE300068ADB6},
176,13,135,050308,13135050308,503.08,Census Tract 503.08,14.8,3.4,2.8,1.5,8,1.1,1,3,3,3,1,3,3,4,3642,{A0BF000B-59E4-4F5B-B3C2-4C5BFDBDC806},
177,13,135,050314,13135050314,503.14,Census Tract 503.14,14.5,22.9,35.3,2.1,4,18.7,1,3,2,3,1,3,3,4,9577,{2792BBFE-BAEE-4DE4-98C8-0C3FE08D1F69},
178,13,135,050317,13135050317,503.17,Census Tract 503.17,4.2,39.2,40.3,2.6,2.5,13.2,3,3,1,3,1,3,3,4,3586,{DBD05D0D-E38E-4F71-9266-223222293542},
179,13,135,050320,13135050320,503.20,Census Tract 503.20,11.3,13.2,60.9,1.9,3.6,43.7,2,3,1,3,1,3,1,1,5598,{46F7D250-20E9-4756-BC19-A022227A7F24},
180,13,135,050318,13135050318,503.18,Census Tract 503.18,5.5,40.4,33.1,2.8,2.9,25.5,3,3,2,3,2,3,2,3,2683,{C9E733BF-813E-403F-9F29-F78E72E25284},
181,13,135,050319,13135050319,503.19,Census Tract 503.19,5.9,19.8,61.7,2,1.9,31.3,3,3,1,3,1,3,2,3,5689,{E173DFBD-A9E2-4AE6-9FBC-BD919BCBFB47},
182,13,135,050431,13135050431,504.31,Census Tract 504.31,20,26.9,32,2.5,5.4,22.9,1,3,2,3,1,3,2,3,7639,{F45D4CB8-FE76-4670-9A37-72D7F0DC949F},
183,13,135,050526,13135050526,505.26,Census Tract 505.26,10.3,28.3,40.2,2.4,5.1,9.3,2,3,1,3,1,3,3,4,4476,{9DB2FE95-DE54-47C4-AF1D-8DE47814E342},
184,13,135,050417,13135050417,504.17,Census Tract 504.17,4.7,12.5,73.3,1.1,2.4,37.2,3,3,1,3,1,3,1,1,6127,{907B9BAA-EAD4-4EF9-84BF-B47A63985880},
185,13,135,050205,13135050205,502.05,Census Tract 502.05,12.7,15.9,19.2,2.6,9,7.5,2,3,3,3,2,3,3,4,3749,{D38D1F54-8AEC-4ACE-B4B8-45587D98EBDC},
186,13,135,050106,13135050106,501.06,Census Tract 501.06,6.1,10,24.4,1.9,10.2,17.3,3,3,3,3,3,3,3,4,9513,{798BA108-B3EF-4E3C-9551-93A45188B7EE},
187,13,135,050322,13135050322,503.22,Census Tract 503.22,7.5,3.3,4.2,1.3,7.1,1.3,2,3,3,3,2,3,3,4,4583,{A8D51D6B-6D5D-433E-AFA6-A58DA747E66C},
188,13,135,050321,13135050321,503.21,Census Tract 503.21,6.8,2.3,2.7,1.5,10.9,2.5,3,3,3,3,3,3,3,4,4325,{A52DFA1F-5FB6-4681-9B45-57C48FCF7EF7},
189,13,135,050306,13135050306,503.06,Census Tract 503.06,11.5,8.5,61.5,1.6,5.3,40.3,2,3,1,3,1,3,1,1,3895,{F7997685-29A9-4B11-8D52-C90685DF1DBE},
190,13,135,050419,13135050419,504.19,Census Tract 504.19,15.7,17,48.8,2,5.9,29,1,3,1,3,1,3,2,3,7302,{E3A47226-3C31-41A2-B1AC-A406CB647401},
191,13,135,050434,13135050434,504.34,Census Tract 504.34,8.3,16.7,63.7,1.7,2.6,36.8,2,3,1,3,1,3,1,1,7827,{0BFE6559-01E4-496A-B4F1-1DDA6CB0ADDC},
192,13,135,050432,13135050432,504.32,Census Tract 504.32,21.4,17.7,28,2.4,9.5,10.7,1,3,3,3,1,3,3,4,5814,{E6E9CB6F-CFEB-404F-A5D7-019AD29275F5},
193,13,135,050304,13135050304,503.04,Census Tract 503.04,9.7,25.3,43.9,2.2,3.9,40,2,3,1,3,1,3,1,1,5163,{E641C264-7561-4637-8C57-E5261FAA9A17},
194,13,135,050422,13135050422,504.22,Census Tract 504.22,10.6,22.5,54.3,1.6,2.4,33.5,2,3,1,3,1,3,2,3,7229,{725C7ABD-A1AC-4413-9E5A-0D051DBF4F62},
195,13,135,050103,13135050103,501.03,Census Tract 501.03,3.4,10.6,23,2.1,9.2,16.3,3,3,3,3,3,3,3,4,9882,{84530061-F120-4192-948A-860773EE9EEC},
196,13,135,050105,13135050105,501.05,Census Tract 501.05,0.5,23.1,27.3,1.8,10.9,25,3,3,3,3,3,3,2,3,3651,{02F08E5F-B6D9-4360-83C1-4964E996F28C},
197,13,135,050433,13135050433,504.33,Census Tract 504.33,8.2,21.5,48,1.5,4,16.1,2,3,1,3,1,3,3,4,2450,{F5B33613-2D14-4572-8850-C0EFF1580E0C},
198,13,135,050436,13135050436,504.36,Census Tract 504.36,16.8,25.5,32.1,3.2,8,24.3,1,3,2,2,1,3,2,3,7183,{F58BBD7A-CE59-4DFD-8E67-229C330E0E35},
199,13,135,050533,13135050533,505.33,Census Tract 505.33,25.2,22,34,2.5,5.3,13.8,1,3,2,3,1,3,3,4,8163,{61DA91BB-240D-4F30-B143-1D77E9C31221},
200,13,135,050531,13135050531,505.31,Census Tract 505.31,12.7,23.4,29.4,2.4,5.4,13.9,2,3,2,3,2,3,3,4,7251,{0D2ECAA8-0D62-488D-B419-203B13F38A9B},
201,13,135,050435,13135050435,504.35,Census Tract 504.35,7.2,16.9,47.9,2,5.7,25.8,3,3,1,3,1,3,2,3,3803,{1BDADBCC-F55C-4996-83DD-23F39F7458BF},
202,13,135,050723,13135050723,507.23,Census Tract 507.23,5.4,57.3,6.9,3.2,7.1,6.5,3,2,3,2,2,3,3,4,7141,{5CF44D9C-AB62-47C5-B9E5-E45486E8AB07},
203,13,135,050534,13135050534,505.34,Census Tract 505.34,12.2,27.1,34.7,3,5.4,14.6,2,3,2,3,2,3,3,4,7238,{9D234E26-3DB5-4E2D-9E51-23F7C7EEBBD8},
204,13,135,050430,13135050430,504.30,Census Tract 504.30,13.8,18.9,7.9,2.8,12.1,11.5,1,3,3,3,1,2,3,4,5003,{29C92273-6C32-4102-9AF6-B1B08F74E962},
205,13,135,050426,13135050426,504.26,Census Tract 504.26,10.2,10.7,6.5,2.3,14.5,4.3,2,3,3,3,2,2,3,4,6267,{E350649E-81F8-4C7B-8953-FC717A334197},
206,13,135,050532,13135050532,505.32,Census Tract 505.32,10.8,34.6,25,2.6,4.3,15.6,2,3,3,3,2,3,3,4,7688,{0BE3372C-DA27-4D37-B642-4FF369143491},
207,13,135,050535,13135050535,505.35,Census Tract 505.35,11,26.4,30.8,2.4,6.4,15.5,2,3,2,3,2,3,3,4,6176,{A12CDF46-97EB-416C-BD86-D1DB1BE5DEE3},
208,13,135,050425,13135050425,504.25,Census Tract 504.25,13.1,11.1,6.5,2.4,11.3,7.5,1,3,3,3,1,2,3,4,5139,{EB713678-13B1-422C-9F10-D753A7EB12FB},
209,13,135,050416,13135050416,504.16,Census Tract 504.16,1.5,45.9,24.7,2.9,4.9,14.2,3,3,3,3,3,3,3,4,3663,{B54EDE30-9FAC-417E-97E9-3AECF91484F6},
210,13,135,050544,13135050544,505.44,Census Tract 505.44,21,25.5,15,2.7,6.3,9.8,1,3,3,3,1,3,3,4,11612,{6FA18BE8-EABB-4382-B205-C8CB96652077},
211,13,135,050539,13135050539,505.39,Census Tract 505.39,9.5,28.1,45.6,2.2,3.1,26,2,3,1,3,1,3,2,3,5513,{2FC048C7-C390-48BB-B0DC-E01FF339B94F},
212,13,135,050537,13135050537,505.37,Census Tract 505.37,5.7,44.4,33.9,3.3,2.2,19.7,3,3,2,2,2,3,3,4,4456,{B7B3D098-92EB-4569-B4CD-42B0693E690A},
213,13,135,050428,13135050428,504.28,Census Tract 504.28,20.3,12.4,5.6,2.7,9.3,6.4,1,3,3,3,1,3,3,4,5729,{CD3D817B-796B-4607-8FC3-F16F8B77C28E},
214,13,135,050427,13135050427,504.27,Census Tract 504.27,10.6,12.2,11,1.5,16.3,12.5,2,3,3,3,2,1,3,4,5712,{06FDD192-A33F-4986-9BF5-9C6AC65BAF91},
215,13,135,050718,13135050718,507.18,Census Tract 507.18,8.3,12,5.4,2.5,14.1,4.7,2,3,3,3,2,2,3,4,7858,{8A7AA950-90BF-4290-9C1F-52F21DE10417},
216,13,135,050536,13135050536,505.36,Census Tract 505.36,10.4,26.9,33.2,2.7,4.5,10.1,2,3,2,3,2,3,3,4,4894,{B82C250B-5666-49B7-AB0F-981861AEA535},
217,13,135,050542,13135050542,505.42,Census Tract 505.42,14.8,40.7,28.1,2.9,3.8,25.6,1,3,2,3,1,3,2,3,4711,{46CC9B1F-DC0E-48C3-BE60-7451BEDAB0EB},
218,13,135,050607,13135050607,506.07,Census Tract 506.07,3.8,23.9,11.4,2.4,6.9,10.8,3,3,3,3,3,3,3,4,15244,{7426BF11-4656-41A4-A3E8-B87D8594CE21},
219,13,135,050608,13135050608,506.08,Census Tract 506.08,3,18.7,11.5,1.9,7.2,8.8,3,3,3,3,3,3,3,4,15422,{97E5EE17-D1E8-4D61-86B4-9C2DC176478D},
